Alternative,SpNo,Spp,Yr,ABC,OFL,Catch,SSB,R,F,Tot_biom,SPR_Implied,Ntot,SexRatio,FABC,FOFL,B0,B40,B35
6,1,goa_wp,2022,169199,169199,129754,248140,1168.27,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195851,195851,195851,225178,6505.57,0.334834,1.3734e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,183067,183067,183067,203050,779.372,0.334834,1.54039e+06,0.35,616.684,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,132747,132747,132747,177970,529.547,0.311429,1.0137e+06,0.37149,547.831,0.5,0.26542,0.311429,476575,190630,166801
6,1,goa_wp,2026,108651,108651,108651,150991,7400.61,0.261544,865016,0.424495,432.791,0.5,0.222721,0.261544,476575,190630,166801
6,1,goa_wp,2027,84721.6,84721.6,84721.6,130934,319.102,0.224459,1.28057e+06,0.471502,393.596,0.5,0.190888,0.224459,476575,190630,166801
6,1,goa_wp,2028,67918,67918,67918,126136,231.418,0.215587,818120,0.48387,388.292,0.5,0.183379,0.215587,476575,190630,166801
6,1,goa_wp,2029,71662.5,71662.5,71662.5,114789,1910.77,0.194609,753826,0.515039,341.101,0.5,0.165496,0.194609,476575,190630,166801
6,1,goa_wp,2030,68496.5,68496.5,68496.5,113059,83.0359,0.19141,746218,0.520042,353.431,0.5,0.16266,0.19141,476575,190630,166801
6,1,goa_wp,2031,58981.2,58981.2,58981.2,115653,830.003,0.196204,505941,0.512568,352.652,0.5,0.166883,0.196204,476575,190630,166801
6,1,goa_wp,2032,45387.9,45387.9,45387.9,105013,81.2524,0.176532,472319,0.54425,286.857,0.5,0.150121,0.176532,476575,190630,166801
6,1,goa_wp,2033,27776.5,27776.5,27776.5,84783.9,2689.31,0.139133,337897,0.612568,232.143,0.5,0,0.139133,476575,190630,166801
6,1,goa_wp,2034,20295.3,20295.3,20295.3,74920.6,1845.99,0.120897,496204,0.650254,194.094,0.5,0,0.120897,476575,190630,166801
6,1,goa_wp,2035,14252.2,14252.2,14252.2,65609,5439.24,0.103681,482513,0.688812,170.172,0.5,0,0.103681,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,15648.1,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,196572,196572,196572,225178,90.8917,0.334834,2.64156e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,192667,192667,192667,205238,900.131,0.334834,1.64613e+06,0.35,671.329,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,227551,227551,227551,188680,2859.22,0.331233,1.51598e+06,0.35318,632.734,0.5,0.282352,0.331233,476575,190630,166801
6,1,goa_wp,2026,222479,222479,222479,199866,771.222,0.334834,1.3452e+06,0.35,656.752,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2027,159420,159420,159420,184361,1313.95,0.32325,907090,0.360392,598.626,0.5,0.275739,0.32325,476575,190630,166801
6,1,goa_wp,2028,107870,107870,107870,158028,1006.2,0.274554,769369,0.409632,448.442,0.5,0.234028,0.274554,476575,190630,166801
6,1,goa_wp,2029,65213.3,65213.3,65213.3,120497,59.1714,0.205161,611207,0.499011,343.445,0.5,0.17455,0.205161,476575,190630,166801
6,1,goa_wp,2030,44452,44452,44452,105355,1596.49,0.177166,445278,0.543186,286.612,0.5,0.150589,0.177166,476575,190630,166801
6,1,goa_wp,2031,32560.1,32560.1,32560.1,91806.3,4582.75,0.152116,482064,0.587557,241.233,0.5,0,0.152116,476575,190630,166801
6,1,goa_wp,2032,19204.3,19204.3,19204.3,78844.5,1139.13,0.128152,724630,0.634886,210.11,0.5,0,0.128152,476575,190630,166801
6,1,goa_wp,2033,17538,17538,17538,69875.1,191.726,0.111569,582436,0.670769,196.157,0.5,0,0.111569,476575,190630,166801
6,1,goa_wp,2034,23362.9,23362.9,23362.9,65630.1,284.524,0.10372,530722,0.68872,197.718,0.5,0,0.10372,476575,190630,166801
6,1,goa_wp,2035,31586.3,31586.3,31586.3,75474.5,4054.53,0.121921,464940,0.648052,242.045,0.5,0,0.121921,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,110.04,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195799,195799,195799,225178,535.247,0.334834,1.28072e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182045,182045,182045,202890,48.5955,0.334834,968717,0.35,612.69,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,121493,121493,121493,176257,2343.1,0.308263,616916,0.374551,517.325,0.5,0.262718,0.308263,476575,190630,166801
6,1,goa_wp,2026,66785,66785,66785,142199,593.282,0.245287,620062,0.444215,365.463,0.5,0.208833,0.245287,476575,190630,166801
6,1,goa_wp,2027,30351.1,30351.1,30351.1,100998,576.358,0.169111,437246,0.556924,255.228,0.5,0.143649,0.169111,476575,190630,166801
6,1,goa_wp,2028,21013.3,21013.3,21013.3,80440.4,111331,0.131103,402005,0.628781,195.694,0.5,0,0.131103,476575,190630,166801
6,1,goa_wp,2029,19449.4,19449.4,19449.4,70527.7,45.3439,0.112775,1.00577e+07,0.668065,180.854,0.5,0,0.112775,476575,190630,166801
6,1,goa_wp,2030,46668.3,46668.3,46668.3,82275.3,17086.4,0.134496,5.37654e+06,0.621858,594.985,0.5,0,0.134496,476575,190630,166801
6,1,goa_wp,2031,608249,608249,608249,154366,633.465,0.267785,7.78574e+06,0.417267,1001.01,0.5,0.227465,0.267785,476575,190630,166801
6,1,goa_wp,2032,1.05706e+06,1.05706e+06,1.05706e+06,505221,346.3,0.334834,5.92021e+06,0.35,2372.91,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2033,944880,944880,944880,736157,289.107,0.334834,4.19839e+06,0.35,2882.15,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2034,730666,730666,730666,737995,376.29,0.334834,2.86569e+06,0.35,2357.02,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2035,475914,475914,475914,515006,60.3127,0.334834,1.76259e+06,0.35,1588.44,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,535.652,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195820,195820,195820,225178,2572.07,0.334834,1.318e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182438,182438,182438,202955,231.795,0.334834,1.16673e+06,0.35,614.296,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,125725,125725,125725,176894,560.729,0.309439,750006,0.373409,528.219,0.5,0.263722,0.309439,476575,190630,166801
6,1,goa_wp,2026,81060.9,81060.9,81060.9,145436,641.002,0.251273,601470,0.436801,389.408,0.5,0.213947,0.251273,476575,190630,166801
6,1,goa_wp,2027,46253.5,46253.5,46253.5,111459,4488.65,0.188451,470629,0.524733,299.245,0.5,0.160145,0.188451,476575,190630,166801
6,1,goa_wp,2028,29913.1,29913.1,29913.1,95458.7,45.8367,0.158869,725952,0.575108,245.605,0.5,0.134875,0.158869,476575,190630,166801
6,1,goa_wp,2029,21170.4,21170.4,21170.4,80635.5,191.2,0.131463,465822,0.62804,212.66,0.5,0,0.131463,476575,190630,166801
6,1,goa_wp,2030,20353.1,20353.1,20353.1,68527.9,1679.23,0.109078,451377,0.676395,191.169,0.5,0,0.109078,476575,190630,166801
6,1,goa_wp,2031,25555.2,25555.2,25555.2,73834.9,140.289,0.11889,506698,0.654593,219.312,0.5,0,0.11889,476575,190630,166801
6,1,goa_wp,2032,23941.8,23941.8,23941.8,77630.9,4150.04,0.125908,355911,0.639587,232.21,0.5,0,0.125908,476575,190630,166801
6,1,goa_wp,2033,21119.1,21119.1,21119.1,73829.7,543.443,0.11888,662864,0.654616,201.16,0.5,0,0.11888,476575,190630,166801
6,1,goa_wp,2034,17081.6,17081.6,17081.6,63868,75.1437,0.100462,471294,0.696365,189.432,0.5,0,0.100462,476575,190630,166801
6,1,goa_wp,2035,20635.5,20635.5,20635.5,62210.3,953.943,0.097397,432312,0.703662,184.663,0.5,0,0.097397,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,11948.9,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,196388,196388,196388,225178,8843.87,0.334834,2.31759e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,190569,190569,190569,204679,1043.96,0.334834,2.24218e+06,0.35,657.368,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,208242,208242,208242,186971,14470.9,0.328074,1.73094e+06,0.356008,637.892,0.5,0.279645,0.328074,476575,190630,166801
6,1,goa_wp,2026,246558,246558,246558,192826,339.04,0.334834,2.6865e+06,0.35,653.492,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2027,224947,224947,224947,198847,540.774,0.334834,1.6901e+06,0.35,725.409,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2028,247218,247218,247218,197315,515.21,0.334834,1.48991e+06,0.35,674.159,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2029,229740,229740,229740,195691,285.212,0.334834,1.11031e+06,0.35,660.326,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2030,156047,156047,156047,180197,2712.51,0.31555,728168,0.367564,576.154,0.5,0.269277,0.31555,476575,190630,166801
6,1,goa_wp,2031,90822.9,90822.9,90822.9,150207,193.587,0.260092,717679,0.426203,412.537,0.5,0.221748,0.260092,476575,190630,166801
6,1,goa_wp,2032,41931.7,41931.7,41931.7,106672,169.72,0.1796,459530,0.539129,285.746,0.5,0.152712,0.1796,476575,190630,166801
6,1,goa_wp,2033,28738.5,28738.5,28738.5,86298.1,943.073,0.141932,394989,0.607051,217.604,0.5,0,0.141932,476575,190630,166801
6,1,goa_wp,2034,22305.5,22305.5,22305.5,76420.8,3541.45,0.123671,382668,0.644318,198.872,0.5,0,0.123671,476575,190630,166801
6,1,goa_wp,2035,13672.5,13672.5,13672.5,70323.6,175.13,0.112398,573442,0.668909,187.269,0.5,0,0.112398,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,1231.77,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195855,195855,195855,225178,1100.49,0.334834,1.37896e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182841,182841,182841,203060,1082.43,0.334834,1.06994e+06,0.35,616.923,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,129202,129202,129202,177241,689.904,0.310083,794519,0.372787,527.911,0.5,0.264273,0.310083,476575,190630,166801
6,1,goa_wp,2026,79938.5,79938.5,79938.5,147021,317.863,0.254203,601988,0.433237,394.767,0.5,0.216458,0.254203,476575,190630,166801
6,1,goa_wp,2027,44126.1,44126.1,44126.1,110381,466.653,0.186458,448789,0.527927,293.779,0.5,0.158453,0.186458,476575,190630,166801
6,1,goa_wp,2028,29586.8,29586.8,29586.8,93730.4,7094.17,0.155674,373655,0.580952,238.019,0.5,0,0.155674,476575,190630,166801
6,1,goa_wp,2029,19659.6,19659.6,19659.6,78840.9,597.557,0.128145,889847,0.634901,197.791,0.5,0,0.128145,476575,190630,166801
6,1,goa_wp,2030,12632.9,12632.9,12632.9,67355.7,113.083,0.106911,585355,0.681344,188.515,0.5,0,0.106911,476575,190630,166801
6,1,goa_wp,2031,22123.4,22123.4,22123.4,61574.4,100.845,0.0962219,582391,0.706487,188.632,0.5,0,0.0962219,476575,190630,166801
6,1,goa_wp,2032,36728.5,36728.5,36728.5,77383.1,202.903,0.12545,495816,0.64055,257.453,0.5,0,0.12545,476575,190630,166801
6,1,goa_wp,2033,40641.4,40641.4,40641.4,92913.6,4797.14,0.154163,381979,0.583744,297.306,0.5,0,0.154163,476575,190630,166801
6,1,goa_wp,2034,32335.1,32335.1,32335.1,91992.2,523.718,0.152458,701428,0.586917,254.658,0.5,0,0.152458,476575,190630,166801
6,1,goa_wp,2035,19356.5,19356.5,19356.5,71346.1,6885.81,0.114287,471908,0.664699,202.807,0.5,0,0.114287,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,1656.13,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195876,195876,195876,225178,983.149,0.334834,1.41613e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,183126,183126,183126,203124,410.068,0.334834,1.07922e+06,0.35,618.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,131846,131846,131846,177566,7199.33,0.310683,753300,0.372209,530.666,0.5,0.264785,0.310683,476575,190630,166801
6,1,goa_wp,2026,82937.5,82937.5,82937.5,148427,374887,0.256802,1.15298e+06,0.430113,399.36,0.5,0.218682,0.256802,476575,190630,166801
6,1,goa_wp,2027,56972,56972,56972,112777,1026.81,0.190888,3.35238e+07,0.520866,320.821,0.5,0.162234,0.190888,476575,190630,166801
6,1,goa_wp,2028,282229,282229,282229,153385,944.315,0.265971,1.80247e+07,0.419349,1692.39,0.5,0.225904,0.265971,476575,190630,166801
6,1,goa_wp,2029,2.50475e+06,2.50475e+06,2.50475e+06,411074,2692,0.334834,2.10654e+07,0.35,3131.23,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2030,3.42264e+06,3.42264e+06,3.42264e+06,1.59089e+06,2713.17,0.334834,1.68706e+07,0.35,7474.47,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2031,2.75194e+06,2.75194e+06,2.75194e+06,2.33902e+06,772.379,0.334834,1.091e+07,0.35,9002.12,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2032,1.91659e+06,1.91659e+06,1.91659e+06,2.18235e+06,1500.26,0.334834,7.08817e+06,0.35,6668.57,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2033,1.19043e+06,1.19043e+06,1.19043e+06,1.35019e+06,214.138,0.334834,4.38927e+06,0.35,3933.61,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2034,695606,695606,695606,907042,148.118,0.334834,2.6623e+06,0.35,2262.96,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2035,356234,356234,356234,568838,503.888,0.334834,1.56308e+06,0.35,1301.22,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,103.156,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195798,195798,195798,225178,105.091,0.334834,1.28012e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182019,182019,182019,202889,1365.08,0.334834,930726,0.35,612.664,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,121198,121198,121198,176190,598.405,0.308138,712010,0.374673,515.65,0.5,0.262611,0.308138,476575,190630,166801
6,1,goa_wp,2026,65220.4,65220.4,65220.4,142025,2753.23,0.244965,504272,0.444619,367.087,0.5,0.208558,0.244965,476575,190630,166801
6,1,goa_wp,2027,31757.2,31757.2,31757.2,100057,393.129,0.167371,598580,0.559957,250.025,0.5,0.142164,0.167371,476575,190630,166801
6,1,goa_wp,2028,21146,21146,21146,81940.6,160.586,0.133876,436903,0.623114,205.882,0.5,0,0.133876,476575,190630,166801
6,1,goa_wp,2029,19627.4,19627.4,19627.4,71043.7,1420.81,0.113729,383176,0.665939,187.409,0.5,0,0.113729,476575,190630,166801
6,1,goa_wp,2030,17508.9,17508.9,17508.9,70193.3,748.864,0.112157,427942,0.669448,193.97,0.5,0,0.112157,476575,190630,166801
6,1,goa_wp,2031,16125.4,16125.4,16125.4,68513.9,3573.98,0.109052,360519,0.676455,195.757,0.5,0,0.109052,476575,190630,166801
6,1,goa_wp,2032,15293.2,15293.2,15293.2,64206.8,287.651,0.101088,599981,0.694886,174.064,0.5,0,0.101088,476575,190630,166801
6,1,goa_wp,2033,13954.5,13954.5,13954.5,57481.6,145.074,0.0886544,426826,0.725051,169.572,0.5,0,0.0886544,476575,190630,166801
6,1,goa_wp,2034,17591.2,17591.2,17591.2,57646.8,7969.5,0.08896,403083,0.724289,173.934,0.5,0,0.08896,476575,190630,166801
6,1,goa_wp,2035,22284.4,22284.4,22284.4,65975.9,139.045,0.104359,1.02459e+06,0.687235,201.654,0.5,0,0.104359,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,116.966,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195799,195799,195799,225178,63.0903,0.334834,1.28133e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182026,182026,182026,202891,326.464,0.334834,927685,0.35,612.716,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,121209,121209,121209,176195,222.729,0.308147,619862,0.374664,515.595,0.5,0.262619,0.308147,476575,190630,166801
6,1,goa_wp,2026,64520.9,64520.9,64520.9,141893,651.675,0.244721,421799,0.444925,363.115,0.5,0.208351,0.244721,476575,190630,166801
6,1,goa_wp,2027,27730.7,27730.7,27730.7,99067.8,218.266,0.165542,339089,0.563167,240.31,0.5,0.140608,0.165542,476575,190630,166801
6,1,goa_wp,2028,14277.2,14277.2,14277.2,76769.5,359.603,0.124316,255831,0.642949,173.435,0.5,0,0.124316,476575,190630,166801
6,1,goa_wp,2029,8400.01,8400.01,8400.01,59940.9,341.559,0.0932017,225835,0.713818,133.851,0.5,0,0.0932017,476575,190630,166801
6,1,goa_wp,2030,3903.76,3903.76,3903.76,49446.5,12433.4,0.073799,196823,0.76345,113.789,0.5,0,0.073799,476575,190630,166801
6,1,goa_wp,2031,3494.5,3494.5,3494.5,42044.1,6057.34,0.0601125,1.23827e+06,0.801271,101.598,0.5,0,0.0601125,476575,190630,166801
6,1,goa_wp,2032,4620.51,4620.51,4620.51,38810.3,317.765,0.0541336,1.2267e+06,0.818575,136.868,0.5,0,0.0541336,476575,190630,166801
6,1,goa_wp,2033,20093.2,20093.2,20093.2,43866.3,276.208,0.0634816,1.08674e+06,0.791734,196.948,0.5,0,0.0634816,476575,190630,166801
6,1,goa_wp,2034,80720.1,80720.1,80720.1,89127.4,55.3045,0.147164,1.03772e+06,0.596926,376.282,0.5,0,0.147164,476575,190630,166801
6,1,goa_wp,2035,136745,136745,136745,142749,366.687,0.246303,791770,0.442943,538.715,0.5,0.209813,0.246303,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,245.872,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195805,195805,195805,225178,2394.94,0.334834,1.29262e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182231,182231,182231,202911,13230.3,0.334834,1.13785e+06,0.35,613.202,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,124321,124321,124321,176635,982.1,0.308961,1.86451e+06,0.373873,525.367,0.5,0.263313,0.308961,476575,190630,166801
6,1,goa_wp,2026,85306.1,85306.1,85306.1,146093,374.763,0.252487,1.21554e+06,0.435319,431.67,0.5,0.214972,0.252487,476575,190630,166801
6,1,goa_wp,2027,99172,99172,99172,119673,652.298,0.203639,1.15958e+06,0.501278,388.282,0.5,0.173063,0.203639,476575,190630,166801
6,1,goa_wp,2028,137717,137717,137717,145426,646.11,0.251255,973926,0.436822,495.122,0.5,0.213767,0.251255,476575,190630,166801
6,1,goa_wp,2029,124558,124558,124558,159702,171.798,0.277649,715508,0.40621,519.316,0.5,0.236638,0.277649,476575,190630,166801
6,1,goa_wp,2030,79226.5,79226.5,79226.5,142357,1499.86,0.245579,501393,0.44385,403.354,0.5,0.209167,0.245579,476575,190630,166801
6,1,goa_wp,2031,43403.6,43403.6,43403.6,105160,2031.56,0.176804,481429,0.543794,283.037,0.5,0.150342,0.176804,476575,190630,166801
6,1,goa_wp,2032,26199,26199,26199,85564.5,557.144,0.140575,500109,0.609717,214.84,0.5,0,0.140575,476575,190630,166801
6,1,goa_wp,2033,17101.1,17101.1,17101.1,69811.7,434.652,0.111451,403025,0.671033,176.161,0.5,0,0.111451,476575,190630,166801
6,1,goa_wp,2034,13400.2,13400.2,13400.2,61954.4,733.414,0.0969247,373089,0.704795,165.368,0.5,0,0.0969247,476575,190630,166801
6,1,goa_wp,2035,15013.9,15013.9,15013.9,62300.9,167.677,0.0975651,356654,0.703259,178.754,0.5,0,0.0975651,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,6194.61,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,196102,196102,196102,225178,397.822,0.334834,1.81362e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,186206,186206,186206,203810,1922.42,0.334834,1.23719e+06,0.35,635.652,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,161600,161600,161600,181131,99.5565,0.317276,1.10557e+06,0.365938,562.656,0.5,0.27042,0.317276,476575,190630,166801
6,1,goa_wp,2026,124108,124108,124108,165135,41.0224,0.287696,764006,0.395392,486.129,0.5,0.245132,0.287696,476575,190630,166801
6,1,goa_wp,2027,78523.4,78523.4,78523.4,135981,152.748,0.233791,543769,0.458983,396.323,0.5,0.198942,0.233791,476575,190630,166801
6,1,goa_wp,2028,52567.9,52567.9,52567.9,119149,3078.12,0.20267,402130,0.50273,316.083,0.5,0.172365,0.20267,476575,190630,166801
6,1,goa_wp,2029,28995.7,28995.7,28995.7,93607.3,185.82,0.155446,542359,0.581373,239.845,0.5,0,0.155446,476575,190630,166801
6,1,goa_wp,2030,15030.7,15030.7,15030.7,76154.2,28297.4,0.123178,356294,0.645367,187.378,0.5,0,0.123178,476575,190630,166801
6,1,goa_wp,2031,13792.7,13792.7,13792.7,60230.3,712.954,0.0937368,2.79909e+06,0.712512,152.047,0.5,0,0.0937368,476575,190630,166801
6,1,goa_wp,2032,19501.9,19501.9,19501.9,62917.8,226.238,0.0987059,1.62725e+06,0.700533,266.696,0.5,0,0.0987059,476575,190630,166801
6,1,goa_wp,2033,93728.9,93728.9,93728.9,83463.9,41114.4,0.136693,1.79929e+06,0.617432,382.419,0.5,0,0.136693,476575,190630,166801
6,1,goa_wp,2034,282931,282931,282931,175388,1178.19,0.306655,5.10928e+06,0.37612,725.33,0.5,0.261196,0.306655,476575,190630,166801
6,1,goa_wp,2035,275875,275875,275875,231546,9925.81,0.334834,2.98148e+06,0.35,982.571,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,905.563,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195838,195838,195838,225178,747.598,0.334834,1.3504e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182600,182600,182600,203011,2134.3,0.334834,1.02399e+06,0.35,615.692,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,126877,126877,126877,176928,92.2225,0.309503,852635,0.373348,524.121,0.5,0.263778,0.309503,476575,190630,166801
6,1,goa_wp,2026,75807.2,75807.2,75807.2,145668,4904.55,0.251702,564907,0.436276,389.944,0.5,0.214318,0.251702,476575,190630,166801
6,1,goa_wp,2027,43576.8,43576.8,43576.8,107860,339.458,0.181798,855888,0.535502,285.048,0.5,0.154472,0.181798,476575,190630,166801
6,1,goa_wp,2028,31904,31904,31904,94075.9,203.909,0.156313,572606,0.579777,256.945,0.5,0,0.156313,476575,190630,166801
6,1,goa_wp,2029,33149.4,33149.4,33149.4,83678.9,98.4919,0.13709,526055,0.616637,236.889,0.5,0,0.13709,476575,190630,166801
6,1,goa_wp,2030,33857.5,33857.5,33857.5,86844.8,13176.7,0.142944,426006,0.605075,255.248,0.5,0,0.142944,476575,190630,166801
6,1,goa_wp,2031,30450.5,30450.5,30450.5,87201.4,3706.58,0.143602,1.46514e+06,0.603793,256.351,0.5,0,0.143602,476575,190630,166801
6,1,goa_wp,2032,26773.3,26773.3,26773.3,83529.3,141.905,0.136813,1.16613e+06,0.617192,262.461,0.5,0,0.136813,476575,190630,166801
6,1,goa_wp,2033,47074.9,47074.9,47074.9,74586.5,929.28,0.120279,1.07403e+06,0.651584,270.256,0.5,0,0.120279,476575,190630,166801
6,1,goa_wp,2034,101848,101848,101848,110461,157.843,0.186606,1.02879e+06,0.527688,412.985,0.5,0.158578,0.186606,476575,190630,166801
6,1,goa_wp,2035,127486,127486,127486,147056,831.464,0.254267,744958,0.43316,520.857,0.5,0.216637,0.254267,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,49.0267,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195796,195796,195796,225178,3874.88,0.334834,1.27538e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182169,182169,182169,202881,5911.49,0.334834,1.25839e+06,0.35,612.46,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,123789,123789,123789,176690,160.258,0.309063,1.28104e+06,0.373774,529.469,0.5,0.263399,0.309063,476575,190630,166801
6,1,goa_wp,2026,86984.5,86984.5,86984.5,145455,4555.01,0.251306,878105,0.436759,411.386,0.5,0.213965,0.251306,476575,190630,166801
6,1,goa_wp,2027,76563.3,76563.3,76563.3,118327,473.277,0.20115,1.14867e+06,0.505018,354.293,0.5,0.170957,0.20115,476575,190630,166801
6,1,goa_wp,2028,78426,78426,78426,124077,253.083,0.211782,817237,0.489318,393.322,0.5,0.180064,0.211782,476575,190630,166801
6,1,goa_wp,2029,78714.5,78714.5,78714.5,124416,547.018,0.212407,683378,0.488416,383.148,0.5,0.180712,0.212407,476575,190630,166801
6,1,goa_wp,2030,65872.4,65872.4,65872.4,119464,5247.02,0.203251,561071,0.501858,354.09,0.5,0.172825,0.203251,476575,190630,166801
6,1,goa_wp,2031,47412.3,47412.3,47412.3,106657,3822.5,0.179573,847187,0.539174,308.982,0.5,0.152677,0.179573,476575,190630,166801
6,1,goa_wp,2032,34133.6,34133.6,34133.6,94359.5,355.915,0.156836,866101,0.578818,261.277,0.5,0,0.156836,476575,190630,166801
6,1,goa_wp,2033,31981.5,31981.5,31981.5,77696.2,340.865,0.126029,700617,0.639332,233.672,0.5,0,0.126029,476575,190630,166801
6,1,goa_wp,2034,44709.6,44709.6,44709.6,84842.6,144.432,0.139242,648339,0.612351,272.813,0.5,0,0.139242,476575,190630,166801
6,1,goa_wp,2035,55046.1,55046.1,55046.1,101438,73.1874,0.169923,506330,0.555517,329.054,0.5,0.144403,0.169923,476575,190630,166801
6,1,goa_wp,2022,169199,169199,129754,248140,332.807,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2023,195810,195810,195810,225178,1583.3,0.334834,1.30023e+06,0.35,668.54,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2024,182250,182250,182250,202924,649.486,0.334834,1.07078e+06,0.35,613.531,0.5,0.283367,0.334834,476575,190630,166801
6,1,goa_wp,2025,123714,123714,123714,176588,1507.67,0.308874,729974,0.373958,522.959,0.5,0.263239,0.308874,476575,190630,166801
