"","Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"9366",1,1,1,1,1,1,1,2002,1,2002.5,"M","TIME",21512.9,14041.5,16779.8,17243.6,11967.1,5401.47,5467.11,7362.48,6991.28,1838.63,2895.12,1807.8,1984.45,2110.52,1732.87,3903.53,732.238,590.646,557.555,594.254,291.742,114.013,412.986,238.931,141.995,277.709,151.451,57.6843,38.4525,28.6317,670.953
"9368",1,1,1,1,1,1,1,2003,1,2003.5,"M","TIME",14702.7,18516.3,12079.4,14373,14677.9,10150.4,4564.24,4582.72,6102.36,5712.03,1472.2,2261.83,1380.44,1484.85,1550.19,1255.23,2812.05,528.022,427.841,407.193,440.408,221.087,88.6362,328.867,194.008,116.929,230.802,126.58,48.3699,32.3048,588.638
"9370",1,1,1,1,1,1,1,2004,1,2004.5,"M","TIME",22560.9,12654.8,15928.6,10344.9,12228.3,12438,8560.73,3810.29,3771.13,4934.39,4511.92,1130.76,1691.03,1006.81,1059.02,1090.27,880.852,1981.78,374.259,306.661,297.972,331.628,171.57,70.6356,267.492,160.043,97.3238,193.131,106.248,40.6741,522.916
"9372",1,1,1,1,1,1,1,2005,1,2005.5,"M","TIME",31458.2,19418.3,10885.7,13635.3,8793.95,10352,10476.7,7131.21,3121.84,3026.05,3851.35,3409.78,828.62,1203.25,698.016,723.874,743.487,603.991,1369.49,262.714,221.022,222.167,255.875,136.318,57.3755,220.564,133.217,81.4676,162.198,89.4045,475.002
"9374",1,1,1,1,1,1,1,2006,1,2006.5,"M","TIME",9522.26,27076.3,16704.4,9320.64,11591.3,7443.53,8718.79,8725.05,5839.9,2499.84,2348.4,2878.59,2457.15,576.551,812.595,465.016,482.564,498.854,409.03,945.486,187.343,163.855,170.977,203.077,110.65,47.2729,183.416,111.391,68.3424,136.334,475.176
"9376",1,1,1,1,1,1,1,2007,1,2007.5,"M","TIME",9878.98,8195.88,23291.5,14300.3,7922.98,9811.49,6268.81,7261.52,7150.58,4684.74,1940.94,1747.3,2052.37,1679.77,379.962,526.812,301.874,315.389,329.275,276.049,662.437,137.166,125.068,134.983,164.266,90.9385,39.2316,153.093,93.2898,57.3532,514.031
"9378",1,1,1,1,1,1,1,2008,1,2008.5,"M","TIME",12753.7,8502.92,7050.18,19937.5,12152.2,6703.87,8260.71,5221.25,5958.5,5753.65,3649.55,1442.46,1234.02,1380.67,1084.29,240.757,333.812,192.528,203.413,217.748,190.276,479.183,103.811,98.1585,108.726,134.565,75.264,32.665,127.916,78.1129,479.28
"9380",1,1,1,1,1,1,1,2009,1,2009.5,"M","TIME",3044.83,10977.2,7314.17,6034.01,16938.1,10280.3,5644.24,6880.93,4285.23,4796.57,4485.9,2713.34,1016.72,828.103,893.698,690.982,153.66,214.31,125.318,136.039,151.909,139.162,365.872,81.9937,79.3947,89.2948,111.538,62.7209,27.3075,107.142,467.65
"9382",1,1,1,1,1,1,1,2010,1,2010.5,"M","TIME",7047.56,2620.71,9442.68,6260.54,5126.51,14330.5,8659.03,4705.62,5657.27,3457.76,3746.77,3337.78,1911.5,680.561,536.009,574.035,445.92,99.7348,141.051,85.0639,96.4954,112.861,107.65,291.82,66.7716,65.4984,74.2304,93.1306,52.506,22.8966,482.603
"9384",1,1,1,1,1,1,1,2011,1,2011.5,"M","TIME",11659.6,6065.89,2254.46,8085.89,5323.11,4341.47,12088.5,7240.59,3887.91,4605.18,2739.19,2843.36,2412.55,1318.54,453.304,353.379,380.065,296.798,67.1068,97.3887,61.0506,72.2148,87.6567,86.0251,237.792,55.0787,54.4197,61.9315,77.8888,43.9777,423.944
"9386",1,1,1,1,1,1,1,2012,1,2012.5,"M","TIME",20700.1,10035.5,5217.84,1929.56,6872.29,4507.47,3663.3,10124.6,6004.35,3187.62,3698.32,2126.21,2123.8,1740.7,927.067,316.082,247.243,267.102,210.385,48.4834,72.4129,46.8474,57.0131,70.76,70.5297,196.91,45.8857,45.4997,51.8925,65.3518,393.076
"9388",1,1,1,1,1,1,1,2013,1,2013.5,"M","TIME",5116.06,17816.8,8632.44,4465.46,1638.95,5813.57,3799.39,3066.04,8402.04,4939.57,2580.99,2910.56,1616.8,1568.34,1258.11,666.088,227.809,178.92,194.637,155.767,36.768,56.3886,37.3718,46.3591,58.3237,58.6538,164.668,38.5042,38.2627,43.6999,386.527
"9390",1,1,1,1,1,1,1,2014,1,2014.5,"M","TIME",4948.97,4403.43,15325.1,7384.69,3790.44,1385.5,4896.61,3177.22,2542.31,6913.23,4015.96,2054.31,2255.08,1222.74,1165.84,928.851,492.881,169.205,133.677,147.128,119.958,28.9295,45.2779,30.5131,38.3195,48.6151,49.1576,138.491,32.4571,32.3025,363.722
"9392",1,1,1,1,1,1,1,2015,1,2015.5,"M","TIME",2847.87,4259.62,3787.93,13118.9,6272.77,3205.57,1167.17,4093.62,2632.29,2088.9,5613.91,3200.6,1602.37,1728.75,927.659,882.128,704.718,375.32,129.584,103.437,115.577,95.8361,23.4802,37.2303,25.335,32.0338,40.8277,41.4107,116.91,27.4389,335.256
"9394",1,1,1,1,1,1,1,2016,1,2016.5,"M","TIME",8813.08,2451.18,3664.29,3243.41,11154.3,5311.79,2703.51,976.544,3392.22,2161.92,1694.7,4469.37,2495.9,1230.88,1317.77,706.216,673.486,539.983,289.225,100.846,81.6317,92.6327,77.9284,19.3224,30.9159,21.1738,26.8916,34.3786,34.9435,98.7991,306.944
"9396",1,1,1,1,1,1,1,2017,1,2017.5,"M","TIME",11411,7585.49,2108.71,3138.91,2759.8,9452.2,4481.52,2261.4,808.223,2779.5,1748.03,1344.17,3474.65,1914.2,938.786,1005.21,540.403,517.281,417.292,225.783,79.8036,65.5502,75.3957,64.1394,16.0393,25.8215,17.7622,22.6285,28.9925,29.5153,343.217
"9398",1,1,1,1,1,1,1,2018,1,2018.5,"M","TIME",14422.5,9821.52,6525.57,1806.26,2671.61,2339.89,7979.07,3750.63,1871.85,661.797,2244.38,1384.27,1043.78,2664.09,1461.01,717.314,770.561,415.788,400.394,326.332,178.973,64.1742,53.4104,62.0999,53.2644,13.3995,21.6636,14.9472,19.0838,24.4892,315.328
"9400",1,1,1,1,1,1,1,2019,1,2019.5,"M","TIME",14031.1,12413.6,8448.79,5587.5,1536.31,2263.39,1973.57,6671.13,3101.2,1530.39,533.191,1772.27,1071.57,798.05,2029.19,1114.08,548.725,591.649,321.294,312.686,258.374,143.768,52.2351,43.9457,51.5161,44.4503,11.2297,18.2108,12.5923,16.1024,287.168
"9402",1,1,1,1,1,1,1,2020,1,2020.5,"M","TIME",13837.9,12076.7,10679.8,7241.35,4758.33,1303.04,1911.6,1652.59,5521.57,2535.29,1231.67,420.424,1370.18,818.341,607.195,1545.78,851.265,420.842,456.767,250.756,247.451,207.451,116.955,42.9499,36.4293,42.9594,37.2263,9.43376,15.3327,10.6194,256.173
"9404",1,1,1,1,1,1,1,2021,1,2021.5,"M","FORE",13531.1,11910.4,10394.5,9188.23,6209.89,4071.24,1113.56,1628.81,1400.55,4651.85,2121.8,1020.82,344.584,1113.92,663.284,492.336,1255.08,692.149,342.888,373.839,206.567,205.322,173.308,98.2668,36.2471,30.8447,36.46,31.6485,8.03036,13.0637,227.568
"9416",1,1,2,1,1,1,2,1992,1,1992.5,"M","TIME",15503.6,10380.8,12411.4,14535.8,13262.2,33610.4,7139.91,6489.47,6787.47,7845.54,4104.04,1634.3,5623.14,2961.29,1571.72,2727.76,1317.87,448.51,271.943,188.217,536.855,463.97,401.068,346.921,300.199,259.775,224.736,194.348,168.006,145.193,921.644
"9418",1,1,2,1,1,1,2,1993,1,1993.5,"M","TIME",8071.88,13393.3,8963.73,10674.8,12424.5,11306.3,28645.5,6081.47,5521.53,5767.2,6658.02,3479.28,1384.68,4763.7,2507.47,1329.31,2303.03,1110.43,377.241,228.533,158.249,451.812,390.817,338.396,293.549,254.885,221.291,191.958,166.318,143.946,914.827
"9420",1,1,2,1,1,1,2,1994,1,1994.5,"M","TIME",25496.3,6973.14,11564.6,7708.14,9127.79,10600.9,9644.22,24419.9,5178.81,4695.53,4898.43,5649.03,2949.37,1173.4,4035.66,2122.37,1123.47,1942.66,934.82,317.126,192.061,133.109,380.371,329.382,285.88,248.82,216.816,188.83,164.19,142.483,908.112
"9422",1,1,2,1,1,1,2,1995,1,1995.5,"M","TIME",22498.2,22025.7,6021.34,9948.62,6593.61,7789.98,9045.06,8224.6,20806.5,4407.62,3992.68,4162.16,4796.91,2503.62,995.836,3422.95,1798.22,950.508,1640.98,788.62,267.38,161.988,112.353,321.348,278.717,242.531,211.726,185.02,161.508,140.659,901.257
"9424",1,1,2,1,1,1,2,1996,1,1996.5,"M","TIME",14092.3,19435.8,19019.8,5181.3,8516.53,5632.75,6653.17,7720.98,7014.16,17724.8,3751.57,3396.19,3538.57,4077.37,2127.64,845.836,2904.73,1524.19,804.674,1387.9,666.785,226.172,137.118,95.1736,272.591,236.954,206.721,180.9,158.388,138.447,894.109
"9426",1,1,2,1,1,1,2,1997,1,1997.5,"M","TIME",11798.7,12174.1,16783.7,16370.5,4437.94,7280.24,4813.69,5681.98,6586.3,5974.92,15081.4,3189.29,2885.31,3005.14,3461.24,1804.7,716.616,2457.44,1287.56,678.901,1170.21,562.302,190.866,115.791,80.4687,231.018,201.417,176.244,154.617,135.621,885.413
"9428",1,1,2,1,1,1,2,1998,1,1998.5,"M","TIME",22195.9,10192.7,10512.7,14444.5,14022.4,3794.33,6222.53,4111.41,4846.82,5609.05,5081.1,12810,2706.41,2447.23,2547.43,2931.22,1526.28,605.074,2071.3,1083.48,570.629,983.152,472.627,160.541,97.4625,67.8652,195.469,171.064,150.208,132.138,874.651
"9430",1,1,2,1,1,1,2,1999,1,1999.5,"M","TIME",27232.3,19174.6,8801.4,9044.18,12364.3,11979.9,3240.69,5310.95,3504.75,4125,4766.62,4311.98,10858.1,2292.38,2071.5,2154.17,2475.35,1286.8,509.211,1740,908.774,478.117,823.493,396.076,134.624,81.8031,57.1127,165.152,145.158,127.949,860.79
"9432",1,1,2,1,1,1,2,2000,1,2000.5,"M","TIME",22703.1,23525.4,16556.9,7570.16,7736.67,10554.2,10222.2,2762.89,4521.33,2978.34,3499.98,4038.4,3648.58,9180.21,1936.78,1748.48,1815.98,2083.64,1081.41,427.224,1457.64,760.384,399.762,688.527,331.35,112.691,68.583,48.0434,139.531,123.173,843.127
"9434",1,1,2,1,1,1,2,2001,1,2001.5,"M","TIME",16343.9,19612.7,20313.2,14237.3,6472.33,6599.78,8999.58,8708.4,2349.82,3837.2,2522.78,2959.52,3410.09,3078.46,7739.94,1631.22,1470.74,1525.28,1747.33,905.409,357.168,1217.14,634.414,333.474,574.611,276.69,94.2183,57.5158,40.4679,118.081,822.267
"9436",1,1,2,1,1,1,2,2002,1,2002.5,"M","TIME",21552.5,14119.1,16934.8,17468,12171.1,5519.79,5625.93,7663.58,7401.63,1992.27,3245.61,2129.48,2494.43,2871.45,2589.77,6502.87,1368.42,1231.73,1275.13,1458.15,754.332,297.17,1011.78,527.266,277.254,478.057,230.58,78.7842,48.3298,34.1833,799.423
"9438",1,1,2,1,1,1,2,2003,1,2003.5,"M","TIME",14729.8,18618.7,12191.1,14560.4,14929.7,10377.4,4703.46,4787.1,6504.45,6261.54,1680.23,2730.54,1788.66,2092.98,2406.41,2166.95,5431.86,1141.01,1025.19,1059.5,1209.81,625.196,246.172,838.301,437.113,230.112,397.758,192.686,66.2028,40.8375,709.1
"9440",1,1,2,1,1,1,2,2004,1,2004.5,"M","TIME",22602.4,12724.7,16075.9,10480,12439.6,12722.8,8836.67,3997.84,4055.54,5486.87,5261.57,1408,2284.45,1494.89,1746.74,2004.67,1801.67,4507.28,944.908,847.384,874.378,997.43,515.327,203.035,692.045,361.42,190.941,331.964,161.89,55.9683,638.291
"9442",1,1,2,1,1,1,2,2005,1,2005.5,"M","TIME",31516.1,19525.7,10986.4,13813.4,8946.23,10591.2,10823.5,7502.86,3382.09,3414.2,4598.22,4395.63,1174.46,1903.6,1243.77,1450.39,1660.86,1489.25,3716.88,777.441,695.892,717.239,818.1,422.987,166.845,570.082,299.11,159.117,278.739,136.863,591.227
"9444",1,1,2,1,1,1,2,2006,1,2006.5,"M","TIME",9539.78,27226.1,16858.9,9442.36,11791.8,7615.15,9007.98,9187.15,6344.56,2845.28,2858.14,3835.95,3660.75,977.088,1581.09,1030.77,1198.99,1369.3,1224.35,3047.41,635.99,568.558,586.063,669.18,346.461,137.063,471.086,249.156,133.649,235.803,620.266
"9446",1,1,2,1,1,1,2,2007,1,2007.5,"M","TIME",9897.17,8241.22,23507,14487.2,8060.36,10038.5,6477.16,7645.53,7767.06,5335.72,2380.69,2382,3190.8,3041.91,810.506,1308.31,850.464,986.068,1122.17,999.844,2481.21,516.897,462.073,476.854,545.265,283.259,112.832,391.366,208.932,112.962,728.896
"9448",1,1,2,1,1,1,2,2008,1,2008.5,"M","TIME",12777.2,8549.96,7115.39,20198.1,12363,6858.97,8534.65,5494.92,6460.69,6529.54,4463.09,1983.05,1979.16,2647.8,2519.3,669.37,1076.8,697.232,804.918,912.048,809.639,2004.67,417.536,373.657,386.257,443.449,232.163,93.4233,327.385,176.292,716.365
"9450",1,1,2,1,1,1,2,2009,1,2009.5,"M","TIME",3050.43,11037.9,7381.82,6112.83,17231.2,10516.7,5829.64,7238.78,4642.93,5431.63,5463.13,3719.72,1648.27,1642.13,2191.94,2079.05,550.359,881.717,568.417,653.428,737.87,653.82,1618.88,337.57,302.765,314.457,364.04,192.554,78.2621,276.508,759.862
"9452",1,1,2,1,1,1,2,2010,1,2010.5,"M","TIME",7060.53,2635.21,9530.01,6342.28,5214.96,14657,8938.17,4944.63,6117.11,3904.13,4545.43,4554.51,3094.06,1368.82,1360.51,1810.03,1710.08,450.708,718.723,461.313,528.549,595.996,528.418,1310.14,273.788,246.9,258.769,302.717,161.676,66.2131,882.639
"9454",1,1,2,1,1,1,2,2011,1,2011.5,"M","TIME",11681,6099.45,2275.31,8191.42,5414.74,4439.58,12468.4,7589.77,4184.78,5154.28,3275.28,3799.22,3798.97,2578.17,1138.61,1128.67,1496.57,1408.43,369.6,586.857,375.373,429.324,484.252,429.882,1067.7,224.127,203.725,215.535,254.387,136.826,808.456
"9456",1,1,2,1,1,1,2,2012,1,2012.5,"M","TIME",20738.2,10091,5266.1,1954.74,6990.42,4608.8,3776.35,10589.4,6428.05,3531.61,4335.52,2747.14,3180.73,3178.5,2154.93,950.048,939.608,1242.48,1165.68,304.947,482.99,308.554,353.013,398.622,354.393,883.207,186.509,170.74,181.861,215.807,806.047
"9458",1,1,2,1,1,1,2,2013,1,2013.5,"M","TIME",5125.48,17915.4,8712.29,4523.75,1667.16,5944.67,3916.82,3204.53,8962.5,5423.55,2972.33,3641.17,2303.22,2665.77,2662.67,1803.32,793.779,783.467,1033.53,967.284,252.554,399.649,255.435,292.569,330.786,294.927,738.684,156.919,144.466,154.576,872.129
"9460",1,1,2,1,1,1,2,2014,1,2014.5,"M","TIME",4958.09,4427.8,15466.9,7481.1,3855.73,1416.82,5048.81,3321.58,2710.44,7557.17,4562.8,2496.78,3054.52,1931.29,2235.28,2231.89,1510.51,664.198,654.68,862.356,806.082,210.347,332.995,213.061,244.328,276.828,247.75,623.422,133.042,122.95,877.092
"9462",1,1,2,1,1,1,2,2015,1,2015.5,"M","TIME",2853.11,4283.19,3822.98,13290.3,6381.01,3278.4,1203.86,4283.09,2810.04,2285.56,6357.58,3832.81,2095,2562.2,1620.21,1875.13,1871.91,1266.47,556.648,548.422,722.211,675.221,176.341,279.474,179.031,205.702,233.781,209.98,530.203,113.466,855.2
"9464",1,1,2,1,1,1,2,2016,1,2016.5,"M","TIME",8829.31,2464.75,3698.19,3285.78,11347,5432.99,2789.37,1022.58,3627.55,2371.75,1924.17,5343.38,3217.14,1757.69,2149.8,1359.37,1573.11,1570.28,1062.31,466.902,460.084,606.211,567.322,148.335,235.38,151.068,174.065,198.468,178.809,452.614,828.892
"9466",1,1,2,1,1,1,2,2017,1,2017.5,"M","TIME",11432,7627.46,2128.21,3179.94,2807.62,9669.73,4626.41,2371.01,866.518,3062.71,1997.03,1617.21,4484.42,2698.2,1474.04,1802.78,1139.92,1319.27,1317.16,891.366,391.989,386.607,509.992,477.87,125.118,198.932,128.027,147.964,169.176,152.754,1096.88
"9468",1,1,2,1,1,1,2,2018,1,2018.5,"M","TIME",14449.1,9875.86,6585.94,1829.87,2717.9,2393.81,8238.44,3934.7,2010.31,731.988,2579.94,1679.05,1357.64,3761.98,2263.19,1236.25,1511.87,956.059,1106.76,1105.45,748.614,329.541,325.426,429.827,403.292,105.804,168.689,108.887,126.181,144.572,1069.97
"9470",1,1,2,1,1,1,2,2019,1,2019.5,"M","TIME",14056.9,12482.3,8526.95,5660.54,1562.94,2315.6,2037.96,7001.51,3333.77,1697.11,616.233,2167.78,1408.59,1138.11,3153.2,1896.7,1036,1267.09,801.476,928.233,927.814,628.967,277.22,274.101,362.552,340.884,89.6831,143.415,92.822,107.79,1039.51
"9472",1,1,2,1,1,1,2,2020,1,2020.5,"M","TIME",13863.4,12143.5,10778.6,7335.97,4840.66,1332.96,1973.52,1734.07,5940.3,2818.4,1430.57,518.36,1820.38,1181.75,954.475,2643.7,1589.94,868.445,1062.4,672.319,779.246,779.738,529.249,233.561,231.282,306.587,289.09,76.2851,122.314,79.3262,982.353
"9474",1,1,2,1,1,1,2,2021,1,2021.5,"M","FORE",13556,11976.3,10490.5,9307.49,6314.73,4158.61,1144.95,1694.33,1487.15,5085.9,2408.92,1221.37,442.084,1551.39,1006.89,813.074,2251.64,1354,739.581,904.882,572.801,664.206,665.037,451.679,199.44,197.673,262.388,247.787,65.4776,105.103,913.408
