"","Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"5558",1,1,1,1,1,1,1,2004,1,2004.5,"M","TIME",18499.8,11822.1,14326.1,7665.48,10602.6,11371.4,6981.06,3278.24,3331.94,4370.93,3806.78,925.652,1356.45,1004.76,982.5,846.84,502.53,1732.27,216.513,291.833,140.587,305.458,52.5851,58.4942,95.1299,25.1005,35.6916,9.47347,6.03798,3.28315,42.9925
"5560",1,1,1,1,1,1,1,2005,1,2005.5,"M","TIME",28341.9,15922.8,10168.5,12254.1,6499.89,8939.78,9534.23,5795.21,2684.64,2688.17,3463.12,2950.54,697.749,987.561,707.466,676.528,578.83,343.564,1185.04,148.194,199.826,96.2891,209.245,36.0251,40.0752,65.1762,17.1973,24.4536,6.49064,4.13685,31.7052
"5562",1,1,1,1,1,1,1,2006,1,2006.5,"M","TIME",8880.96,24393.9,13696.1,8699.75,10390.3,5478.31,7492.16,7909.78,4741.57,2163.28,2126.45,2677.18,2214.97,504.764,689.242,482.075,457.424,391.496,232.538,802.56,100.407,135.43,65.2706,141.853,24.4237,27.1701,44.1885,11.6595,16.5793,4.40058,24.3005
"5564",1,1,1,1,1,1,1,2007,1,2007.5,"M","TIME",5987.61,7643.89,20982,11714.8,7374.64,8755.7,4589.15,6210.41,6464.82,3817.92,1710.58,1644.1,2009.06,1599.32,350.933,467.137,324.028,307.593,263.479,156.608,540.781,67.6801,91.3066,44.0106,95.6542,16.4698,18.3221,29.7985,7.86262,11.1803,19.3546
"5566",1,1,1,1,1,1,1,2008,1,2008.5,"M","TIME",10709.1,5153.58,6574.67,17943.6,9925.42,6210.54,7330.74,3802.43,5074.28,5205.51,3021.45,1324.17,1235.45,1451.1,1110.27,237.163,312.973,217.202,206.37,176.905,105.208,363.429,45.4945,61.384,29.5895,64.3129,11.0736,12.319,20.0354,5.28652,20.5305
"5568",1,1,1,1,1,1,1,2009,1,2009.5,"M","TIME",570.945,9217.41,4432.61,5621.48,15196.5,8355.82,5200.37,6079.68,3112.98,4098.4,4137.94,2352.31,1001.95,899.403,1015.63,756.166,160.04,211.318,146.8,139.594,119.737,71.239,246.149,30.8175,41.584,20.0458,43.5702,7.5021,8.34586,13.5735,17.4905
"5570",1,1,1,1,1,1,1,2010,1,2010.5,"M","TIME",5241.83,491.417,7928.07,3790.39,4761.13,12794,6999.29,4317.15,4986.74,2521.32,3269.4,3234.4,1786.73,732.012,631.668,694.391,512.662,108.588,143.544,99.812,94.9796,81.5074,48.5077,167.634,20.9892,28.3231,13.6535,29.6766,5.10985,5.68456,21.1584
"5572",1,1,1,1,1,1,1,2011,1,2011.5,"M","TIME",7078.64,4511.68,422.7,6782.65,3213.33,4013.25,10734.7,5825.03,3554.34,4060.33,2026.13,2581.16,2488.98,1326.52,523.476,439.818,478.992,353.864,75.0333,99.277,69.0786,65.7645,56.4523,33.602,116.132,14.5413,19.6225,9.45936,20.5604,3.54019,18.5973
"5574",1,1,1,1,1,1,1,2012,1,2012.5,"M","TIME",14543.6,6092.64,3880.49,361.407,5746.35,2708.14,3368.53,8947.25,4811.21,2909.51,3289.28,1618.67,2020.35,1891.76,977.454,377.293,314.548,342.704,253.37,53.7588,71.1628,49.5325,47.1657,40.4917,24.1032,83.3053,10.4311,14.0761,6.78565,14.749,15.8803
"5576",1,1,1,1,1,1,1,2013,1,2013.5,"M","TIME",1311.88,12517.8,5240.23,3317.36,305.948,4836.68,2270.1,2804.56,7388.16,3943.39,2364.19,2642.14,1277.13,1552.11,1412.8,715.576,274.376,228.802,249.416,184.483,39.1559,51.8442,36.091,34.3692,29.5071,17.5648,60.7078,7.60156,10.2579,4.94499,22.3208
"5578",1,1,1,1,1,1,1,2014,1,2014.5,"M","TIME",4146.41,1129.15,10765.9,4477.64,2805.9,257.281,4050.54,1888.24,2313.81,6053.02,3207.27,1905.15,2098.75,991.682,1175.45,1050.39,528.333,202.604,169.029,184.328,136.379,28.9517,38.3379,26.6904,25.418,21.8225,12.9905,44.8981,5.62194,7.58648,20.1652
"5580",1,1,1,1,1,1,1,2015,1,2015.5,"M","TIME",4164.18,3568.84,971.216,9206.55,3790.89,2360.72,215.484,3367.15,1555.86,1892.67,4915.38,2583.23,1515.97,1638.53,758.64,886.417,788.128,396.503,152.118,126.956,138.486,102.481,21.758,28.8139,20.0606,19.1045,16.4022,9.7639,33.7463,4.22557,20.8587
"5582",1,1,1,1,1,1,1,2016,1,2016.5,"M","TIME",5897.68,3584.14,3069.74,830.786,7803.49,3194.53,1979.52,179.181,2771.64,1269.8,1531.94,3943.92,2047.99,1180.02,1251.36,571.964,665.509,591.892,297.914,114.338,95.4525,104.141,77.0746,16.365,21.6727,15.089,14.37,12.3374,7.34421,25.3833,18.8679
"5584",1,1,1,1,1,1,1,2017,1,2017.5,"M","TIME",8670.43,5076.16,3083.05,2627.15,704.816,6580.95,2678.93,1644.09,147.084,2252.68,1022.31,1221.98,3108.48,1585.42,896.934,939.674,427.812,497.932,443.044,223.077,85.6389,71.5071,78.0252,57.7498,12.2622,16.2395,11.3064,10.7676,9.24459,5.50312,33.1581
"5586",1,1,1,1,1,1,1,2018,1,2018.5,"M","TIME",12471.4,7462.68,4366.36,2638.16,2229.13,594.658,5520.54,2224.87,1348.41,119.307,1808.47,812.482,959.672,2398.98,1202.31,672.539,702.138,319.767,372.326,331.395,166.902,64.0845,53.5151,58.3965,43.223,9.17783,12.1547,8.46248,8.05924,6.91931,28.9368
"5588",1,1,1,1,1,1,1,2019,1,2019.5,"M","TIME",12477,10734.2,6418.65,3733.91,2235.62,1877.77,497.905,4574.53,1819.83,1090.31,95.4224,1431.47,635.39,737.694,1813.15,899.002,501.251,523.492,238.508,277.807,247.331,124.586,47.8416,39.9535,43.5991,32.271,6.85235,9.07499,6.31828,6.01721,26.771
"5590",1,1,1,1,1,1,1,2020,1,2020.5,"M","TIME",12078.9,10738.9,9233.49,5494.45,3168.13,1884.95,1573.87,413.031,3745.07,1471.75,871.64,75.4344,1118.04,488.086,557.576,1356.61,670.61,374.046,390.809,178.12,207.525,184.792,93.0943,35.7509,29.8573,32.5822,24.1167,5.12089,6.78192,4.72177,24.5033
"5592",1,1,1,1,1,1,1,2021,1,2021.5,"M","FORE",11469.9,10396.3,9242.94,7942.67,4706.62,2703.84,1605.77,1335.44,348.342,3137.35,1226.54,721.758,62.1645,914.446,395.701,449.028,1089.42,538.608,300.48,314.003,143.134,166.779,148.519,74.8235,28.7349,23.9981,26.1884,19.3841,4.11599,5.45108,23.4901
"5604",1,1,2,1,1,1,2,1992,1,1992.5,"M","TIME",12336,10362.3,11773.7,11889.9,8199.39,32468.3,4627.64,7059.47,3817.08,9229.52,1759.68,2163.83,3884.73,1112,1664.62,451.387,288.313,156.655,106.801,76.1788,259.846,223.642,192.478,165.654,142.568,122.699,105.599,90.8834,78.2187,67.3194,416.051
"5606",1,1,2,1,1,1,2,1993,1,1993.5,"M","TIME",6572.9,10618.1,8914.3,10079.3,10093.6,6932.17,27447,3912.72,5967.85,3220.36,7749.89,1468.08,1798.47,3227.29,923.779,1382.93,375.042,239.576,130.183,88.7529,63.3005,215.884,185.766,159.84,137.528,118.33,101.812,87.6005,75.3745,64.8563,400.68
"5608",1,1,2,1,1,1,2,1994,1,1994.5,"M","TIME",21578.4,5657.56,9133.99,7630.11,8561.6,8545.12,5868.19,23239.1,3311.82,5040.14,2706.37,6470.55,1221.12,1495.25,2683.07,768.03,1149.87,311.867,199.23,108.258,73.7979,52.6252,179.436,154.362,132.782,114.214,98.2428,84.5058,72.6917,62.5316,386.094
"5610",1,1,2,1,1,1,2,1995,1,1995.5,"M","TIME",20105.8,18573.4,4867.09,7821.74,6484.73,7250.73,7236.31,4970.87,19686.3,2801.13,4246.32,2267.7,5402.54,1019.12,1247.82,2239.05,640.945,959.628,260.269,166.258,90.3309,61.5671,43.8941,149.63,128.688,110.669,95.1697,81.8414,70.3817,60.5293,373.459
"5612",1,1,2,1,1,1,2,1996,1,1996.5,"M","TIME",12584.1,17305.9,15978.9,4169.31,6654.16,5499.12,6148.14,6137.13,4215.33,16668.2,2363.59,3567.56,1900.45,4526.2,853.758,1045.31,1875.63,536.89,803.778,217.974,139.218,75.6245,51.5318,36.7304,125.178,107.631,92.5375,79.5587,68.4015,58.8115,362.547
"5614",1,1,2,1,1,1,2,1997,1,1997.5,"M","TIME",10253.4,10831.7,14889,13693.4,3550.11,5648.93,4667.72,5218.68,5206.71,3568.39,14049.9,1982.69,2985.81,1590.17,3787.04,714.322,874.592,1569.29,449.181,672.403,182.318,116.422,63.2261,43.072,30.6922,104.571,89.8893,77.2641,66.4116,57.0854,351.55
"5616",1,1,2,1,1,1,2,1998,1,1998.5,"M","TIME",18241.3,8825.48,9318.95,12759.5,11663.1,3015.41,4797.35,3963.75,4428.2,4406.22,3004.89,11765.2,1655.66,2492.63,1327.45,3161.4,596.336,730.161,1310.13,374.976,561.245,152.149,97.1331,52.7365,35.916,25.5856,87.148,74.8924,64.3572,55.3046,340.19
"5618",1,1,2,1,1,1,2,1999,1,1999.5,"M","TIME",25004,15701,7592.65,7983.5,10861.5,9900.59,2559.36,4071.66,3361.4,3744.14,3705.38,2511.9,9806.5,1379.66,2077.01,1106.13,2634.46,496.966,608.499,1091.77,312.442,467.559,126.721,80.8783,43.8989,29.8885,21.2858,72.4829,62.2737,53.5009,328.677
"5620",1,1,2,1,1,1,2,2000,1,2000.5,"M","TIME",19704.4,21521.9,13507.5,6503.5,6792.22,9212.78,8395.92,2169.98,3448.53,2837.99,3144.33,3093.84,2091.12,8161.66,1148.18,1728.53,920.576,2192.58,413.604,506.385,908.414,259.909,388.837,105.353,67.2182,36.4726,24.8244,17.6739,60.166,51.6777,317.043
"5622",1,1,2,1,1,1,2,2001,1,2001.5,"M","TIME",12097.2,16960.4,18514.8,11567.4,5530.44,5757.93,7808.01,7113.46,1835.67,2904.64,2373.89,2612.93,2564.47,1732.99,6763.54,951.514,1432.55,762.989,1817.25,342.775,419.595,752.53,215.241,321.899,87.1844,55.6056,30.1606,20.5211,14.6053,49.7047,304.489
"5624",1,1,2,1,1,1,2,2002,1,2002.5,"M","TIME",19350.5,10412.6,14590.7,15856,9835.66,4687.12,4878.51,6611.87,6009.2,1540.53,2411.88,1951.92,2140.69,2100.5,1419.4,5539.96,779.475,1173.69,625.159,1488.94,280.809,343.664,616.164,176.176,263.378,71.3074,45.4625,24.6502,16.7662,11.9291,289.176
"5626",1,1,2,1,1,1,2,2003,1,2003.5,"M","TIME",13735.7,16655.8,8957.54,12493,13478.4,8333.49,3969.55,4127.42,5573.1,5018.43,1267.77,1957.53,1575.59,1727.46,1694.98,1145.49,4471.75,629.299,947.675,504.772,1202.04,226.642,277.274,496.927,142.02,212.221,57.4316,36.6004,19.8371,13.4875,242.106
"5628",1,1,2,1,1,1,2,2004,1,2004.5,"M","TIME",18500.2,11822.9,14328,7668.08,10614.1,11411.8,7051.39,3353.35,3467.83,4623.65,4084.18,1013.95,1555.2,1251.38,1371.95,1346.35,910.13,3553.97,500.236,753.336,401.198,955.093,180.002,220.1,394.239,112.608,168.176,45.4873,28.9736,15.696,202.112
"5630",1,1,2,1,1,1,2,2005,1,2005.5,"M","TIME",28342.4,15923.8,10169.9,12258.6,6507.59,8975.28,9643.28,5947.48,2810.2,2861.59,3725.21,3220.46,793.061,1216.03,978.401,1072.82,1053.1,712.108,2781.26,391.481,589.446,313.8,746.653,140.633,171.85,307.61,87.8064,131.053,35.4254,22.5521,169.411
"5632",1,1,2,1,1,1,2,2006,1,2006.5,"M","TIME",8881.13,24395.5,13697.9,8702.76,10402.4,5500.26,7580.55,8128.31,4978.29,2312.2,2290.61,2907.18,2489.34,612.834,939.657,756.195,829.486,814.562,550.957,2152,302.861,455.845,242.548,576.756,108.559,132.564,237.125,67.6419,100.894,27.2571,147.588
"5634",1,1,2,1,1,1,2,2007,1,2007.5,"M","TIME",5987.73,7644.34,20984.6,11718.6,7383.1,8791.28,4644.84,6388.16,6800.22,4089.56,1842.89,1774.14,2226.98,1906.28,469.277,719.726,579.473,635.95,624.738,422.622,1650.54,232.204,349.307,185.738,441.346,83.0095,101.29,181.054,51.6124,76.936,133.221
"5636",1,1,2,1,1,1,2,2008,1,2008.5,"M","TIME",10709.3,5153.87,6575.43,17949,9936.02,6234.8,7418.44,3911.8,5343.03,5585.98,3255.66,1422.39,1352.67,1697.37,1452.9,357.772,548.994,442.254,485.558,477.077,322.695,1259.81,177.133,266.277,141.479,335.912,63.1296,76.9734,137.491,39.1677,159.356
"5638",1,1,2,1,1,1,2,2009,1,2009.5,"M","TIME",570.956,9217.94,4433.11,5623.02,15211.3,8385.86,5258.5,6245.54,3272.05,4393.63,4457.59,2519.52,1086.57,1032.97,1296.24,1110,273.517,420.011,338.546,371.814,365.324,247.039,963.972,135.452,203.475,108.031,256.309,48.1352,58.6514,104.698,151.052
"5640",1,1,2,1,1,1,2,2010,1,2010.5,"M","TIME",5241.92,491.444,7928.92,3791.37,4765.41,12836.6,7072.15,4427.25,5226.46,2694.25,3514.46,3460.98,1932.42,833.151,792.129,994.564,852.412,210.244,323.108,260.573,286.228,281.193,190.075,741.289,104.096,156.267,82.9108,196.581,36.8952,44.9298,195.782
"5642",1,1,2,1,1,1,2,2011,1,2011.5,"M","TIME",7078.77,4511.93,422.744,6784.3,3215.98,4025.47,10837.2,5962.33,3714.18,4326.51,2176.23,2764.02,2688.78,1500.85,647.107,615.53,773.443,663.483,163.771,251.817,203.119,223.095,219.096,148.027,576.962,80.9694,121.473,64.4112,152.63,28.6308,186.662
"5644",1,1,2,1,1,1,2,2012,1,2012.5,"M","TIME",14543.8,6092.98,3880.89,361.49,5750.69,2715.63,3397.68,9139.4,5011.38,3091.82,3536.39,1742.9,2192.48,2132.31,1190.19,513.287,488.467,614.104,527.026,130.12,200.077,161.35,177.151,173.889,117.417,457.388,64.1513,96.1878,50.9762,120.734,170.19
"5646",1,1,2,1,1,1,2,2013,1,2013.5,"M","TIME",1311.91,12518.5,5240.78,3318.12,306.179,4849.9,2289.23,2862.34,7681.77,4184.55,2549,2872.57,1405.75,1767.99,1719.33,959.772,414.011,394.088,495.529,425.267,104.978,161.363,130.071,142.73,140.02,94.4912,367.865,51.5658,77.2759,40.9331,233.471
"5648",1,1,2,1,1,1,2,2014,1,2014.5,"M","TIME",4146.48,1129.21,10767,4478.67,2808.03,257.989,4084.82,1927.06,2404.88,6422.01,3468.03,2091.27,2344.37,1147.02,1442.45,1402.8,783.184,337.883,321.638,404.392,346.964,85.6147,131.532,105.963,116.205,113.927,76.8357,298.954,41.883,62.7328,222.612
"5650",1,1,2,1,1,1,2,2015,1,2015.5,"M","TIME",4164.26,3569.04,971.319,9208.77,3793.96,2367.63,217.411,3439.49,1618.92,2010.02,5326.76,2855.02,1715.74,1923.04,940.784,1183.13,1150.74,642.53,277.206,263.845,331.633,284.415,70.1427,107.697,86.7052,95.0239,93.1023,62.7524,244.018,34.1682,232.629
"5652",1,1,2,1,1,1,2,2016,1,2016.5,"M","TIME",5897.79,3584.34,3070.07,830.998,7810.31,3204.67,1998.69,183.342,2892.79,1354.41,1669.64,4395.1,2348.49,1411.1,1581.4,773.649,973.029,946.475,528.467,227.959,216.901,272.499,233.563,57.5638,88.3219,71.0573,77.8214,76.1977,51.3266,199.473,217.931
"5654",1,1,2,1,1,1,2,2017,1,2017.5,"M","TIME",8670.6,5076.46,3083.41,2627.91,705.523,6604.69,2708.06,1686.63,154.215,2419.07,1124.74,1378.7,3620.89,1934.46,1162.14,1302.33,637.143,801.348,779.408,435.08,187.6,178.402,223.984,191.842,47.2453,72.4348,58.2324,63.7302,62.3586,41.9783,341.137
"5656",1,1,2,1,1,1,2,2018,1,2018.5,"M","TIME",12471.7,7463.13,4366.9,2638.98,2231.51,596.927,5584.21,2286.56,1419.52,129.052,2010.93,930.018,1137.55,2987.04,1595.54,958.457,1074.04,525.425,660.735,642.452,358.466,154.474,146.799,184.167,157.615,38.7856,59.4191,47.7335,52.2039,51.0472,313.353
"5658",1,1,2,1,1,1,2,2019,1,2019.5,"M","TIME",12477.3,10734.8,6419.54,3735.24,2238.31,1885.56,504.02,4708.03,1920.54,1184.43,106.898,1657.31,765.188,935.781,2456.85,1312.27,788.294,883.334,432.072,543.186,527.921,294.39,126.774,120.384,150.91,129.051,31.7324,48.578,38.9974,42.6221,297.268
"5660",1,1,2,1,1,1,2,2020,1,2020.5,"M","TIME",12079.1,10739.7,9234.96,5496.69,3172.24,1893.06,1593.51,425.22,3954.72,1600.25,977.6,87.6453,1355.83,625.896,765.315,2009.2,1073.19,644.678,722.338,353.239,443.904,431.196,240.296,103.406,98.1201,122.908,105.028,25.8071,39.4808,31.6747,275.839
"5662",1,1,2,1,1,1,2,2021,1,2021.5,"M","FORE",11470.1,10397,9244.07,7944.62,4709.64,2709.44,1616.51,1360.03,362.471,3359.99,1352.59,822.105,73.5177,1137.22,524.931,641.829,1685.01,900.034,540.649,605.726,296.166,372.097,361.341,201.302,86.5953,82.1399,102.855,87.8621,21.5822,33.0075,256.963
