"","Wt_name","Wt_index","Species","Sex","Yr","1","2","3","4","5","6","7","8","9","10"
"257","Pcod_bt_survey",8,1,0,1998,0.117584,0.517369,1.09497,1.78392,2.53599,3.40687,4.17703,4.93608,5.65428,6.95116
"269","Pcod_bt_survey",8,1,0,1999,0.178082,0.536598,1.14465,1.77448,2.55767,3.39571,4.28612,5.02917,5.73835,6.95387
"281","Pcod_bt_survey",8,1,0,2000,0.10627,0.654472,1.14864,1.8037,2.50807,3.3658,4.20918,5.05443,5.73679,6.89092
"293","Pcod_bt_survey",8,1,0,2001,0.111446,0.502898,1.28895,1.82145,2.56109,3.33941,4.21247,5.02073,5.80294,7.06262
"305","Pcod_bt_survey",8,1,0,2002,0.125385,0.511783,1.11317,1.9689,2.56796,3.37788,4.16469,4.99826,5.74334,7.08537
"317","Pcod_bt_survey",8,1,0,2003,0.103873,0.550461,1.13065,1.78338,2.75244,3.40568,4.22731,4.98221,5.75531,7.1395
"329","Pcod_bt_survey",8,1,0,2004,0.146202,0.499926,1.17885,1.80936,2.54956,3.61413,4.27214,5.0618,5.76403,7.06827
"341","Pcod_bt_survey",8,1,0,2005,0.114189,0.596543,1.11622,1.85541,2.56799,3.38419,4.45534,5.08068,5.81065,6.90138
"353","Pcod_bt_survey",8,1,0,2006,0.123684,0.532153,1.20911,1.74963,2.60169,3.39736,4.22921,5.25092,5.82704,7.01964
"365","Pcod_bt_survey",8,1,0,2007,0.109536,0.549724,1.11943,1.85186,2.49074,3.41531,4.20193,4.98715,5.91999,6.95825
"377","Pcod_bt_survey",8,1,0,2008,0.096131,0.51202,1.13385,1.73988,2.60008,3.28888,4.20429,4.94449,5.66222,6.97242
"389","Pcod_bt_survey",8,1,0,2009,0.0978759,0.470768,1.08715,1.74437,2.45211,3.37619,4.0529,4.91156,5.58438,6.56491
"401","Pcod_bt_survey",8,1,0,2010,0.0904526,0.486222,1.05927,1.71341,2.49276,3.27085,4.19422,4.8371,5.6292,6.57461
"413","Pcod_bt_survey",8,1,0,2011,0.138712,0.47225,1.08611,1.69751,2.48259,3.34931,4.13596,5.02169,5.61969,6.72627
"425","Pcod_bt_survey",8,1,0,2012,0.106269,0.582185,1.05409,1.70195,2.4222,3.28243,4.14345,4.88639,5.69702,6.74852
"437","Pcod_bt_survey",8,1,0,2013,0.0923244,0.500575,1.1627,1.65794,2.41624,3.20444,4.06007,4.87112,5.54956,6.66071
"449","Pcod_bt_survey",8,1,0,2014,0.0992564,0.470231,1.09007,1.80193,2.3898,3.23257,4.02673,4.84333,5.59196,6.50557
"461","Pcod_bt_survey",8,1,0,2015,0.12391,0.507417,1.08335,1.75606,2.62295,3.28376,4.15211,4.92603,5.69623,6.62221
"473","Pcod_bt_survey",8,1,0,2016,0.203975,0.581216,1.13598,1.76852,2.6003,3.57646,4.25511,5.1072,5.84248,6.76065
"485","Pcod_bt_survey",8,1,0,2017,0.177158,0.731701,1.19571,1.80463,2.57271,3.4949,4.47497,5.12556,5.92055,6.92679
"497","Pcod_bt_survey",8,1,0,2018,0.119958,0.67704,1.34565,1.86449,2.59668,3.44054,4.36372,5.29508,5.89582,6.90761
"509","Pcod_bt_survey",8,1,0,2019,0.142312,0.566444,1.30833,2.08318,2.7132,3.52497,4.38304,5.27615,6.14793,7.15093
"521","Pcod_bt_survey",8,1,0,2020,0.197861,0.60803,1.17617,2.00949,2.9278,3.59955,4.40926,5.22841,6.05546,7.21873
"533","Pcod_bt_survey",8,1,0,2021,0.100108,0.699123,1.1948,1.8085,2.78118,3.73508,4.38509,5.14155,5.8859,6.88993
"6","Pcod_ll_survey",9,1,0,1977,0.363551,0.87027,1.46149,2.05656,2.64127,3.23721,3.87495,4.57206,5.30231,7.22329
"18","Pcod_ll_survey",9,1,0,1978,0.363551,0.87027,1.46149,2.05656,2.64127,3.23721,3.87495,4.57206,5.30231,7.22329
"30","Pcod_ll_survey",9,1,0,1979,0.366593,0.873573,1.46648,2.06326,2.65019,3.2493,3.89172,4.59474,5.3307,6.99432
"42","Pcod_ll_survey",9,1,0,1980,0.388615,0.881831,1.47627,2.07665,2.66825,3.27408,3.92643,4.64192,5.38984,6.9556
"54","Pcod_ll_survey",9,1,0,1981,0.404012,0.920723,1.4975,2.10284,2.70382,3.32324,3.99573,4.73625,5.50761,7.03929
"66","Pcod_ll_survey",9,1,0,1982,0.452045,0.930173,1.52366,2.10183,2.70073,3.32025,3.99288,4.73379,5.50591,6.98189
"78","Pcod_ll_survey",9,1,0,1983,0.341207,0.991013,1.52828,2.12052,2.68864,3.30143,3.96745,4.70038,5.46543,6.73313
"90","Pcod_ll_survey",9,1,0,1984,0.400573,0.844653,1.60414,2.13765,2.72472,3.31129,3.97882,4.71687,5.48697,6.92346
"102","Pcod_ll_survey",9,1,0,1985,0.372578,0.922733,1.43476,2.20477,2.72883,3.33158,3.96383,4.69396,5.45962,7.09854
"114","Pcod_ll_survey",9,1,0,1986,0.36478,0.884329,1.52187,2.03218,2.79898,3.33649,3.98697,4.6786,5.43773,7.11368
"126","Pcod_ll_survey",9,1,0,1987,0.379103,0.880447,1.49004,2.13594,2.63874,3.44042,4.03035,4.7544,5.4847,6.51924
"138","Pcod_ll_survey",9,1,0,1988,0.416404,0.899369,1.4841,2.10116,2.7447,3.26234,4.14273,4.79567,5.55388,6.80773
"150","Pcod_ll_survey",9,1,0,1989,0.365866,0.938389,1.48738,2.0711,2.67586,3.33181,3.88146,4.82804,5.48832,6.8824
"162","Pcod_ll_survey",9,1,0,1990,0.334619,0.86457,1.52248,2.06431,2.63153,3.24016,3.93076,4.51633,5.47391,6.81419
"174","Pcod_ll_survey",9,1,0,1991,0.339727,0.824056,1.4464,2.10644,2.6333,3.20531,3.84809,4.5908,5.19527,6.58876
"186","Pcod_ll_survey",9,1,0,1992,0.356223,0.838221,1.41182,2.04407,2.69677,3.23388,3.8468,4.55242,5.33335,6.52941
"198","Pcod_ll_survey",9,1,0,1993,0.382603,0.862111,1.42883,2.01015,2.63438,3.30505,3.88278,4.55696,5.30201,6.7739
"210","Pcod_ll_survey",9,1,0,1994,0.359723,0.895225,1.45018,2.02025,2.58954,3.22446,3.94204,4.57034,5.2743,6.73857
"222","Pcod_ll_survey",9,1,0,1995,0.353226,0.858798,1.47971,2.03254,2.58746,3.16011,3.8297,4.60104,5.24728,6.45744
"234","Pcod_ll_survey",9,1,0,1996,0.337466,0.850626,1.44066,2.06404,2.60195,3.16042,3.76317,4.48565,5.28355,6.64534
"246","Pcod_ll_survey",9,1,0,1997,0.359131,0.832816,1.43837,2.03368,2.6468,3.19241,3.78632,4.44487,5.20759,6.6119
"258","Pcod_ll_survey",9,1,0,1998,0.373579,0.875422,1.43625,2.05571,2.64801,3.285,3.88212,4.55114,5.2675,6.63445
"270","Pcod_ll_survey",9,1,0,1999,0.459134,0.892689,1.48011,2.048,2.6639,3.27671,3.97387,4.64109,5.35729,6.63753
"282","Pcod_ll_survey",9,1,0,2000,0.355469,0.99785,1.48363,2.07182,2.62751,3.25453,3.90895,4.66575,5.35561,6.56622
"294","Pcod_ll_survey",9,1,0,2001,0.363861,0.862385,1.60722,2.08624,2.66641,3.23504,3.91171,4.63287,5.42682,6.76077
"306","Pcod_ll_survey",9,1,0,2002,0.385595,0.870394,1.45232,2.20457,2.67144,3.26348,3.87186,4.61105,5.36264,6.78656
"318","Pcod_ll_survey",9,1,0,2003,0.351517,0.905105,1.46774,2.05527,2.8061,3.28411,3.92416,4.59552,5.37549,6.84789
"330","Pcod_ll_survey",9,1,0,2004,0.416069,0.859703,1.51028,2.07642,2.65796,3.44104,3.962,4.67297,5.38488,6.76718
"342","Pcod_ll_survey",9,1,0,2005,0.368235,0.946251,1.45501,2.11372,2.67146,3.26815,4.12018,4.6915,5.43514,6.57806
"354","Pcod_ll_survey",9,1,0,2006,0.384713,0.880111,1.55071,2.05676,2.70982,3.28221,3.92688,4.86142,5.45294,6.71209
"366","Pcod_ll_survey",9,1,0,2007,0.362335,0.895536,1.4664,2.13903,2.63078,3.29542,3.90407,4.60062,5.55396,6.64252
"378","Pcod_ll_survey",9,1,0,2008,0.339801,0.862442,1.47998,2.04881,2.70868,3.20303,3.90604,4.55956,5.27603,6.65858
"390","Pcod_ll_survey",9,1,0,2009,0.342817,0.826163,1.43599,2.05247,2.60317,3.26668,3.78162,4.52808,5.1936,6.19818
"402","Pcod_ll_survey",9,1,0,2010,0.329789,0.839776,1.40974,2.0271,2.63222,3.18997,3.89764,4.45761,5.24098,6.20909
"414","Pcod_ll_survey",9,1,0,2011,0.407172,0.827471,1.43501,2.01399,2.62496,3.24701,3.84942,4.6341,5.2309,6.38001
"426","Pcod_ll_survey",9,1,0,2012,0.356972,0.924085,1.40486,2.01766,2.58177,3.19835,3.85559,4.50414,5.31313,6.40514
"438","Pcod_ll_survey",9,1,0,2013,0.333123,0.852393,1.50713,1.98112,2.57749,3.14208,3.78743,4.48968,5.15698,6.30603
"450","Pcod_ll_survey",9,1,0,2014,0.345185,0.82569,1.43874,2.09911,2.55852,3.16232,3.76048,4.46346,5.2016,6.13157
"462","Pcod_ll_survey",9,1,0,2015,0.385061,0.858402,1.43241,2.062,2.72494,3.19932,3.86273,4.54188,5.31229,6.26265
"474","Pcod_ll_survey",9,1,0,2016,0.49317,0.923231,1.48199,2.07212,2.70883,3.41546,3.94865,4.71788,5.46967,6.41885
"486","Pcod_ll_survey",9,1,0,2017,0.459755,1.05777,1.53814,2.10128,2.6892,3.35436,4.13816,4.73602,5.55457,6.60687
"498","Pcod_ll_survey",9,1,0,2018,0.378944,1.00837,1.67753,2.14905,2.70626,3.31403,4.04122,4.90619,5.52761,6.58516
"510","Pcod_ll_survey",9,1,0,2019,0.412376,0.910229,1.64314,2.31843,2.7891,3.3768,4.05789,4.88696,5.80483,6.86087
"522","Pcod_ll_survey",9,1,0,2020,0.485751,0.9469,1.5198,2.26216,2.94206,3.43289,4.08064,4.83872,5.70258,6.93766
"534","Pcod_ll_survey",9,1,0,2021,0.346638,1.02825,1.53729,2.10439,2.83746,3.5365,4.05967,4.75188,5.51682,6.56513
"2","Pcod_trawl_fishery",10,1,0,1977,0.246943,0.627004,1.10084,1.71701,2.49451,3.33382,4.16655,4.95746,5.68687,7.47148
"14","Pcod_trawl_fishery",10,1,0,1978,0.223295,0.610477,1.11145,1.73028,2.49821,3.33442,4.16664,4.95747,5.68688,7.47148
"26","Pcod_trawl_fishery",10,1,0,1979,0.240834,0.648419,1.17018,1.77923,2.52417,3.35368,4.18732,4.98111,5.71347,7.2688
"38","Pcod_trawl_fishery",10,1,0,1980,0.255643,0.680804,1.26467,1.91485,2.62585,3.41597,4.23709,5.03202,5.76923,7.23474
"50","Pcod_trawl_fishery",10,1,0,1981,0.305315,0.706381,1.16952,1.79077,2.5869,3.45179,4.31046,5.12576,5.87743,7.30854
"62","Pcod_trawl_fishery",10,1,0,1982,0.284689,0.652527,1.16583,1.78484,2.5824,3.44779,4.30713,5.12328,5.87587,7.25781
"74","Pcod_trawl_fishery",10,1,0,1983,0.267171,0.81796,1.28137,1.87205,2.58464,3.42587,4.27777,5.08952,5.83859,7.03821
"86","Pcod_trawl_fishery",10,1,0,1984,0.362816,0.695443,1.27198,1.82973,2.61518,3.43534,4.29054,5.10614,5.85843,7.20619
"98","Pcod_trawl_fishery",10,1,0,1985,0.214792,0.677871,1.17845,2.04838,2.69947,3.49086,4.28138,5.08522,5.83388,7.3611
"110","Pcod_trawl_fishery",10,1,0,1986,0.175649,0.551802,1.11793,1.67582,2.71995,3.46937,4.30013,5.06722,5.81297,7.37435
"122","Pcod_trawl_fishery",10,1,0,1987,0.254853,0.657568,1.19084,1.86227,2.5062,3.60989,4.35117,5.14411,5.85635,6.8494
"134","Pcod_trawl_fishery",10,1,0,1988,0.294908,0.697819,1.2257,1.85701,2.66704,3.37499,4.48064,5.18564,5.91994,7.10405
"146","Pcod_trawl_fishery",10,1,0,1989,0.176862,0.632191,1.16618,1.82806,2.59781,3.47927,4.17997,5.21869,5.85999,7.17004
"158","Pcod_trawl_fishery",10,1,0,1990,0.170753,0.617714,1.32954,2.01079,2.77051,3.56178,4.37302,4.9886,5.88674,7.12814
"170","Pcod_trawl_fishery",10,1,0,1991,0.174669,0.576351,1.23688,2.06688,2.77285,3.51901,4.28344,5.06069,5.63797,6.93328
"182","Pcod_trawl_fishery",10,1,0,1992,0.187503,0.590743,1.1952,1.98386,2.85656,3.5541,4.28204,5.02364,5.76183,6.88208
"194","Pcod_trawl_fishery",10,1,0,1993,0.208559,0.615187,1.21566,1.93877,2.77429,3.6407,4.32121,5.02802,5.73382,7.09326
"206","Pcod_trawl_fishery",10,1,0,1994,0.190261,0.649412,1.24145,1.95219,2.7148,3.54255,4.38514,5.04096,5.70901,7.0627
"218","Pcod_trawl_fishery",10,1,0,1995,0.185152,0.611784,1.27729,1.96852,2.71202,3.46313,4.26332,5.07054,5.68477,6.82
"230","Pcod_trawl_fishery",10,1,0,1996,0.172933,0.603409,1.22994,2.01042,2.73129,3.46351,4.18988,4.95868,5.7173,6.98213
"242","Pcod_trawl_fishery",10,1,0,1997,0.189794,0.585242,1.22717,1.97005,2.79071,3.5031,4.21554,4.91868,5.64907,6.95326
"254","Pcod_trawl_fishery",10,1,0,1998,0.201288,0.628897,1.22462,1.99934,2.79231,3.61641,4.3205,5.0224,5.70291,6.97273
"266","Pcod_trawl_fishery",10,1,0,1999,0.272662,0.646776,1.27777,1.98908,2.81329,3.60635,4.41917,5.10894,5.78317,6.97539
"278","Pcod_trawl_fishery",10,1,0,2000,0.186911,0.75785,1.28205,2.02077,2.76519,3.57935,4.34954,5.13248,5.78168,6.91383
"290","Pcod_trawl_fishery",10,1,0,2001,0.193537,0.615469,1.4342,2.03998,2.81659,3.55551,4.35252,5.10108,5.84501,7.0819
"302","Pcod_trawl_fishery",10,1,0,2002,0.210984,0.62371,1.24404,2.19768,2.82323,3.59026,4.30935,5.08016,5.78795,7.10421
"314","Pcod_trawl_fishery",10,1,0,2003,0.183814,0.659698,1.26274,1.99876,2.99924,3.61534,4.36593,5.06524,5.79939,7.15733
"326","Pcod_trawl_fishery",10,1,0,2004,0.236083,0.612713,1.31459,2.0269,2.80545,3.80295,4.40651,5.13936,5.80774,7.08745
"338","Pcod_trawl_fishery",10,1,0,2005,0.196848,0.724707,1.3091,2.21635,3.05019,3.91488,4.96355,5.56211,6.23932,7.28409
"350","Pcod_trawl_fishery",10,1,0,2006,0.210418,0.652012,1.43437,2.13388,3.10554,3.93338,4.75406,5.71703,6.25409,7.38852
"362","Pcod_trawl_fishery",10,1,0,2007,0.17344,0.61174,1.21386,2.06975,2.74364,3.62803,4.35679,5.08638,5.97028,6.98862
"374","Pcod_trawl_fishery",10,1,0,2008,0.156741,0.578068,1.23046,1.94701,2.84952,3.51209,4.35894,5.0468,5.72487,7.00241
"386","Pcod_trawl_fishery",10,1,0,2009,0.158945,0.541679,1.17688,1.95199,2.7059,3.5922,4.22108,5.01628,5.65117,6.60764
"398","Pcod_trawl_fishery",10,1,0,2010,0.149506,0.555267,1.14516,1.91756,2.7456,3.49551,4.34975,4.9474,5.69359,6.617
"410","Pcod_trawl_fishery",10,1,0,2011,0.208115,0.54298,1.17569,1.89979,2.73569,3.56756,4.29667,5.11846,5.68458,6.76351
"422","Pcod_trawl_fishery",10,1,0,2012,0.169417,0.641138,1.13928,1.90477,2.67656,3.50616,4.3035,4.99297,5.75789,6.78504
"434","Pcod_trawl_fishery",10,1,0,2013,0.151902,0.567932,1.26377,1.85533,2.6707,3.43439,4.2276,4.97885,5.61827,6.7001
"446","Pcod_trawl_fishery",10,1,0,2014,0.160682,0.541208,1.18021,2.01538,2.64464,3.4603,4.19727,4.95315,5.65835,6.55049
"458","Pcod_trawl_fishery",10,1,0,2015,0.190792,0.573988,1.17254,1.96492,2.87151,3.50738,4.31139,5.02968,5.75714,6.66292
"470","Pcod_trawl_fishery",10,1,0,2016,0.278997,0.640255,1.23291,1.97868,2.84973,3.77536,4.40529,5.19808,5.89628,6.79679
"482","Pcod_trawl_fishery",10,1,0,2017,0.246705,0.770609,1.28089,1.98473,2.77576,3.64487,4.55696,5.1758,5.94517,6.94111
"494","Pcod_trawl_fishery",10,1,0,2018,0.18277,0.718171,1.4536,2.04895,2.79862,3.59511,4.45335,5.3378,5.9211,6.92223
"506","Pcod_trawl_fishery",10,1,0,2019,0.208602,0.616547,1.41059,2.27702,2.90901,3.67241,4.47131,5.31966,6.16716,7.16223
"518","Pcod_trawl_fishery",10,1,0,2020,0.268278,0.654101,1.2585,2.20126,3.10989,3.74072,4.49571,5.27398,6.07674,7.22924
"530","Pcod_trawl_fishery",10,1,0,2021,0.158776,0.739171,1.27985,1.98891,2.97295,3.86494,4.47321,5.19105,5.91146,6.90482
"3","Pcod_longline_fishery",11,1,0,1977,0.268289,0.72919,1.3219,1.96157,2.64024,3.39134,4.18492,4.96302,5.68863,7.47171
"15","Pcod_longline_fishery",11,1,0,1978,0.269226,0.709709,1.26116,1.86359,2.55816,3.35118,4.1705,4.95836,5.6871,7.4715
"27","Pcod_longline_fishery",11,1,0,1979,0.286975,0.736216,1.29075,1.88989,2.57919,3.37043,4.19141,4.98209,5.71372,7.26883
"39","Pcod_longline_fishery",11,1,0,1980,0.228197,0.648124,1.25701,1.95535,2.68897,3.46025,4.25786,5.04023,5.77239,7.23557
"51","Pcod_longline_fishery",11,1,0,1981,0.394874,0.836149,1.30375,1.86887,2.60865,3.45562,4.31106,5.12586,5.87744,7.30854
"63","Pcod_longline_fishery",11,1,0,1982,0.36439,0.77046,1.29041,1.86309,2.60641,3.45243,4.30791,5.12341,5.87589,7.2578
"75","Pcod_longline_fishery",11,1,0,1983,0.364633,0.927228,1.35765,1.90432,2.59351,3.42745,4.27801,5.08956,5.83859,7.0382
"87","Pcod_longline_fishery",11,1,0,1984,0.276656,0.669842,1.45451,2.05296,2.7551,3.49551,4.31045,5.11229,5.8604,7.20678
"99","Pcod_longline_fishery",11,1,0,1985,0.187307,0.660568,1.21567,2.23487,2.98213,3.80784,4.57126,5.318,6.00784,7.4568
"111","Pcod_longline_fishery",11,1,0,1986,0.193363,0.642216,1.34761,2.00607,3.06233,3.77091,4.52895,5.22699,5.91609,7.4184
"123","Pcod_longline_fishery",11,1,0,1987,0.279178,0.733469,1.34378,2.04111,2.62877,3.64339,4.36292,5.14753,5.85745,6.84999
"135","Pcod_longline_fishery",11,1,0,1988,0.336928,0.779281,1.3476,1.98446,2.73587,3.40421,4.48571,5.18724,5.9204,7.10422
"147","Pcod_longline_fishery",11,1,0,1989,0.264282,0.78484,1.33195,1.95755,2.66622,3.50301,4.18905,5.22041,5.86062,7.17023
"159","Pcod_longline_fishery",11,1,0,1990,0.23259,0.727924,1.43977,2.0785,2.76549,3.50159,4.30578,4.93518,5.85768,7.11401
"171","Pcod_longline_fishery",11,1,0,1991,0.237079,0.685706,1.35197,2.12923,2.7676,3.46051,4.21476,5.00953,5.60223,6.91637
"183","Pcod_longline_fishery",11,1,0,1992,0.251711,0.700428,1.31229,2.05411,2.84351,3.4942,4.21334,4.97132,5.72951,6.86437
"195","Pcod_longline_fishery",11,1,0,1993,0.27548,0.725352,1.33178,2.01324,2.7689,3.57783,4.2531,4.97584,5.70074,7.07867
"207","Pcod_longline_fishery",11,1,0,1994,0.25484,0.760093,1.35632,2.02541,2.71516,3.4831,4.31812,4.98918,5.67525,7.04768
"219","Pcod_longline_fishery",11,1,0,1995,0.249038,0.721889,1.39033,2.04021,2.71266,3.40708,4.19437,5.0197,5.65034,6.80129
"231","Pcod_longline_fishery",11,1,0,1996,0.23509,0.713355,1.34537,2.07817,2.73005,3.40745,4.12014,4.90433,5.68377,6.96596
"243","Pcod_longline_fishery",11,1,0,1997,0.25431,0.694805,1.34273,2.0416,2.78377,3.44527,4.14604,4.86309,5.61364,6.93666
"255","Pcod_longline_fishery",11,1,0,1998,0.267303,0.73929,1.34031,2.06814,2.78522,3.55431,4.25237,4.97004,5.66899,6.95642
"267","Pcod_longline_fishery",11,1,0,1999,0.34639,0.757424,1.39079,2.05885,2.80423,3.54458,4.35281,5.05931,5.75143,6.95911
"279","Pcod_longline_fishery",11,1,0,2000,0.251038,0.86908,1.39485,2.08754,2.76067,3.51851,4.28189,5.0836,5.74989,6.89662
"291","Pcod_longline_fishery",11,1,0,2001,0.25855,0.725639,1.53829,2.10492,2.80722,3.49556,4.28491,5.0512,5.81488,7.06715
"303","Pcod_longline_fishery",11,1,0,2002,0.278201,0.734021,1.35878,2.24729,2.81324,3.52904,4.24105,5.02962,5.75633,7.08977
"315","Pcod_longline_fishery",11,1,0,2003,0.247517,0.7705,1.37653,2.06761,2.97382,3.55327,4.29856,5.01423,5.76807,7.14358
"327","Pcod_longline_fishery",11,1,0,2004,0.306169,0.722834,1.42564,2.09308,2.79712,3.73631,4.33989,5.09069,5.77665,7.07277
"339","Pcod_longline_fishery",11,1,0,2005,0.262267,0.802631,1.33285,2.08012,2.7411,3.47473,4.4816,5.09271,5.81507,6.90341
"351","Pcod_longline_fishery",11,1,0,2006,0.276999,0.734426,1.44009,2.01354,2.78718,3.49183,4.26646,5.26033,5.83141,7.02136
"363","Pcod_longline_fishery",11,1,0,2007,0.243142,0.738399,1.35458,2.16183,2.77051,3.57984,4.28769,5.02614,5.9331,6.96509
"375","Pcod_longline_fishery",11,1,0,2008,0.223562,0.703675,1.37046,2.05068,2.86522,3.47096,4.28984,4.98555,5.68075,6.97913
"387","Pcod_longline_fishery",11,1,0,2009,0.22616,0.665908,1.31912,2.0552,2.73683,3.54607,4.15277,4.95427,5.60489,6.57612
"399","Pcod_longline_fishery",11,1,0,2010,0.214998,0.680041,1.28862,2.02393,2.77226,3.45548,4.28067,4.88375,5.64855,6.5857
"411","Pcod_longline_fishery",11,1,0,2011,0.283105,0.667263,1.31798,2.00777,2.76341,3.52291,4.22778,5.05907,5.63928,6.73545
"423","Pcod_longline_fishery",11,1,0,2012,0.238447,0.768555,1.28296,2.0123,2.71067,3.46542,4.23456,4.93039,5.71472,6.75744
"435","Pcod_longline_fishery",11,1,0,2013,0.21784,0.693182,1.40226,1.96728,2.70544,3.39861,4.15922,4.91593,5.57103,6.67067
"447","Pcod_longline_fishery",11,1,0,2014,0.228205,0.665417,1.32232,2.11266,2.68222,3.42268,4.12923,4.88963,5.61228,6.51764
"459","Pcod_longline_fishery",11,1,0,2015,0.263248,0.699453,1.31496,2.06694,2.88493,3.46656,4.24242,4.968,5.71394,6.63266
"471","Pcod_longline_fishery",11,1,0,2016,0.362574,0.76765,1.3728,2.07941,2.8654,3.71985,4.3362,5.14085,5.85705,6.76944
"483","Pcod_longline_fishery",11,1,0,2017,0.356497,0.947454,1.47179,2.13236,2.83723,3.63433,4.5277,5.15131,5.93015,6.93194
"495","Pcod_longline_fishery",11,1,0,2018,0.28085,0.894291,1.6333,2.18926,2.85744,3.5873,4.42408,5.3155,5.90578,6.9129
"507","Pcod_longline_fishery",11,1,0,2019,0.311816,0.789802,1.5933,2.39043,2.95541,3.66044,4.44201,5.29711,6.15478,7.15473
"519","Pcod_longline_fishery",11,1,0,2020,0.381352,0.828658,1.45066,2.32372,3.13572,3.7255,4.4664,5.2508,6.06333,7.22219
"531","Pcod_longline_fishery",11,1,0,2021,0.251482,0.915639,1.47081,2.13607,3.01249,3.84482,4.44391,5.16675,5.89601,6.89535
"4","Pcod_pot_fishery",12,1,0,1977,0.316886,0.829011,1.47197,2.1488,2.80462,3.43229,4.06463,4.73428,5.43046,7.29366
"16","Pcod_pot_fishery",12,1,0,1978,0.316886,0.829011,1.47197,2.1488,2.80462,3.43229,4.06463,4.73428,5.43046,7.29366
"28","Pcod_pot_fishery",12,1,0,1979,0.319868,0.832522,1.47754,2.15638,2.8142,3.44441,4.08071,4.75568,5.45731,7.07326
"40","Pcod_pot_fishery",12,1,0,1980,0.341545,0.841304,1.48849,2.17152,2.83359,3.46922,4.11392,4.80019,5.51326,7.03605
"52","Pcod_pot_fishery",12,1,0,1981,0.356783,0.882748,1.51223,2.2011,2.87162,3.51825,4.1801,4.88914,5.62481,7.11648
"64","Pcod_pot_fishery",12,1,0,1982,0.404672,0.892839,1.54152,2.19996,2.86832,3.51527,4.17738,4.88682,5.62321,7.06131
"76","Pcod_pot_fishery",12,1,0,1983,0.295085,0.957996,1.54671,2.22103,2.85541,3.49653,4.15312,4.85531,5.58484,6.82274
"88","Pcod_pot_fishery",12,1,0,1984,0.353374,0.801821,1.63183,2.24033,2.89389,3.50635,4.16397,4.87086,5.60525,7.00519
