ATM1_M,ATM1_F,ATM1_U,ATM2_M,ATM2_F,ATM3
0.00057942,0.05346764,0.05670423,0.00221303,0.07434404,0.016
0.00017552,0.04324354,0.04795688,0.00077812,0.06636992,0.027
4.73E-05,0.03352133,0.03908961,0.00024317,0.05678922,0.043
1.13E-05,0.02490525,0.03070763,6.75E-05,0.04657265,0.061
2.40E-06,0.01773496,0.02324906,1.67E-05,0.0366072,0.081
4.50E-07,0.01210428,0.01696437,3.66E-06,0.02757859,0.098
8.00E-08,0.00791803,0.01193008,7.10E-07,0.01991346,0.11
0,0.0116,0.0213,0,0.0367,0.546
2.21E-05,0.00024698,0.0004283,3.13E-06,3.74E-05,0
6.99E-05,0.00027365,0.00040787,1.19E-05,4.90E-05,0
0.00024975,0.0005345,0.00074172,4.91E-05,0.00010548,0
0.00079424,0.00100123,0.00130074,0.00018111,0.00021779,0
0.00224643,0.00179868,0.00219974,0.00059381,0.00043124,0
0.00565111,0.00309889,0.00358744,0.00173167,0.00081892,0
0.01264385,0.00512028,0.00564192,0.00449157,0.00149145,0
0.02516128,0.00811363,0.00855653,0.01036188,0.00260502,0
0.04453469,0.01233021,0.012514,0.02126116,0.00436365,0
0.07010994,0.0179705,0.0176491,0.03880112,0.0070101,0
0.09817005,0.02511794,0.0240036,0.06298168,0.01080021,0
0.12226401,0.03366993,0.03148172,0.09092904,0.01595782,0
0.13543776,0.04328476,0.03981706,0.11676483,0.02261248,0
0.13344522,0.05336572,0.04856342,0.13336472,0.03072958,0
0.11694678,0.06309928,0.05711875,0.13548558,0.04004969,0
0.091158,0.07155187,0.06478539,0.12242424,0.05005837,0
0.06320058,0.07781303,0.07086036,0.09839251,0.0600053,0
0.0389731,0.08115557,0.07474078,0.07033598,0.06898228,0
0.02137586,0.0811744,0.07602268,0.04472111,0.0760535,0
0.01042782,0.0778672,0.07456839,0.02529076,0.08041457,0.001
0.0045245,0.07163492,0.07053386,0.01272099,0.08154311,0.002
0.00174602,0.06320183,0.06433813,0.00569099,0.07929983,0.005
0.00059928,0.05347727,0.05659358,0.00226445,0.07395951,0.01
0.00018293,0.04339537,0.04800593,0.0008014,0.06615294,0.017
4.97E-05,0.03377163,0.0392692,0.00025226,0.05674643,0.029
1.20E-05,0.0252055,0.03097693,7.06E-05,0.04668347,0.043
2.58E-06,0.01804151,0.02356424,1.76E-05,0.0368318,0.061
4.90E-07,0.01238468,0.01728608,3.90E-06,0.02786876,0.08
8.00E-08,0.00815326,0.01222834,7.70E-07,0.02022303,0.096
0,0.0121,0.0222,0,0.0379,0.655
