"Year","R_admb","R_rce","SSB_admb","SSB_rce","Bio_admb","Bio_rce","F_admb","F_rce","R_pdiff","SSB_pdiff","Bio_pdiff"
1978,57.2009,29.9336562622876,35661.5,39352.5732455464,126626,136299.948884515,0.105488,0.0789554168060222,-47.6692564937132,10.3503028351202,7.63978083846486
1979,44.0091,49.2204515441212,36494.4,41033.3128093805,128621,136617.540910506,0.108829,0.080960165211974,11.8415317380296,12.437285746253,6.21713476843249
1980,38.8238,35.6860031604771,37003.9,42081.2315924729,130498,136330.748159735,0.144388,0.107134961492133,-8.08214765046928,13.7210715423858,4.46960731944923
1981,40.2978,35.0912314135236,36256,41531.3403858884,129979,133396.072472425,0.145564,0.108201232790701,-12.9202303512262,14.5502548154469,2.62894196172081
1982,51.4019,34.4080963793782,35475.4,40505.8671048089,130373,130763.813456846,0.0746566,0.0563149963767295,-33.0606526619089,14.180156121732,0.299765639239613
1983,52.3964,46.3972205997791,36891,41216.5450754246,136648,133959.115456124,0.0367387,0.0285564884076843,-11.4496022631724,11.7252041837431,-1.96774526072527
1984,56.1225,52.7465925915079,39698.7,42914.2902790022,146263,140567.039599557,0.033002,0.0265586459661825,-6.01524773217887,8.09998886362062,-3.89432761562588
1985,81.451,63.6551477619138,42960.1,44777.700541242,157615,148471.758114037,0.00879938,0.00726351666451303,-21.8485374496154,4.23090388812408,-5.80099729465041
1986,122.93,102.89768807025,47384.7,47703.7909469695,174438,161347.534942748,0.022287,0.018863417279727,-16.2957064424875,0.67340501674491,-7.50436548071612
1987,112.579,156.41440293824,51524.9,50383.5102633443,192890,178121.553280171,0.0427886,0.0370052993964772,38.9374598621769,-2.21521970281501,-7.65640868880123
1988,174.935,140.745234910739,54928.9,52435.7531855023,214782,197362.356074069,0.0779482,0.0685367420829132,-19.5442679219489,-4.53886171850827,-8.11038351720852
1989,136.352,179.032345318347,57005.1,53238.2804882,236373,218843.937346053,0.105019,0.0927650293865102,31.3015909692171,-6.60786405391802,-7.41584811037919
1990,110.139,180.167699829465,58414.9,53501.4864179951,257038,242865.833846133,0.112169,0.0992229064364271,63.5821097244984,-8.41123340449931,-5.51364629115812
1991,56.2979,243.706363640764,60513.4,54626.6450470753,275530,273563.549570219,0.0515514,0.044424521290336,332.88713014298,-9.72801884033069,-0.713697394033619
1992,66.6493,46.039170633392,66892.4,60212.7271350505,299129,309791.933196034,0.0449515,0.0379519579431505,-30.9232495564214,-9.98569772492759,3.56466046288861
1993,66.5999,83.6261416803032,75381.7,68451.1846634627,319979,344910.83141625,0.012104,0.00997177952240904,25.5649658337373,-9.19389631241713,7.79170864845822
1994,78.3504,115.82737857355,87557.6,81178.9136126431,342889,382888.481011987,0.00917083,0.00742290266245292,47.8325299852328,-7.28513160177634,11.6654313821635
1995,62.4547,121.483912178248,101325,96961.5808079593,362747,418725.243332719,0.0250207,0.0197679799359216,94.5152441341458,-4.30635992306013,15.4317591414178
1996,148.484,85.4721232588078,113945,113719.957020382,379342,446434.697117127,0.040028,0.0255229469797298,-42.4368125462624,-0.197501408239165,17.6865986674629
1997,157.656,260.303172089128,124314,130539.538898327,394928,475199.253890916,0.042316,0.0266647162550142,65.1083194354342,5.00791455373233,20.3255413368805
1998,94.3233,247.124525883756,132042,146345.140115287,409182,506579.236778642,0.0379415,0.0235580522869859,161.997328214509,10.8322655785939,23.8029133194133
1999,119.183,109.754305896044,137775,160425.864388689,425159,537621.903241574,0.0438923,0.0266568708640516,-7.91110653696911,16.4404749691082,26.4519634399305
2000,240.915,183.941037513182,141246,171380.379797334,445523,568926.813637974,0.0425235,0.0248068840484653,-23.6489892646029,21.3346783606853,27.6986403929705
2001,147.761,326.725436897175,144340,180652.870150805,468228,607621.398278893,0.0455754,0.0252416502938471,121.117505226125,25.1578704107002,29.7704106287734
2002,233.444,192.438986568127,147719,189260.27042788,496209,646749.422616544,0.0495199,0.0257628257517315,-17.565246239729,28.1218194192216,30.3381080586092
2003,125.397,326.148949816732,152123,198585.956585415,523682,692068.22500663,0.0450695,0.0221316247985112,160.09310415459,30.5430188632981,32.1542892455021
2004,187.335,144.960027924606,158742,210343.798176342,554661,736488.775485241,0.0469795,0.0221142672011901,-22.6198906106142,32.50670785069,32.7817848172562
2005,74.4358,243.190827818835,166805,224059.934907889,581134,781892.397148034,0.0433513,0.0199698709756093,226.712183947556,34.3244716332777,34.5459734154316
2006,125.045,84.1163526258896,176684,239728.219808629,605793,820804.398020865,0.0493277,0.0224841604636992,-32.7311346907996,35.6819065725414,35.4925524099593
2007,89.4461,159.238128015805,187219,255860.316910422,623332,852958.025513222,0.0376069,0.0199997115657816,78.0269100785889,36.6636489407709,36.8384786138401
2008,196.271,84.6062407495623,199111,273441.915341263,641723,877141.982079374,0.0342966,0.0180290456475482,-56.8931524526994,37.3313957246273,36.6854518350401
2009,142.782,165.205240027433,211678,291977.267386167,658779,897075.901023057,0.0338839,0.0177860302700735,15.7045286012473,37.9346306116684,36.1725102079843
2010,225.349,189.539310176052,223326,309893.760668008,678034,913261.793271431,0.0389986,0.0205600924162805,-15.8907693506285,38.7629566947012,34.6926250411382
2011,82.8897,241.028517685896,232136,324781.665175682,691377,927261.085364246,0.0342804,0.0183010202341201,190.782229500041,39.9100808042191,34.1180116440445
2012,184.512,88.6315371667378,239425,336964.985639707,707543,937698.411271974,0.0348721,0.0189349256428729,-51.9643507377635,40.7392651726875,32.5288231629702
2013,68.7672,217.205926937034,244614,345084.057561276,718624,948705.334066325,0.0301097,0.0166800996996456,215.856872080052,41.0728975288724,32.0169287508246
2014,180.151,48.1624072774992,249645,350508.120350771,731928,954856.921838378,0.0394779,0.0222743559542907,-73.2655343142702,40.4026198605103,30.4577665888417
2015,123.656,240.709196351136,252799,351690.6100421,738449,958698.857811982,0.0411781,0.0234869018357261,94.6603451115485,39.1186713721573,29.8260079994667
2016,117.212,145.527472053499,256097,351561.399089924,742026,959410.520155087,0.0501277,0.0288042631119098,24.1574856273237,37.2766565363608,29.2960785949666
2017,65.1375,138.916563392527,257897,349799.910743266,737153,954516.781797094,0.0520614,0.0300806613542702,113.266648846712,35.6355098133232,29.486929008916
2018,195.481,40.2538761839686,258994,348063.998532981,733053,943047.961916985,0.0540998,0.0314163893919648,-79.4077807132312,34.3907575206303,28.6466274494457
2019,129.606,269.041426878591,258829,345872.685255059,727186,934950.571176241,0.0561781,0.0324909448893322,107.584083204937,33.6298039458713,28.5710356327323
2020,78.5175,109.905303740249,257285,342862.179900314,718365,923811.029081619,0.0561619,0.0324883574417995,39.9755516161985,33.2616281168021,28.5991145283552
2021,74.1636,53.8232842745718,254993,339305.721642781,707352,909270.969431094,0.0657038,0.0378779283927981,-27.4262788287357,33.0647200679158,28.5457550740075
2022,85.8663,75.7014311886324,250334,333637.561431459,690301,887660.187543304,0.0685806,0.0397209783643357,-11.8380188867666,33.276966545279,28.5903087991042
2023,85.7337,100.109259516674,234352,327198.573662482,670712,862821.338107818,0.0727786,0.0421072579642197,16.7676882214036,39.6184259841954,28.6425974349375
