"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","Species"
"22",0.015976383,0.05930588,0.168347676,0.376762293,0.457877615,0.530916157,0.659494974,0.708622192,0.783874845,0.956779472,1.183995146,1.213615003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"23",0.01975046,0.061787148,0.128724555,0.373549915,0.535356909,0.617633322,0.773776635,0.820595866,0.854578705,0.94804612,1.102583112,1.200962812,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"24",0.018974645,0.075984509,0.223451874,0.392543502,0.533105228,0.646182731,0.80956596,0.942741126,0.896656389,0.963267611,1.047190748,1.094190758,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"25",0.023752215,0.082847248,0.23668955,0.434996415,0.567053032,0.672459501,0.733660179,0.832175897,0.884492856,0.961303653,0.990642829,1.028978055,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"26",0.025518523,0.079377828,0.209686119,0.476299368,0.554839651,0.679600029,0.76519576,0.793279164,0.941250991,0.962616242,1.057853428,1.051911909,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"27",0.022624446,0.06922962,0.213007049,0.403441401,0.516896768,0.608793965,0.702835715,0.815650588,0.887663592,0.959923547,1.07211508,1.112198488,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"28",0.023415582,0.072885976,0.166043699,0.363608103,0.51750097,0.607355501,0.720908628,0.806710782,0.909563033,1.0475033,1.274168228,1.208565298,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"29",0.021177188,0.079321536,0.279545086,0.421734933,0.547199799,0.671982443,0.782308151,0.843698807,0.924544866,1.098189805,1.131498973,1.111795124,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"30",0.024352901,0.054169203,0.186069039,0.416219259,0.522908216,0.642144932,0.75550001,0.859948821,0.924212637,1.075714269,1.216563624,1.205808507,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"31",0.019968779,0.078156875,0.165215057,0.407635685,0.571559982,0.669170666,0.884058069,1.009000445,0.954958914,1.118832272,1.191980656,1.440182703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"32",0.024813354,0.070297876,0.2367219,0.402367095,0.549263493,0.679259738,0.893518288,0.982130899,1.032776434,1.123317001,1.167528835,1.257630391,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"33",0.023951051,0.086448631,0.168627943,0.425135224,0.539185123,0.646724946,0.933160646,1.006178964,1.107565625,1.113523609,1.242600434,1.304195967,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"34",0.021400824,0.069283369,0.203942059,0.358158972,0.533306122,0.67074633,0.807299177,0.947958828,1.212275369,1.237044654,1.322109673,1.359940644,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"35",0.02295923,0.062831708,0.166775072,0.419922414,0.491757416,0.623368006,0.833614313,0.976261691,1.079108862,1.234830973,1.318714321,1.365525011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"36",0.02276959,0.08103913,0.162033982,0.352905444,0.47391159,0.60393346,0.657315305,0.895465269,0.986501039,1.114551675,1.400877888,1.349810006,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"37",0.022663922,0.076370721,0.20628749,0.388882172,0.574370838,0.62703836,0.805764052,0.94094099,1.045938443,1.065510102,1.30555602,1.609914487,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"38",0.023560587,0.070773268,0.19847348,0.436322278,0.506333731,0.618931325,0.698561299,0.782161587,0.844000541,0.927961178,1.102081225,1.485101134,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"39",0.025182262,0.181323803,0.405171021,0.49694748,0.563674582,0.668715635,0.759104151,0.844249481,1.043651884,1.123596228,1.2891474,1.264327025,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"40",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"41",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"42",0.03835792,0.2449184,0.7029467,1.426717,2.387037,3.533477,4.809341,6.160511,7.539961,8.909496,10.23985,12.20219,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"43",0.03886404,0.2609778,0.7723304,1.602268,2.72659,4.091897,5.63351,7.28685,8.993806,10.70566,12.38387,14.88881,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"44",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"45",0.03819151,0.240171,0.6829754,1.377042,2.292166,3.37902,4.583268,5.853721,7.146363,8.425791,9.665151,11.48672,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"46",0.0380086,0.2351993,0.6623225,1.326083,2.195424,3.22226,4.354719,5.544595,6.750893,7.940986,9.090402,10.77334,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"47",0.037843,0.2308979,0.644669,1.282862,2.113844,3.090671,4.16359,5.286901,6.422123,7.538909,8.614727,10.18465,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"48",0.03824615,0.2417048,0.6894011,1.392982,2.322549,3.428408,4.655462,5.951584,7.271798,8.579816,9.848017,11.71415,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"49",0.03795317,0.2337394,0.6563084,1.311324,2.167516,3.177182,4.289169,5.456129,6.637933,7.802739,8.926744,10.57062,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"50",0.03822256,0.2410397,0.6866114,1.386056,2.309342,3.40693,4.624055,5.908998,7.217201,8.512759,9.768389,11.61509,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"51",0.03808449,0.2372327,0.6707369,1.346793,2.23467,3.285762,4.447191,5.669542,6.910601,8.136623,9.322179,11.06076,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"52",0.03807892,0.2370819,0.6701114,1.345251,2.231745,3.281024,4.440286,5.660206,6.898661,8.12199,9.304836,11.03924,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"53",0.0378873,0.2320311,0.6493005,1.294171,2.135147,3.124979,4.213356,5.353926,6.507553,7.643302,8.738139,10.33723,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"54",0.03684569,0.208143,0.5545821,1.067304,1.713808,2.453995,3.24895,4.065098,4.875664,5.660643,6.406075,7.474006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"55",0.03788583,0.2319934,0.649146,1.293793,2.134435,3.123832,4.211692,5.351684,6.504695,7.639808,8.734008,10.33212,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"56",0.03788926,0.2320815,0.649507,1.294676,2.136098,3.126512,4.215581,5.356924,6.511376,7.647975,8.743664,10.34407,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"57",0.03826787,0.2423213,0.6919908,1.399417,2.334832,3.448395,4.684703,5.991251,7.322673,8.64232,9.922261,11.80655,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"58",0.03814909,0.2389959,0.6780698,1.364899,2.269061,3.341511,4.528498,5.779546,7.051365,8.309222,9.526838,11.31485,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"59",0.03883697,0.2600459,0.7682267,1.591759,2.706081,4.057931,5.583089,7.217604,8.904049,10.59437,12.2506,14.72105,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"60",0.03737417,0.2195993,0.5992463,1.173113,1.908704,2.762334,3.68972,4.651428,5.615113,6.555918,7.455906,8.757497,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"61",0.0375744,0.224278,0.6178895,1.217901,1.992064,2.895304,3.881091,4.907455,5.939588,6.950447,7.920278,9.328159,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"62",0.03749308,0.2223532,0.6101915,1.199363,1.957501,2.840096,3.801545,4.80093,5.804472,6.786042,7.726646,9.089999,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"63",0.03723262,0.2164107,0.5866747,1.143116,1.853156,2.674083,3.563129,4.482541,5.401588,6.296836,7.151519,8.384386,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"64",0.03813073,0.2384918,0.6759697,1.359708,2.259194,3.325506,4.505143,5.747935,7.0109,8.259589,9.46797,11.24173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"65",0.03768883,0.2270474,0.6290356,1.24485,2.04246,2.975995,3.997582,5.06371,6.138062,7.192245,8.20537,9.679338,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"66",0.03830722,0.2434478,0.6967341,1.411222,2.357387,3.485127,4.73848,6.064245,7.416339,8.757448,10.05907,11.9769,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"67",0.03781718,0.230243,0.6419987,1.276352,2.101593,3.07096,4.135018,5.248445,6.373133,7.479073,8.544018,10.09728,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"68",0.03860875,0.2525386,0.7355169,1.508556,2.544519,3.791407,5.188727,6.677503,8.205623,9.730112,11.21752,13.42401,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"69",0.03864284,0.2536226,0.7402016,1.520411,2.567449,3.829118,5.244386,6.753568,8.303804,9.851409,11.3623,13.60543,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"70",0.03890911,0.2625516,0.7792825,1.620107,2.761454,4.149707,5.719409,7.404914,9.146949,10.89568,12.61154,15.17558,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"71",0.03926501,0.2760715,0.840139,1.778145,3.073085,4.670103,6.497199,8.479259,10.54646,12.63861,14.70674,17.82692,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"72",0.03855783,0.2509421,0.7286407,1.491194,2.510988,3.736332,5.107527,6.566631,8.062624,9.553563,11.0069,13.16032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"73",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"74",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"75",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"76",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"77",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"78",0.03807593,0.2370012,0.6697768,1.344427,2.230181,3.278491,4.436595,5.655216,6.89228,8.11417,9.295568,11.02774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"79",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"80",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"81",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"82",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"83",0.0132449,0.06397993,0.1673963,0.3249681,0.5305165,0.775014,1.049188,1.344533,1.653538,1.96965,2.287195,2.601324,2.907992,3.203929,3.486613,3.754209,4.005508,4.239842,4.456997,4.657128,4.841196,3
"84",0.01329546,0.06360747,0.1653755,0.3195553,0.519779,0.7570716,1.02235,1.307361,1.604871,1.908606,2.21316,2.513938,2.807123,3.089648,3.359162,3.613973,3.852984,4.075608,4.28169,4.471421,4.64575,3
"85",0.01321826,0.06417197,0.1684496,0.3278042,0.5361626,0.7844749,1.063372,1.364215,1.679349,2.002071,2.326562,2.647842,2.961739,3.264877,3.554637,3.829111,4.087027,4.327671,4.550798,4.756542,4.945872,3
"86",0.0132227,0.06414016,0.1682746,0.3273323,0.5352222,0.7828979,1.061006,1.36093,1.675039,1.996655,2.319985,2.640067,2.952753,3.254685,3.543259,3.81658,4.073386,4.312972,4.535097,4.7399,4.928346,3
"87",0.01335883,0.06312483,0.162799,0.3127073,0.5062671,0.7345869,0.9888308,1.261067,1.544409,1.832927,2.121546,2.40598,2.682691,2.948856,3.202332,3.441596,3.665683,3.874106,4.066777,4.243926,4.406486,3
"88",0.01318814,0.06438569,0.1696312,0.3309973,0.5425362,0.7951763,1.079442,1.386545,1.708666,2.038933,2.371365,2.700824,3.022999,3.334387,3.632264,3.91463,4.180145,4.42804,4.658034,4.870236,5.065622,3
"89",0.01326085,0.06386358,0.1667619,0.323265,0.5271326,0.7693524,1.040711,1.332782,1.638142,1.950326,2.263745,2.573632,2.876013,3.167684,3.446176,3.709702,3.957087,4.187689,4.401314,4.598129,4.779091,3
"90",0.01327948,0.06372634,0.1660173,0.3212704,0.5231758,0.7627406,1.030821,1.319084,1.620208,1.927831,2.236463,2.54143,2.838842,3.125571,3.39921,3.658025,3.900881,4.127168,4.336713,4.529696,4.707069,3
"91",0.01325468,0.06390871,0.1670076,0.3239243,0.5284419,0.7715422,1.043989,1.337324,1.644092,1.957793,2.272805,2.58433,2.888365,3.181683,3.461792,3.726888,3.975783,4.207825,4.422811,4.620905,4.803064,3
"92",0.01318344,0.06441873,0.1698148,0.3314945,0.5435301,0.7968471,1.081953,1.390038,1.713255,2.044707,2.378386,2.709131,3.032608,3.345295,3.644449,3.928059,4.194771,4.443809,4.674885,4.888107,5.084448,3
"93",0.01323023,0.06408599,0.1679771,0.3265306,0.5336254,0.7802213,1.056992,1.355359,1.667732,1.987475,2.308835,2.62689,2.937527,3.237416,3.523984,3.795354,4.050283,4.288078,4.508509,4.711718,4.898672,3
"94",0.01313712,0.06473998,0.1716121,0.336379,0.5533174,0.8133297,1.106765,1.424586,1.758693,2.101928,2.448025,2.791582,3.128042,3.453686,3.7656,4.061632,4.340315,4.600789,4.842703,5.066127,5.272042,3
"95",0.01308907,0.06506515,0.1734552,0.3414182,0.5634575,0.830462,1.132623,1.460672,1.806245,2.161908,2.521129,2.878247,3.22847,3.567867,3.893342,4.20259,4.494025,4.766691,5.020172,5.254494,5.470648,3
"96",0.01335029,0.06269276,0.1607645,0.3071212,0.4945539,0.7137956,0.9559219,1.213171,1.479018,1.748016,2.015624,2.278088,2.532366,2.776071,3.007423,3.225196,3.428647,3.617451,3.791627,3.951468,4.097955,3
"97",0.01333855,0.06328128,0.163629,0.314907,0.5105985,0.7417832,0.9995447,1.275848,1.563696,1.857048,2.150725,2.440344,2.722276,2.993623,3.252176,3.496358,3.725164,3.938075,4.134982,4.316105,4.482379,3
"98",0.0133176,0.06344093,0.1644811,0.3171715,0.5150661,0.7492172,1.010626,1.291152,1.583683,1.882065,2.181009,2.476029,2.763406,3.04016,3.304012,3.553333,3.78707,4.004673,4.206012,4.391292,4.561455,3
"99",0.01307071,0.06518729,0.1741539,0.3433365,0.5673288,0.8370177,1.142536,1.474528,1.824526,2.184995,2.549296,2.911669,3.267231,3.611967,3.942711,4.2571,4.553497,4.830911,5.088901,5.327473,5.547622,3
"100",0.01319349,0.06434794,0.1694218,0.3304304,0.5414034,0.7932726,1.076581,1.382568,1.703441,2.032361,2.363374,2.691371,3.012065,3.321978,3.618402,3.899355,4.163509,4.410106,4.638869,4.849915,5.044214,3
"101",0.01327583,0.06375336,0.1661636,0.321662,0.523952,0.7640369,1.032759,1.321767,1.62372,1.932235,2.241803,2.547731,2.846114,3.133809,3.408396,3.66813,3.911871,4.139001,4.349342,4.543073,4.721146,3
"102",0.01331492,0.06346121,0.1645897,0.3174606,0.5156372,0.7501682,1.012045,1.293113,1.586245,1.885273,2.184893,2.480608,2.768685,3.046134,3.310669,3.56065,3.795023,4.013231,4.215141,4.400956,4.57162,3
"103",0.01340422,0.06276735,0.1609203,0.3077513,0.4965397,0.7184653,0.9648767,1.228076,1.501422,1.779231,2.056662,2.329643,2.594831,2.849572,3.091865,3.320305,3.534016,3.732578,3.915948,4.084382,4.238799,3
"104",0.01321566,0.06467177,0.1709689,0.334899,0.5512337,0.8114404,1.106299,1.426989,1.765415,2.114275,2.467066,2.818113,3.162586,3.496518,3.816785,4.121063,4.407754,4.675902,4.925092,5.15535,5.367565,3
"105",0.01350931,0.06189782,0.1564511,0.2960878,0.4738176,0.681025,0.9095082,1.152118,1.402785,1.656383,1.908597,2.155838,2.395195,2.624387,2.841727,3.046063,3.236715,3.413401,3.576173,3.725339,3.86178,3
"106",0.01309118,0.06505104,0.1733747,0.3411975,0.5630125,0.829709,1.131485,1.459083,1.804148,2.159262,2.517901,2.874418,3.22403,3.562816,3.887689,4.19635,4.487217,4.759341,5.012307,5.246144,5.461842,3
"107",0.01309064,0.06505467,0.1733954,0.3412543,0.5631271,0.8299028,1.131778,1.459492,1.804688,2.159943,2.518732,2.875403,3.225173,3.564116,3.889144,4.197956,4.488969,4.761232,5.014331,5.248293,5.464108,3
"108",0.01309042,0.06505612,0.1734037,0.3412769,0.5631727,0.82998,1.131894,1.459655,1.804902,2.160214,2.519063,2.875796,3.225628,3.564633,3.889723,4.198595,4.489666,4.761985,5.015137,5.249148,5.46501,3
"109",0.01310355,0.06496799,0.172902,0.3399024,0.5604027,0.8252949,1.124817,1.44977,1.791869,2.143764,2.499004,2.852006,3.198049,3.533267,3.85462,4.15985,4.447405,4.716361,4.966321,5.197324,5.410359,3
"110",0.01317828,0.06445492,0.1700161,0.3320403,0.5446216,0.7986828,1.084713,1.393877,1.7183,2.051056,2.386108,2.718268,3.043179,3.357295,3.657857,3.942835,4.210866,4.461164,4.693433,4.907777,5.105171,3
"111",0.01326346,0.06384448,0.166658,0.3229865,0.5265796,0.7684279,1.039327,1.330865,1.635631,1.947176,2.259923,2.56912,2.870804,3.161781,3.439592,3.702457,3.949206,4.179202,4.392254,4.58853,4.768987,3
"112",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"113",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"114",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"115",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"116",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
"117",0.0132186,0.06416953,0.1684362,0.3277679,0.5360902,0.7843536,1.06319,1.363962,1.679017,2.001654,2.326056,2.647243,2.961047,3.264092,3.553761,3.828146,4.085977,4.326539,4.549589,4.755261,4.944522,3
