"","...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28"
"11",1987,20,0,1,0,0,2.67270953641316,4,7.84262391749509,5.75425089422775,14.0210976176816,37.668018887757,41.2757351463848,33.3635476820658,30.1944552521171,31.2963965359843,37.4539621140183,31.6811323150717,45.577223804673,48.5235287026471,24.1634826489141,14.261147857198,10.9908221854872,16.3002887802094,9.19108026898654,12.3834636486916,9.27573514638482,2.67270953641316
"12",1988,20,0,0,0,0,0,0,0.794129628199053,1.42189900525001,0,5.79454360899767,7.55918650760102,9.52325267550445,8.85814893509951,23.9706481409953,17.8437980105,11.2744746376446,12.5890872179953,6.74810657577201,5.09534946489911,4.71629787019902,2.38238888459716,3.42189900525001,0.610639233949222,0.958908721799535,0.0629733560569965,1.09534946489911
"13",1990,7,0,0,0,5.67191209670436,0.33269078597569,2.62633992543775,8.36485104761271,1.48154979836431,0,4.23799108259375,0,2.7485542684453,5,2.18242552380636,11.1854242942751,9.10221936848375,8.52401783481249,8.67191209670436,11.3346184280486,6.62633992543775,6.54059580954915,10.4815497983643,4.93696891867739,3.2245790720625,5.67191209670436,8.2514457315547
"14",1991,94.0333463025405,0,0,0,0,6.78272054391545,7.43638728478245,7.51667315127024,13.231475216501,18.604106504123,25.4677527185516,35.1897034927103,39.4345589121691,52.5636127152175,72.2888715966127,139.43474037157,245.007057887408,312.846308126969,592.915769752338,661.88087212983,599.450613904917,389.662081640113,283.974496410143,233.562400321283,118.86740574465,218.376604408225,133.715439078664
"15",1992,2,0,0,0,0,0,0,0,0,1.289050497375,5.61063923394922,8,0.125946712113993,4.71395160530267,3.71629787019902,5.79412962819905,2.86715149212499,6.44255693579689,5.95890872179953,6.937026643943,10.5232526755045,11.5814893509951,6.97064814099526,12.976646518375,7.66383540369533,11.5479959397949,4.68513321971502
"16",1993,12,0,0,0,1,1.94531868278406,1.08317269649392,5.24910671637483,13.5405958095491,12.2223246975465,19.5195941435806,17.8368686080937,29.4531868278406,52.1682730350608,42.7508932836252,63.5339150476792,62.4815497983643,51.9523144116771,57.5318174728437,105.641230912838,82.0134934945105,54.0250119415047,35.7029790477457,32.5940955640148,16.1414076556449,3.76200891740625,7.56254946227247
"17",1995,10,0,0.768524783499018,0,1.14888503362332,0.952574126822433,6.78272054391545,14.6908381456526,19.9055836555044,22.6111487009941,39.8293230892801,32.3399653026099,62.3875203119627,85.6544108783089,79.3269652978281,119.661303487684,113.259685277933,145.10555040517,165.20737104726,276.436200271216,236.748525688898,145.653605429898,91.5668871431883,55.0282100614322,51.2216876414529,49.3809588281211,59.154447609346
"18",1996,15,0,0,0,0,1.95890872179953,4.87405328788601,0.381397859596438,1.70925532450244,5.20587037180095,8.42189900525001,15.495753105543,29.2192657141912,29.0553996591451,44.6627687285312,80.4889361059707,77.9127591405214,57.6336166758753,44.0277148030041,62.6577971425735,49.9143055532072,28.0441665881276,22.3118723125873,16.6767221921801,22.0394345813751,13.8234239129337,14.383630826993
"19",1997,14,0,0,0,0,0,2.94531868278406,2.75048191051823,3.37366007456225,2.9188083809017,10.4806275204462,22.6303108132261,26.251403093125,37.9610549728971,36.7524095525912,49.7437470146238,68.2903401903843,126.107012098142,168.945466219839,259.207741954562,479.174681983963,300.465982176366,126.683510077448,78.3114049526534,47.4095935476578,16.1414076556449,18.2726147416875
"20",1998,5.85514702927696,0,0,0,0,0,0,0,0,3.35556420169366,2.30557435049705,1,4.44665510086995,7.8577223804673,10.4930146024694,17.1272254304351,26.3889105042341,27.1481982679921,30.9043952843325,49.6787288953677,70.5853371312152,29.7547789537929,23.2725794701097,9.38891050423415,6.14819826799214,2.71671479670157,0.574442516811659
"21",1999,128.559186507601,0.190698929798219,0.141851064900488,0,1.42189900525001,4.55744306420311,2,6.31486678028498,14.9046505351009,6.41851064900488,19.0880555770142,28.26569701575,27.7787215321016,38.2465476692028,46.874053287886,57.3837366224777,75.6458724132332,78.0285371414692,122.617535576125,175.968258280606,298.275176389679,167.687517000476,76.8046235444392,86.1981914304732,64.5886666151659,85.4774146863753,41.3638793993088
"22",2000,200,0,0,0.182425523806356,1.77767530245354,5.70868738754841,5.9251403093125,11.2734065860797,33.1644177509149,57.6227667909371,67.0945531428381,76.8505538310781,86.9608117128389,115.850280618625,119.72659341392,190.994217073781,249.35936753656,263.668552761737,341.818264817398,425.080277438188,452.024348338187,473.049583059418,203.527950810058,162.316996271888,127.196809524205,126.004611389591,37.2197842299672
"23",2001,200,0,0,2.67778210084683,1.46295043300196,14.8293230892801,13.4255574831883,28.1897034927103,47.855147029277,59.581741324457,81.0333463025405,102.694425649503,139.866859186806,170.467752718552,168.138220956262,286.593382677953,344.835867019569,380.472470798693,316.399382349307,343.692012190772,278.84150128756,299.195014242057,163.55661531288,126.471994171744,139.316984412242,119.824944906363,50.034007153822
"24",2002,200,0,0,1,2.79412962819905,3.13284850787501,14.1063923394922,35.383630826993,56.559186507601,89.9511558861098,87.1348085192039,91.4700371028436,104.023353481625,129.565936853117,138.72583368442,279.330014174109,339.576774315157,368.581489350995,591.44598090782,664.258833932003,617.805082811112,603.413606312933,270.256660985751,145.651074914125,159.027170031818,142.178555306635,81.3606472782504
"25",2003,200,0,0,4.75089328362517,5.08787238096822,10.2223246975465,17.1652504498064,22.2379910825938,66.4921318549435,137.08702798064,254.758039552626,336.513872762069,403.149446168922,433.228281531129,467.387710463969,744.117626477668,672.808595260064,819.889739179815,840.077578287206,953.737998778882,816.434872886504,448.126032049937,409.400879699703,224.537589020422,155.324142540889,219.123321143636,107.004611389591
"26",2004,200,0,0.0724264853615178,0,2.51667315127024,1.46295043300196,6,11.5744425168117,25.1897034927103,38.7687497488542,85.2907080793491,100.777821008468,119.083276948509,167.337824877736,217.658832987538,337.628706341122,324.832350459265,233.617673377177,286.550408530025,282.788910266206,252.941290240249,174.822807089583,141.692358867384,73.7852930539707,42.9815462250018,44.4278793699005,19.4445948039764
"27",2005,200,0,0.937026643943004,0,0.858148935099512,3.17651851279621,10.398545523625,11.4425569357969,24.9589087217995,49.685133219715,104.425564447724,146.581489350995,206.176925871564,281.664242539375,310.904334885684,560.781744359907,585.589058940621,481.25564447724,400.593574140451,361.710554997631,285.519921939751,181.270447721255,186.809026314919,83.0880782275543,67.2301879921632,47.0492978198761,41.9123517817536
"28",2006,200,0.46257015465625,0.945318682784059,0.916827303506078,2.75089328362517,4.45272342858093,18.4815497983643,24.5195941435806,38.0614476801562,58.2891428761928,63.3307631439028,81.3700869400616,135.101233904708,155.183579738439,235.008497301162,479.147532115844,575.555868411755,794.843008730019,734.534957476428,636.592473525935,447.906822070631,298.247176997319,153.560828759437,127.547604568519,75.7620477629558,84.0393044795074,54.3247664763932
"29",2007,200,0,0.0474258731775668,0,3,8.83889105042341,15.1573760825049,25.9249278049476,73.7444251681166,139.711388097664,268.827205439154,239.599869933697,240.583365756351,247.139020453479,281.262752682683,559.148885033623,590.008113326542,755.55293455804,914.504999732636,686.984688615481,373.484012533603,226.753609752618,117.08078534117,101.447116174954,55.944116819755,39.7452239733711,24.8111673110088
"30",2008,200,0,1.04109127820046,1.87405328788601,2,11.4396382860946,13.2352222308057,18.289050497375,67.7255253623555,92.0138093231888,102.181346371259,161.051182876772,266.546276622512,305.735833268957,252.445252486875,382.10415890323,375.16369173007,554.679943303565,797.227579322665,905.937658728615,545.830406586256,301.832325918751,117.587391303469,81.9592454131656,43.4810657577201,34.5674192636321,21.8792765721893
"31",2009,200,0,0.537429845343749,0.0546813172159408,5.50096382103647,4.37366007456225,12.7230213333555,24.4446493950929,54.5587824307417,111.4011224745,154.202988978751,216.079317412348,306.512505970752,305.378212571353,318.517527923718,502.030690985999,416.218966699562,448.594813438858,607.746342539014,662.285850760054,404.921875810879,196.229702920892,68.4872540482573,44.545229483375,34.1955165318739,40.3384737121945,18.6334861944391
"32",2010,200,0,0,0.952574126822433,2,2.43638728478245,3.64443579830634,16.0924547630216,33.4914982115445,60.276672449565,94.5257412682243,130.376103221869,182.963742781521,212.355564201694,260.759346968986,418.238691218364,388.315262555372,522.531052017571,611.959551880087,722.450613904917,541.64560302695,240.890542843741,113.914340973835,56.3809588281211,61.154447609346,46.5235287026471,18.1453540396746
"33",2011,200,0,0.610639233949222,0,2.81107993182901,9.28604839469733,12.7092553245024,15.2058703718009,33.1562019895,86.7425129401835,120.0410912782,157.125946712114,189.958172174754,233.964787271517,289.233185436967,624.731230312249,748.174342650804,729.37015819517,763.88120463017,908.922820824917,664.279701525926,304.003258870142,183.197172906876,101.046935817094,72.3290669169698,82.1510515836113,22.8069623073205
"34",2012,200,0,0,0,0.0546813172159408,5.75048191051823,9.62633992543775,15.3581702857428,41.8523983869145,65.2674698182901,109.510605824281,142.054681317216,197.916827303506,244.380806343564,284.702979047746,533.223246975465,669.707038278224,712.555216386937,796.495297440382,795.529594364773,602.513518669424,294.90749181048,98.0774899182154,38.180595942806,32.0346236590937,39.9221099457942,16.7524095525912
"35",2013,200,0,0,1.14888503362332,0.952574126822433,1.36213242680759,11.2181936423912,10.1611089495766,15.7777025980118,97.8328520329843,128.511149663767,127.758813970841,123.462500502292,197.454841059781,238.838891050423,389.073422516102,490.832852032984,666.036186686103,821.773492132806,640.006609285381,455.470043177192,242.88387155543,84.1672305149116,28.7712544711388,10.6166377521749,23.909204916916,16.6963232634927
"36",2014,200,0,0.710949502625004,0.610639233949222,4.24654766920279,9.94460034085495,22.9069892979822,21.81589366092,45.8524259874407,71.8277169107499,136.751006729097,143.136746466424,129.400561227078,146.965188463398,219.645872413233,482.26457408981,802.54747513125,1082.72819875475,1560.1966974383,1499.72411842115,1354.67599158597,1086.36825416708,697.80309152109,382.973983144502,204.315150102087,245.918827517697,95.0880782275543
"37",2015,200,0,1.25922510081785,0.708687387548409,1,5.83595604835218,8.83365460701216,22.2526798508755,52.892085333422,60.630073689368,96.5195941435806,116.775420927937,134.632967069601,166.673092140243,196.391525747066,370.513872762069,452.335792741115,574.044387369675,637.335011845937,853.36351746532,640.423289963404,431.566609337598,264.373576762801,99.9298883051299,66.046036478999,36.3206504113125,25.5782857523855
"38",2016,200,0.838891050423415,0,0,1.42555748318834,4.1422776195327,10.855147029277,32.3454190728263,45.5166731512702,78.4813060620275,145.965992846178,218.08679389043,266.766927297383,252.102940585539,218.072514436958,358.105661470747,389.268863092446,430.467436747225,405.182668300022,678.022791488507,633.471682297728,426.397528740234,220.944941597385,121.815767091851,50.8257941455759,34.0198959078296,18.1463342828038
"39",2017,170.855806421211,0,0,1,1.77872153210156,6.79454360899767,10.062973356057,10.7139516053027,28.2977872211941,37.5882592563981,55.4846870682501,54.8766200826798,72.3698215038042,104.188920068171,113.093010702018,143.772638235772,119.500203679384,97.0788691627502,91.949037266516,147.617042555739,152.246703508077,131.509220098217,112.977872211941,60.4125554611375,33.9927276181252,27.478765527715,9.58908721799535
