"","Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"32816",1,1,2,1,1,1,2,2009,1,2009.5,"M","TIME",9692.81,19838.5,13766.5,11135.9,27055.6,16971.4,9710.06,10937.6,7122.73,7775.52,7784.13,5237.48,2398.78,2251.75,3071.48,2766.12,880.317,1151.72,803.363,861.128,1010.33,875.951,2295.47,494.047,392.664,462.829,500.302,264.385,168.11,324.749,1255.74
"32818",1,1,2,1,1,1,2,2010,1,2010.5,"M","TIME",16930.7,8192.46,16761.4,11608.1,9348.76,22630.5,14178,8101.24,9102.92,5907.34,6424.79,6410.09,4302.2,1967.21,1843.57,2509.48,2254.95,715.997,934.383,650.046,695.211,814.638,706.417,1853.13,399.48,319.086,379.602,414.478,220.742,141.02,1329.59
"32820",1,1,2,1,1,1,2,2011,1,2011.5,"M","TIME",34985.5,14310.1,6921.99,14136.1,9749.86,7824.8,18919.5,11839.2,6750.09,7561.31,4890.42,5301.42,5276.21,3536.29,1614.91,1510.92,2052.84,1841.02,583.245,759.249,527.01,562.827,659.474,572.396,1503.51,325.389,262.018,314.593,346.028,185.122,1236.89
"32822",1,1,2,1,1,1,2,2012,1,2012.5,"M","TIME",68776.9,29570.1,12090.4,5836.82,11869.5,8159.48,6541.62,15801.1,9869.5,5612.84,6270.92,4045.31,4375.6,4349.79,2913.1,1329.03,1242.01,1685.39,1509.24,477.332,620.412,430.237,459.517,538.894,468.28,1233.73,268.64,217.858,263.082,290.417,1196.32
"32824",1,1,2,1,1,1,2,2013,1,2013.5,"M","TIME",28661.2,58131,24983.5,10194.7,4900.08,9928.87,6817.85,5460.67,13167.1,8206.04,4657.17,5192.71,3343.26,3612.78,3589.86,2402.85,1095.46,1022.89,1386.58,1240.14,391.784,508.91,353.001,377.379,443.033,385.939,1022.02,223.88,182.454,221.018,1251.57
"32826",1,1,2,1,1,1,2,2014,1,2014.5,"M","TIME",37229.1,24224.8,49113.1,21063.6,8556,4097.57,8293.61,5689.41,4548.91,10944.5,6807.9,3857.52,4294.44,2762.48,2984.7,2965.45,1984.59,904.573,844.305,1143.82,1022.43,322.919,419.596,291.307,311.756,366.681,320.644,853.172,187.669,153.37,1240.32
"32828",1,1,2,1,1,1,2,2015,1,2015.5,"M","TIME",32872.5,31466.5,20468.1,41420.4,17689.9,7159.19,3424.6,6924.37,4741.39,3782.22,9082.07,5640.56,3191.63,3550.59,2283.88,2467.86,2452.36,1641.58,748.349,698.519,946.363,846.142,267.417,347.812,241.726,259.164,305.784,268.372,716.287,157.88,1174.23
"32830",1,1,2,1,1,1,2,2016,1,2016.5,"M","TIME",34692.4,27784.2,26587.7,17266.3,34812.9,14821.2,5991.86,2863.17,5778.16,3947.06,3142.09,7532.34,4670.88,2640.73,2937.48,1889.7,2042.34,2030.19,1359.41,619.866,578.736,784.415,701.867,222.034,289.089,201.266,216.412,256.174,225.437,602.754,1122.41
"32832",1,1,2,1,1,1,2,2017,1,2017.5,"M","TIME",35479,29322.4,23477.5,22435.3,14523.7,29200.8,12419.3,5015.28,2391.78,4814.92,3282.12,2608.23,6242.23,3866.88,2185.67,2431.44,1564.48,1691.46,1682.07,1126.73,513.978,480.151,651.34,583.37,184.75,240.984,168.246,181.446,215.293,189.749,1453.57
"32834",1,1,2,1,1,1,2,2018,1,2018.5,"M","TIME",33707.2,29987.2,24777.7,19813.8,18881,12193.4,24493.9,10406.7,4194.66,1995.66,4009.05,2728.05,2164.24,5173.86,3204.04,1811,2014.87,1296.78,1402.48,1395.14,934.894,426.706,398.952,541.708,485.666,154.078,201.533,141.111,152.527,181.238,1384.78
"32836",1,1,2,1,1,1,2,2019,1,2019.5,"M","TIME",32079.1,28489.7,25339.7,20912.2,16677.8,15857,10232.2,20535.3,8710.19,3503.32,1663.54,3336.25,2266.24,1795.58,4290.89,2657.02,1501.84,1671.12,1075.73,1163.63,1157.86,776.259,354.568,331.801,450.972,405.027,128.848,169.019,118.613,128.392,1319.56
"32838",1,1,2,1,1,1,2,2020,1,2020.5,"M","TIME",31415.9,27113.6,24075.9,21394.2,17617.9,14021.8,13322.2,8590.21,17216.5,7289.31,2926.74,1387.5,2777.68,1884.1,1491.85,3564.25,2206.68,1247.18,1387.72,893.32,966.455,962.004,645.367,295.017,276.331,376.212,338.787,108.079,142.088,99.8533,1220.18
"32840",1,1,2,1,1,1,2,2021,1,2021.5,"M","FORE",23483,26553.1,22916.7,20345.9,18067.1,14860.4,11822.9,11230.6,7238.26,14496.2,6132.54,2460.6,1165.51,2331.17,1580.38,1251.17,2988.79,1850.19,1045.6,1163.34,748.863,810.228,806.669,541.354,247.558,231.992,316.212,285.163,91.0839,119.844,1114.12
