Species,Sex,Species_name,Age,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1,0,Pollock,1,1.886278114,1.887232226,1.969732602,1.918239352,2.083975517,1.796849559,1.946242815,1.901730495,1.877908986,1.899481241,2.022672958,1.924858789,1.800014636,1.820665183,1.841388339,1.925460199,1.871293254,1.859464271,1.783134944,1.869231843,1.873045101,2.069875467,1.871116507,1.886046735,1.936619026,1.827788841,1.999565059,1.898552471,1.945045302,1.911332976,1.820416753,1.837402333,1.761209445,1.989944208,1.871869555,1.825303581,1.819730948,1.947254212,2.122206797,2.05455702,1.990581872,1.925396679
1,0,Pollock,2,0.645822864,0.645822864,0.673714413,0.655770635,0.712069684,0.613652385,0.664337347,0.648816166,0.640366182,0.647396168,0.689036393,0.655385538,0.612569844,0.619286154,0.626020404,0.654273863,0.635548814,0.631214612,0.605000412,0.633894515,0.634869597,0.701234206,0.633581366,0.638317592,0.655105831,0.617982687,0.675723386,0.641267525,0.656643582,0.644940698,0.613956796,0.619376773,0.593397113,0.670130219,0.63005414,0.614075102,0.611896214,0.654451617,0.712897366,0.689829925,0.668018525,0.645822864
1,0,Pollock,3,1.464738875,1.464738875,1.527997454,1.487300615,1.614987958,1.391775601,1.506730084,1.471527744,1.452363014,1.468307159,1.562748003,1.486427207,1.389320375,1.4045531,1.419826508,1.483905906,1.44143713,1.431607073,1.372152757,1.437685146,1.439896651,1.590412882,1.436974918,1.447716773,1.485792826,1.401596809,1.532553843,1.454407277,1.489280474,1.462738106,1.392466009,1.404758623,1.345836246,1.519868431,1.428975102,1.392734331,1.38779257,1.484309057,1.616865157,1.56454775,1.515079068,1.464738875
1,0,Pollock,4,2.752519369,2.752519369,2.871394117,2.794917115,3.034865608,2.615407678,2.831428736,2.765276928,2.729262802,2.759224845,2.936696924,2.793275818,2.610793847,2.639418997,2.668120599,2.788537819,2.708731015,2.690258493,2.578532669,2.701680332,2.705836166,2.988684425,2.700345681,2.720531643,2.792083696,2.633863572,2.879956427,2.733104357,2.798637643,2.74875955,2.616705084,2.639805214,2.529079005,2.856118157,2.685312524,2.617209311,2.607922814,2.789295415,3.038393218,2.940078987,2.847118044,2.752519369
1,0,Pollock,5,3.979215576,3.979215576,4.151068407,4.04050843,4.387393103,3.780998269,4.093291933,3.997658707,3.945594417,3.988909434,4.245474264,4.038135668,3.774328224,3.815710545,3.857203392,4.031286118,3.91591237,3.889207327,3.727689431,3.905719458,3.911727394,4.320630674,3.903790002,3.932972102,4.036412262,3.807679273,4.163446623,3.95114801,4.04588706,3.973780144,3.782873881,3.816268885,3.656196095,4.128984516,3.882057122,3.783602823,3.770177677,4.032381347,4.392492839,4.250363586,4.115973385,3.979215576
1,0,Pollock,6,5.210972616,5.210972616,5.436022096,5.291238532,5.745500559,4.951397597,5.360361047,5.235124776,5.166944104,5.223667186,5.559651069,5.288131287,4.942662855,4.996854978,5.05119184,5.279161475,5.128074048,5.093102521,4.88158713,5.114725943,5.122593622,5.658071973,5.112199229,5.15041458,5.285874405,4.986337644,5.45223196,5.174216799,5.298282105,5.203854658,4.9538538,4.997586152,4.787963196,5.407102187,5.083738986,4.954808385,4.937227515,5.28059573,5.752178906,5.56605387,5.390063491,5.210972616
1,0,Pollock,7,76.09413838,76.13262809,79.46076672,77.38348317,84.06942759,72.48651084,78.51316782,76.7175012,75.7565203,76.62676426,81.59642781,77.65051716,72.61419289,73.44725435,74.2832449,77.67477856,75.48963578,75.01244407,71.93325108,75.40647665,75.56030687,83.50061903,75.48250566,76.08480434,78.12493557,73.73462905,80.66423459,76.58929688,78.46485907,77.1048738,73.43723243,74.12244588,71.04875693,80.2761209,75.51288427,73.63437144,73.40956646,78.55396847,85.61171149,82.88265924,80.30184483,77.67221612
1,0,Pollock,8,6.735501489,6.735501489,7.026391737,6.839250107,7.426411618,6.399984868,6.928595193,6.766719637,6.678591939,6.75191,7.186189761,6.835233802,6.388694679,6.45874132,6.528975044,6.82363977,6.62835001,6.583147168,6.309750562,6.611096766,6.621266224,7.313404812,6.607830833,6.657226517,6.832316643,6.445147021,7.04734398,6.687992344,6.848354356,6.726301093,6.403159662,6.459686406,6.188735889,6.989010982,6.571044225,6.404393521,6.381669169,6.825493632,7.43504379,7.194465774,6.966987422,6.735501489
1,0,Pollock,9,7.610870126,7.610870126,7.939565458,7.728102266,8.39157328,7.231748626,7.829058943,7.646145491,7.546564418,7.629411142,8.120131375,7.723563989,7.218991126,7.298141266,7.377502803,7.710463157,7.489792877,7.43871532,7.129787163,7.470297343,7.481788458,8.263879726,7.466606958,7.522422273,7.720267706,7.282780205,7.963240725,7.557186532,7.738389734,7.600474015,7.235336027,7.299209179,6.993045012,7.897326573,7.425039438,7.236730242,7.211052557,7.712557953,8.401327319,8.129482967,7.872440757,7.610870126
1,0,Pollock,10,9.292329116,9.292329116,9.693642651,9.435461189,10.24551194,8.829448827,9.558722086,9.335397817,9.213816436,9.314966372,9.914100746,9.429920277,8.813872831,8.910509501,9.007404273,9.413925096,9.144502437,9.082140386,8.704961159,9.120699782,9.134729613,10.08960722,9.116194085,9.1843406,9.425895751,8.891754743,9.722548462,9.226785279,9.448021453,9.279636206,8.833828788,8.911813347,8.538008755,9.642071988,9.06544311,8.835531025,8.804180404,9.416482693,10.25742092,9.925518373,9.611688183,9.292329116
1,0,Pollock,11,10.03400328,10.03400328,10.46734796,10.18855955,11.0632651,9.534177862,10.32165861,10.08050955,9.949224057,10.05844735,10.70540208,10.18257639,9.517358655,9.621708453,9.726336954,10.16530454,9.87437771,9.807038185,9.399754118,9.848675228,9.863824861,10.89491674,9.843809906,9.917395586,10.17823064,9.60145677,10.49856091,9.963228018,10.20212232,10.02029728,9.538907412,9.623116366,9.219476283,10.41166115,9.789008204,9.540745515,9.506892621,10.16806627,11.07612461,10.71773101,10.37885223,10.03400328
1,0,Pollock,12,10.67065472,10.67065472,11.13149485,10.83501749,11.76522257,10.13911567,10.9765616,10.72011177,10.5804963,10.69664975,11.38465336,10.82865469,10.1212293,10.23220003,10.34346714,10.81028696,10.500901,10.42928882,9.996162825,10.47356771,10.48967858,11.58619261,10.46839368,10.54664833,10.82403321,10.21066339,11.16468824,10.5953888,10.84944081,10.65607908,10.14414531,10.23369727,9.804446471,11.07227474,10.41011485,10.14610004,10.1100992,10.81322392,11.77889801,11.39776456,11.03738412,10.67065472
3,1,ATF,1,2.042186427,2.043219399,2.155753988,2.084688674,2.317337883,1.92250814,2.122169903,2.061254171,2.02895569,2.05770641,2.227465765,2.091572334,1.925150885,1.951931441,1.978976996,2.09133172,2.018180555,2.002212255,1.901992355,2.014721814,2.019561066,2.291049529,2.016519555,2.036188628,2.104124651,1.958648886,2.190160652,2.051952474,2.114532087,2.068622576,1.947935248,1.969939683,1.871025448,2.174775555,2.014709566,1.953246965,1.945770886,2.115147642,2.360693702,2.263316726,2.173658263,2.084538295
3,1,ATF,2,0.509642983,0.509642983,0.537440929,0.519461481,0.577141387,0.478566033,0.52800103,0.512586558,0.504300484,0.511189,0.553083247,0.519079457,0.477537326,0.483936987,0.490395887,0.517977534,0.499608768,0.495407178,0.470373883,0.498002915,0.498949116,0.565739272,0.497699239,0.502302506,0.51880208,0.482691721,0.539476282,0.50518089,0.520328047,0.508777228,0.478855497,0.484023618,0.459491086,0.533821079,0.494285319,0.478968017,0.476897734,0.518153641,0.578018747,0.553900986,0.531695153,0.509642983
3,1,ATF,3,0.770683945,0.770683945,0.812720098,0.785531513,0.872755273,0.723689269,0.79844505,0.775135229,0.762604998,0.773021837,0.836374468,0.784953815,0.722133656,0.731811246,0.741578417,0.783287483,0.75551017,0.749156509,0.711301071,0.753081792,0.754512641,0.855512954,0.752622573,0.75958365,0.784534365,0.72992815,0.815797967,0.763936352,0.786841937,0.769374747,0.724126998,0.731942249,0.694844067,0.807246148,0.74746003,0.724297152,0.721166463,0.783553793,0.87408202,0.837611056,0.804031316,0.770683945
3,1,ATF,4,1.073524921,1.073524921,1.13207922,1.094206855,1.215705273,1.008063643,1.112194777,1.079725341,1.062271344,1.076781489,1.165028596,1.093402149,1.00589675,1.019377158,1.032982349,1.09108103,1.052388596,1.043538259,0.990807491,1.049005986,1.050999088,1.191687568,1.048366315,1.058062754,1.092817876,1.016754097,1.13636654,1.064125854,1.09603221,1.071701272,1.008673377,1.019559639,0.967883692,1.124454275,1.041175146,1.008910394,1.004549497,1.091451987,1.217553365,1.166751102,1.119976172,1.073524921
3,1,ATF,5,1.821393769,1.821393769,1.920739795,1.856483728,2.06262376,1.710329031,1.887002898,1.831913698,1.802300412,1.826919018,1.976643284,1.855118426,1.706652576,1.729524082,1.7526073,1.851180304,1.785532868,1.770516962,1.681051418,1.77979377,1.783175363,2.021874172,1.778708474,1.795159916,1.85412712,1.725073672,1.928013868,1.805446862,1.859580713,1.818299678,1.711363536,1.729833688,1.642157803,1.907802949,1.766507593,1.711765669,1.704366763,1.851809687,2.065759322,1.97956577,1.900205184,1.821393769
3,1,ATF,6,2.29090314,2.29090314,2.415858066,2.335038406,2.594316138,2.151208714,2.373424648,2.304134842,2.266887997,2.297852659,2.486172064,2.333321163,2.146584562,2.175351766,2.204385255,2.328367893,2.245798204,2.226911576,2.114384072,2.238579711,2.242832993,2.543062335,2.237214653,2.257906862,2.332074323,2.169754152,2.425007211,2.270845524,2.338933715,2.287011471,2.152509888,2.17574118,2.065464663,2.399586428,2.221868692,2.153015682,2.143709524,2.329159516,2.598259969,2.489847894,2.39003015,2.29090314
3,1,ATF,7,2.785897608,2.785897608,2.937851492,2.839569162,3.154868924,2.616019468,2.886249504,2.801988278,2.756693524,2.794348708,3.023358206,2.837480876,2.610396177,2.645379098,2.680685841,2.831457355,2.731046868,2.708079414,2.57123814,2.722268678,2.727440965,3.092540733,2.720608673,2.745771839,2.835964632,2.63857201,2.948977489,2.761506152,2.84430613,2.781165069,2.617601786,2.645852653,2.511748736,2.918064048,2.701946917,2.618216866,2.606899931,2.832420023,3.159664897,3.027828271,2.90644295,2.785897608
3,1,ATF,8,3.298329763,3.298329763,3.478233725,3.36187355,3.735168888,3.097204594,3.417140175,3.317380117,3.263753941,3.30833534,3.579468364,3.359401148,3.090546967,3.131964573,3.173765564,3.352269673,3.233389892,3.206197854,3.044186283,3.222997061,3.229120728,3.66137618,3.221031718,3.250823343,3.357606009,3.123905404,3.491406215,3.269451793,3.367481825,3.29272673,3.09907796,3.132525233,2.973754522,3.45480662,3.198937357,3.099806177,3.086407629,3.353409413,3.740847022,3.584760643,3.441047962,3.298329763
3,1,ATF,9,3.821100311,3.821100311,4.029518248,3.894715504,4.327176487,3.5880977,3.958741643,3.843170061,3.781044375,3.832691727,4.146798126,3.891851238,3.580384869,3.628366981,3.676793242,3.883589456,3.745867761,3.714365905,3.526676223,3.733827711,3.740921952,4.241687965,3.731550871,3.766064336,3.889771578,3.619030469,4.044778518,3.787645311,3.901212666,3.814609222,3.590267986,3.629016502,3.445081343,4.002378052,3.705954653,3.591111623,3.575589464,3.884909839,4.33375458,4.152929207,3.986438707,3.821100311
3,1,ATF,10,4.348060616,4.348060616,4.585221055,4.431827934,4.923928747,4.082925081,4.504683789,4.373173962,4.302480646,4.361250581,4.718674766,4.428568662,4.074148589,4.128747818,4.183852448,4.419167515,4.262452896,4.226606682,4.013033092,4.248752427,4.256825021,4.826650673,4.246161592,4.28543474,4.4262022,4.118123727,4.602585839,4.309991905,4.439221107,4.340674354,4.085394668,4.129486914,3.920185624,4.554338008,4.217035451,4.086354648,4.06869186,4.420669989,4.931414012,4.725651373,4.5362005,4.348060616
3,1,ATF,11,4.873973641,4.873973641,5.139819458,4.967872907,5.519495021,4.576769043,5.049540931,4.902124533,4.822880616,4.888758978,5.289414859,4.964219415,4.566931003,4.628134199,4.689903925,4.953681166,4.77801137,4.737829432,4.498423374,4.762653782,4.771702784,5.410450827,4.759749577,4.803772948,4.961566721,4.616225087,5.159284573,4.831300387,4.976160309,4.865693985,4.579537334,4.628962691,4.394345684,5.105201,4.727100527,4.580613428,4.560814264,4.95536537,5.527885655,5.297235311,5.084869697,4.873973641
3,1,ATF,12,4.17738171,4.17738171,4.405232645,4.257860822,4.730644695,3.922653813,4.327856792,4.201509255,4.133590937,4.190053915,4.53344776,4.25472949,3.914221834,3.966677823,4.019619374,4.245697376,4.095134437,4.060695332,3.855505366,4.081971767,4.089727479,4.637185177,4.079482633,4.117214151,4.252455922,3.95647077,4.421915791,4.140807348,4.264963783,4.170285388,3.925026458,3.967387906,3.766302536,4.375561882,4.05149981,3.925948756,3.908979303,4.247140872,4.737836133,4.540150507,4.358136345,4.17738171
3,1,ATF,13,4.573421597,4.573421597,4.822874115,4.661530594,5.179137105,4.294544026,4.738162585,4.599836573,4.525479207,4.587295201,4.963244763,4.658102394,4.285312646,4.342741766,4.400702482,4.648213982,4.483376809,4.445672677,4.221029519,4.468966242,4.477457239,5.076817086,4.466241123,4.507549807,4.655613277,4.331567026,4.84113892,4.533379775,4.669306957,4.565652503,4.297141612,4.34351917,4.123369746,4.790390394,4.435605367,4.298151348,4.279573093,4.64979433,5.187010333,4.970582969,4.771312814,4.573421597
3,1,ATF,14,4.960187701,4.960187701,5.230735973,5.055747918,5.617127488,4.657725951,5.13886054,4.988836544,4.908190908,4.97523457,5.382977516,5.052029801,4.64771389,4.709999688,4.772862038,5.041305144,4.862527985,4.821635283,4.577994453,4.846898742,4.856107809,5.506154448,4.843943165,4.888745251,5.049330185,4.69787992,5.2505454,4.916759613,5.064181914,4.951761588,4.66054321,4.710842835,4.472075768,5.195505161,4.810716598,4.661638338,4.641488953,5.04301914,5.625666541,5.390936301,5.174814225,4.960187701
3,1,ATF,15,6.890486869,6.890486869,7.266321299,7.023235156,7.803080354,6.470319561,7.138691761,6.930284652,6.818255083,6.911389356,7.477808932,7.018070102,6.456411221,6.542936066,6.630261834,7.003171855,6.754822045,6.698015601,6.359559873,6.73311055,6.745903403,7.648921213,6.729004785,6.791241983,7.014319907,6.526099787,7.293839732,6.830158373,7.034951313,6.878781663,6.47423318,6.544107331,6.212422032,7.217380117,6.682847817,6.475754486,6.447763797,7.005552866,7.814942451,7.488864946,7.188637128,6.890486869
3,1,ATF,16,7.359583617,7.359583617,7.761004441,7.501369262,8.33430546,6.910811783,7.624686025,7.40209079,7.282434371,7.381909122,7.986889918,7.495852577,6.895956578,6.988371939,7.081642748,7.479940072,7.214682882,7.154009118,6.792511697,7.191493292,7.205157068,8.169651335,7.187108011,7.253582249,7.491847073,6.970389465,7.790396299,7.295148023,7.513883042,7.347081534,6.914991836,6.989622942,6.635356873,7.708731398,7.137808727,6.916616711,6.886720447,7.48248318,8.346975116,7.998698614,7.678031617,7.359583617
3,1,ATF,17,7.811299952,7.811299952,8.237359173,7.961788112,8.845848248,7.334983411,8.092673808,7.856416129,7.729415441,7.834995751,8.477109043,7.955932824,7.319216424,7.417304053,7.516299636,7.939043643,7.657505504,7.593107706,7.209422306,7.632892584,7.647395014,8.671087986,7.628238143,7.698792435,7.951681471,7.398217851,8.268555044,7.742909432,7.975069963,7.798030517,7.339420028,7.418631841,7.042621638,8.181877716,7.575912969,7.341144635,7.309413399,7.941742842,8.859295541,8.489642533,8.149293645,7.811299952
3,1,ATF,18,8.244716242,8.244716242,8.694415703,8.403554359,9.336667286,7.741970893,8.541702354,8.292335726,8.158288302,8.269726822,8.947468288,8.397374186,7.725329062,7.828859162,7.933347594,8.379547894,8.082388384,8.014417423,7.609442928,8.056409796,8.071716906,9.152210309,8.0514971,8.125966154,8.392886942,7.808713946,8.727342501,8.172531018,8.417573164,8.230710541,7.746653679,7.830260623,7.43338719,8.635855812,7.996268622,7.748473977,7.714982107,8.38239686,9.350860713,8.960697208,8.601463788,8.244716242
3,1,ATF,19,8.659248279,8.659248279,9.131557959,8.82607254,9.806100993,8.131225644,8.97116641,8.709262,8.568474872,8.685516354,9.397333651,8.819581637,8.113747086,8.222482525,8.332224481,8.800859066,8.488758819,8.417370379,7.99203437,8.461474066,8.477550795,9.612369795,8.456314367,8.534527614,8.814868781,8.201324438,9.166140267,8.58343369,8.840796189,8.644538392,8.136143873,8.22395445,7.807126813,9.070053764,8.398309083,8.138055693,8.102879902,8.803851274,9.821008045,9.411227701,9.03393256,8.659248279
3,1,ATF,20,9.054593707,9.054593707,9.548467091,9.229034473,10.25380697,8.502463744,9.380752728,9.106890847,8.959675962,9.082061073,9.826377001,9.222247222,8.484187188,8.597887037,8.712639356,9.202669856,8.876320404,8.801672663,8.356917574,8.847789943,8.864600668,10.05123081,8.842394673,8.924178813,9.217319197,8.57576296,9.584628285,8.975317738,9.244430343,9.039212228,8.50760652,8.599426163,8.163567902,9.48415487,8.781741108,8.509605625,8.472823853,9.205798676,10.26939461,9.840905396,9.446384521,9.054593707
3,1,ATF,21,10.29638479,10.29638479,10.85799037,10.49474921,11.66006399,9.668533031,10.66727484,10.35585421,10.18844956,10.32761916,11.1740142,10.48703112,9.647749939,9.777043139,9.90753315,10.46476882,10.09366221,10.00877692,9.50302595,10.06121895,10.08033518,11.42970555,10.05508374,10.14808416,10.48142724,9.751884858,10.89911089,10.20623652,10.51225654,10.27889382,9.674381112,9.778793349,9.283159363,10.78485806,9.986111852,9.676654384,9.634828181,10.46832674,11.67778941,11.19053509,10.7419077,10.29638479
3,2,ATF,1,0.221160619,0.221160619,0.233223595,0.225421377,0.25045169,0.207674713,0.229127131,0.222437989,0.21884223,0.221831516,0.240011611,0.225255596,0.207228303,0.210005449,0.212808302,0.224777414,0.216806251,0.214982962,0.204119712,0.216109388,0.216519994,0.245503719,0.215977607,0.217975204,0.225135228,0.209465063,0.234106841,0.219224285,0.225797424,0.220784923,0.207800326,0.210043043,0.1993971,0.231652753,0.214496129,0.207849155,0.206950751,0.224853837,0.250832422,0.24036647,0.230730203,0.221160619
3,2,ATF,2,0.433199855,0.433199855,0.45682829,0.441545643,0.490573938,0.406784245,0.448804315,0.435701913,0.428658696,0.434513979,0.470124363,0.44122092,0.405909838,0.411349591,0.416839698,0.440284278,0.424670707,0.421099328,0.399820864,0.423305722,0.424109999,0.480882066,0.423047595,0.426960402,0.440985148,0.410291107,0.458558354,0.429407047,0.442282229,0.432463958,0.407030291,0.411423228,0.390570416,0.453751394,0.42014574,0.407125935,0.40536618,0.44043397,0.4913197,0.470819446,0.451944343,0.433199855
3,2,ATF,3,0.683924481,0.683924481,0.72122843,0.69710059,0.774505167,0.642220214,0.708560389,0.687874663,0.676755019,0.685999185,0.742219917,0.696587926,0.640839723,0.649427862,0.658095498,0.69510918,0.670458888,0.664820488,0.631226613,0.668303884,0.669573656,0.759203895,0.667896361,0.674073797,0.696215695,0.647756754,0.723959809,0.677936496,0.698263493,0.682762665,0.642608665,0.649544117,0.61662225,0.716370707,0.66331499,0.642759664,0.639981411,0.69534551,0.775682555,0.743317297,0.713517784,0.683924481
3,2,ATF,4,1.230064636,1.230064636,1.29715723,1.253762377,1.392977503,1.155057897,1.27437327,1.237169191,1.21717008,1.233796072,1.334911233,1.25284033,1.152575031,1.168021132,1.18361021,1.250180749,1.205846245,1.195705366,1.135285481,1.201970388,1.204254122,1.365457574,1.201237442,1.2123478,1.252170859,1.16501558,1.302069721,1.219295012,1.255853903,1.227975065,1.155756542,1.168230222,1.109018969,1.288420429,1.192997668,1.15602812,1.151031325,1.250605799,1.395095082,1.336884912,1.283289335,1.230064636
3,2,ATF,5,1.579719022,1.579719022,1.66588315,1.61015301,1.788940999,1.483391099,1.636622691,1.588843096,1.563159099,1.584511144,1.714368989,1.608968865,1.48020246,1.500039222,1.520059603,1.60555328,1.548616386,1.535592891,1.457998236,1.54363879,1.54657169,1.75359834,1.542697498,1.556966053,1.608109092,1.496179322,1.67219205,1.565888058,1.612839066,1.577035476,1.484288338,1.500307747,1.424265286,1.654662852,1.532115512,1.484637114,1.478219945,1.606099152,1.791660514,1.716903701,1.64807321,1.579719022
3,2,ATF,6,1.918027294,1.918027294,2.022644096,1.954978941,2.172055674,1.801070049,1.987117297,1.929105355,1.897920945,1.923845684,2.081513528,1.953541203,1.797198541,1.821283488,1.845591379,1.949394146,1.880263804,1.864451233,1.770239121,1.874220219,1.877781222,2.129144128,1.873077344,1.890401612,1.952497304,1.816596963,2.030304092,1.90123433,1.958240236,1.914769048,1.802159439,1.82160952,1.729282016,2.00902089,1.860229148,1.802582908,1.794791455,1.950056921,2.175357592,2.084591066,2.001020027,1.918027294
3,2,ATF,7,2.235983812,2.235983812,2.357943221,2.279061033,2.532123156,2.099638251,2.31652705,2.248898313,2.212544379,2.242766732,2.426571596,2.277384957,2.095124953,2.123202526,2.151540002,2.272550431,2.191960167,2.173526304,2.063696397,2.184914721,2.18906604,2.482098049,2.183582388,2.203778547,2.276168007,2.117739103,2.366873035,2.216407033,2.282862961,2.232185438,2.100908232,2.123582605,2.015949723,2.342061659,2.168604312,2.101401901,2.092318837,2.273323076,2.535972442,2.430159306,2.332734472,2.235983812
3,2,ATF,8,2.528478783,2.528478783,2.666392026,2.577191049,2.8633569,2.374297498,2.619558095,2.543082665,2.501973176,2.536148995,2.743997861,2.575295722,2.369193803,2.400944279,2.432988654,2.569828778,2.478696289,2.457851043,2.333653995,2.470729209,2.475423574,2.806787876,2.46922259,2.492060662,2.57391958,2.39476617,2.676489973,2.506341114,2.581490318,2.524183533,2.375733609,2.401374077,2.279661452,2.648432955,2.452285193,2.376291855,2.366020613,2.570702495,2.867709722,2.748054889,2.637885654,2.528478783
3,2,ATF,9,2.793213983,2.793213983,2.945566931,2.847026491,3.163154299,2.622889706,2.893829424,2.809346911,2.763933203,2.801687277,3.031298204,2.84493272,2.617251647,2.652326441,2.687725907,2.838893379,2.738219193,2.715191422,2.577990772,2.72941795,2.73460382,3.10066242,2.727753585,2.752982835,2.843412494,2.645501476,2.956722148,2.768758469,2.851775898,2.788469015,2.624476179,2.65280124,2.518345136,2.925727521,2.709042819,2.625092875,2.613746219,2.839858576,3.167962867,3.035780009,2.914075903,2.793213983
