Species,Sex,Species_name,Age,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
4,2,Halibut,11,25.27470265,24.86855339,25.87026043,24.64692363,27.05689387,22.25107043,24.29342863,22.91445405,21.9287326,21.66962467,22.79868208,20.68662513,18.1457261,17.50336432,16.20720925,16.6534092,14.64975854,13.95109259,13.36822394,14.26473799,14.87784295,15.59928395,13.88192043,14.65757721,14.04111578,13.14961495,13.73048901,13.23612226,14.03151311,13.43761683,13.13461094,11.30067907,10.88880742,11.70681573,10.7920285,10.28997366,10.91663965,11.56581727,11.57531999,10.53624904,11.49352484,11.45986676
4,2,Halibut,12,25.40593496,25.00004154,25.99679455,24.76928503,27.19334522,22.36353964,24.4183436,23.02383981,22.03661904,21.77939672,22.91816781,20.78651893,18.23770511,17.58548989,16.29141186,16.74290737,14.72444102,14.02547084,13.43851488,14.33937637,14.95227093,18.33870689,15.02413716,16.02825818,15.9616622,13.90994649,14.52360591,13.46573682,14.35919228,13.50186269,13.57761768,12.44466765,11.71434496,12.91558052,11.36424867,11.52953641,10.91663965,12.28512676,13.07860839,11.46584215,12.00226838,11.77442461
4,2,Halibut,13,28.68496927,28.22614999,29.36159681,27.96249708,30.71351715,25.25389183,27.57891179,26.00260785,24.89124544,24.587171,25.86900944,23.47513678,20.5991637,19.86715072,18.3920979,18.89958168,16.62642205,15.83360277,15.17054353,16.19085201,16.88469952,19.6618886,17.22969645,16.17691308,16.82180469,15.6415077,15.7441491,14.48067822,14.46385848,14.15510336,14.13786119,13.5518858,12.47548962,14.27285783,12.56117021,12.19772941,11.69467827,12.35146868,13.98531836,13.1283372,12.67204891,12.14013439
4,2,Halibut,14,30.34820567,29.85743396,31.05112761,29.58433725,32.48185674,26.71145421,29.16096677,27.50611976,26.32704678,26.01220259,27.3680141,24.83591076,21.78438851,21.00747749,19.45501147,19.99168819,17.57964304,16.74642279,16.0447116,17.13125334,17.85900786,20.45062554,17.42404101,18.40015613,17.66395192,16.61042172,17.18059909,15.29901653,16.13953672,15.93029976,14.92011626,14.26390709,14.03813246,15.24045304,13.29756719,12.87356573,11.93652082,13.03893078,14.47286443,13.87934964,14.28150311,12.53049863
4,2,Halibut,15,32.44092319,31.91931012,33.19676349,31.62345926,34.72912579,28.55282802,31.18174604,29.40122867,28.13776326,27.80704556,29.25700443,26.55165215,23.29696213,22.45952362,20.80311098,21.37474608,18.79271362,17.90618297,17.15218319,18.30715831,19.0920663,21.97625807,18.5967924,18.5585477,19.24595138,16.24494779,18.21860242,16.23675453,16.17824865,16.13161656,16.01411037,13.95067603,14.36615565,15.76145938,13.95489983,14.43837715,12.86223736,14.49219794,15.29574342,14.91985398,14.63016654,13.87278691
4,2,Halibut,16,34.02647145,33.47510992,34.81634717,33.16275924,36.42705963,29.94197085,32.70180931,30.8354858,29.51075679,29.16581843,30.68545877,27.83862894,24.43129148,23.56188012,21.81630739,22.41864562,19.71782707,18.77511934,17.99611273,19.20277176,20.02402365,21.7564614,17.02538402,17.14813578,17.76993101,15.25779908,15.86397327,15.02778669,14.86465516,14.72028792,14.33647485,12.95530413,12.54528547,13.82281799,13.09430477,12.65445303,11.65253619,12.91112399,13.51874721,13.70421386,13.37827321,13.05055032
4,2,Halibut,17,35.38526627,34.81655122,36.20456443,34.49496689,37.87831916,31.1382277,34.0094682,32.07727623,30.69538088,30.33029544,31.90852318,28.95756145,25.40377468,24.49528711,22.68268171,23.30738869,20.49965773,19.53299143,18.71233213,19.973691,20.82395305,23.15752136,17.97514029,17.79899177,17.33801211,16.19591873,17.60049769,15.82380538,16.06079051,15.77733112,14.76938416,14.12429488,13.49975266,15.58874078,13.44063196,13.19830494,12.12549831,13.46057874,15.18771202,14.01138801,14.17608136,13.64474612
4,2,Halibut,18,40.98802414,40.33442043,41.94735911,39.95692243,43.8782677,36.07271814,39.40202307,37.15538079,35.55636496,35.13371633,36.96537931,33.53866629,29.43325493,28.38465291,26.27990478,27.00042436,23.74578976,22.62539958,21.6793746,23.13801075,24.12296141,29.18129246,22.13516986,23.73846876,21.52194854,19.24714795,19.93309377,18.01939569,18.2656365,17.52016647,17.16887189,16.83606869,15.95978429,18.06184173,15.2830951,15.97123751,14.87872334,16.12088245,18.49440243,17.33344115,15.86932801,15.63025013
4,2,Halibut,19,52.50440045,51.66220404,53.72697605,51.17783354,56.20067067,46.20881485,50.46207675,47.58916986,45.54646988,45.00398438,47.3514074,42.95893222,37.7008498,36.35254977,33.66719306,34.5911408,30.41873998,28.98291047,27.76381314,29.63324958,30.89969234,28.98282556,23.68544217,23.88027633,22.1791761,19.9972237,22.57574215,19.2814204,20.26180936,18.92022563,18.15288731,18.46606486,17.02626733,19.02927878,17.79140207,17.55607573,14.89048343,17.28480487,19.40783725,17.05818327,16.2136431,15.57965662
4,2,Halibut,20,52.09991358,51.2569243,53.30955642,50.78538459,55.77555281,45.84809358,50.07289636,47.22164239,45.19496576,44.6463245,46.986434,42.6271067,37.40586255,36.07303388,33.4026485,34.32167022,30.19061743,28.75572341,27.54910539,29.40527017,30.66098487,33.10514574,24.12943775,25.84355231,24.60220376,20.69806553,22.95012987,19.14712692,19.30473663,20.56449592,18.32586126,17.70609342,17.65566746,19.51076303,16.67014296,17.64875067,17.70583463,18.66666889,20.52827859,18.55209824,16.20041663,16.39940082
4,2,Halibut,21,60.54117014,59.56278662,61.9523554,59.0099804,64.81042536,53.2750095,58.18522388,54.87191386,52.5225387,51.89177008,54.59561951,49.54545594,43.47304784,41.91263957,38.82184757,39.88438699,35.07477058,33.4171884,32.01830602,34.17332985,35.62978999,36.96070805,30.46674614,28.51858619,27.78111606,23.74487873,23.67101829,20.64252045,20.500218,20.13660292,18.84361235,19.31510516,17.41306695,20.67606134,17.22584412,18.16896539,16.97846936,17.46301767,20.79663987,19.42246794,18.6134256,15.8071725
4,2,Halibut,22,69.21237144,68.10154862,70.83289432,67.46682904,74.09442125,60.91757543,66.52823189,62.7398944,60.04712083,59.31945477,62.41977743,56.63652267,49.69416208,47.92572379,44.3748657,45.60403029,40.10962035,38.19899985,36.60013173,39.07165555,40.73597729,42.59266194,31.61028042,29.971119,26.74274401,27.28917421,24.40207133,23.28559059,20.63809116,20.2345029,20.42095884,19.91715601,18.28237315,20.28853045,17.26200976,19.85617602,19.4007631,18.93145917,20.85308364,21.09571292,22.30480473,16.28619774
4,2,Halibut,23,75.58273973,74.36850323,77.34418386,73.67730691,80.91153445,66.52679108,72.64794104,68.51218944,65.57127906,64.77919336,68.16373061,61.85172478,54.2731683,52.33983803,48.46618277,49.79496473,43.79482598,41.71625318,39.97570404,42.66681559,44.48506265,50.02409628,30.6142202,33.31700377,31.02366426,26.78958584,29.40056928,24.07131206,22.35863071,21.99936962,21.28333332,21.19508705,18.17261453,20.74056431,17.83943374,19.21554913,18.92165238,18.22433957,21.6554354,20.67895099,16.97859478,20.17241401
4,2,Halibut,24,42.22419206,41.53922811,43.1988918,41.15567528,45.2021442,37.15337873,40.57868145,38.26590957,36.62908241,36.1907388,38.07842523,34.55021778,30.31048832,29.23559584,27.07307873,27.81940665,24.46104066,23.30267724,22.33046528,23.82935904,24.84743298,36.30444048,27.86578878,29.58001869,33.0485724,27.69912141,28.96205425,25.1378091,21.03854905,21.0400307,21.87094996,19.61640909,18.60022629,19.82231056,19.81958341,21.58277625,20.34343427,23.95890288,23.55569096,31.21655145,27.74079711,23.70537206
4,2,Halibut,25,53.36678269,52.5153273,54.6184836,52.0287647,57.13706603,46.97036989,51.2964528,48.37875579,46.3032927,45.74058025,48.12888876,43.67873453,38.32152313,36.95370783,34.21752611,35.1643901,30.93126508,29.45930749,28.22475996,30.12269244,31.41046301,43.33741669,31.42946336,32.28236927,35.00004749,28.9246336,33.4613262,26.62184467,22.54466488,24.60944416,22.82741891,20.73567155,19.82177982,21.85912471,20.51753544,21.40183509,20.6150241,23.61572677,25.01017044,28.96512769,26.34810611,22.71667925
4,2,Halibut,26,64.26544823,63.23003886,65.76622387,62.64330515,68.80071788,56.55407801,61.77097444,58.25175908,55.74850318,55.07576149,57.95417672,52.59215396,46.14422147,44.50161436,41.20656275,42.33885096,37.24097552,35.47442414,33.98354088,36.27121032,37.82194779,50.23473293,34.93379315,34.95768017,36.93848299,30.14391475,37.87642531,28.09596604,24.03873535,28.10549985,23.77907836,21.84769252,21.03431676,23.87327139,21.2126358,21.2320351,20.88618319,23.27194828,26.46822459,26.69237781,24.95903312,21.73492216
4,2,Halibut,27,74.92357796,73.71853562,76.66724872,73.03341414,80.2054934,65.93495664,72.01254361,67.91528066,64.99306289,64.21224383,67.56990445,61.30417342,53.79926679,51.87682885,48.0336481,49.35764708,43.41274634,41.35748226,39.61609539,42.28497807,44.09341493,57.01931446,38.40719731,37.60850241,38.86472378,31.35727637,42.24215279,29.56081547,25.52168419,31.5613367,24.72616623,22.96428741,22.23847863,25.86710718,21.9167121,21.05073443,21.15691846,22.92755636,27.90303108,24.39601834,23.54792656,20.73556492
4,2,Halibut,28,85.40127935,84.01912097,87.38381963,83.24761758,91.41728003,75.15700547,82.08077745,77.40467419,74.08113961,73.19402252,77.01132112,69.87964092,61.31475945,59.1272649,54.75564804,56.25766588,49.48010139,47.13024351,45.16346691,48.1969642,50.25873049,63.70767278,41.83215386,40.2480572,40.77951632,32.5650016,46.5540358,31.0169604,26.99430897,34.97203825,25.66889898,24.06307543,23.43482531,27.84256199,22.60640355,20.86924529,21.41598162,22.58253954,29.34253175,22.0732498,22.12654261,19.74265886
4,2,Halibut,29,95.73596267,94.19977402,97.96533976,93.32290561,102.4884599,84.25379448,92.02312965,86.77614814,83.04657435,82.05485521,86.33742831,78.34034457,68.74006938,66.29174547,61.38956149,63.0677312,55.48000879,52.83986867,50.62964478,54.03313348,56.34449036,70.31224633,45.23440619,42.85587748,42.69496309,33.76734887,50.80649899,32.45344505,28.45730499,38.34302576,26.60747436,25.15584449,24.6344341,29.80124403,23.29356677,20.69892624,21.68590621,22.23688595,30.76010134,19.72056379,20.69405413,18.73131962
4,2,Halibut,30,105.9275185,104.2189929,108.3998661,103.2581348,113.3940048,93.2239515,101.8163137,96.01665912,91.88645896,90.79127691,95.53218654,86.68153545,76.06002073,73.34411082,67.91770999,69.79007391,61.38156146,58.46546292,56.01556205,59.78363493,62.34139664,76.84272904,48.59532154,45.44468972,44.58872176,34.96455496,55.02802408,33.89370222,29.91128352,41.66738769,27.5420737,26.24291764,25.81651275,31.74451318,23.97829403,20.5170661,21.95542629,21.89058328,32.16983432,17.33344115,19.26245169,17.72580558
