Survey,Year,Cruise Join ID,Haul Join ID,Cruise Number,Vessel Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satifactory Gear Performance,Gear Performance Description,Gear Depth,Bottom Depth,Specimen ID,Biostratum,Species Code,Common Name,Scientific Name,Length (mm),Sex,Weight (gm),Age (years),Maturity,Maturity Table,Gonad Weight,Specimen Subsample Method,Specimen Sample Type,Age Determination Method,AKFIN Load Date
GOA,2011,-667,-7756,201101,143,94,56.47,-157.78963,56.45872,-157.80105,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,69,76,344,0,10110,arrowtooth flounder,Atheresthes stomias,230,Male,90,2,,,,6,1,3,5-Oct-20
GOA,2011,-667,-7756,201101,143,94,56.47,-157.78963,56.45872,-157.80105,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,69,76,345,0,10110,arrowtooth flounder,Atheresthes stomias,240,Male,110,3,,,,6,1,3,5-Oct-20
GOA,2017,-715,-17321,201701,143,239,60.20687,-145.64858,60.20044,-145.62472,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,83,89,416,0,10110,arrowtooth flounder,Atheresthes stomias,470,Female,826,7,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17239,201701,143,241,59.9139,-145.10058,59.90923,-145.12607,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,152,158,420,0,10110,arrowtooth flounder,Atheresthes stomias,380,Male,476,5,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17245,201701,143,247,59.77771,-142.27084,59.7769,-142.24448,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,134,140,430,0,10110,arrowtooth flounder,Atheresthes stomias,470,Male,736,11,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17248,201701,143,250,59.70834,-141.12127,59.70747,-141.09356,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,34,40,433,0,10110,arrowtooth flounder,Atheresthes stomias,540,Female,1208,13,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17250,201701,143,252,59.61518,-140.40157,59.6106,-140.37696,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,106,112,438,0,10110,arrowtooth flounder,Atheresthes stomias,500,Female,1036,11,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17258,201701,143,260,58.86628,-139.03426,58.87726,-139.01968,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,167,173,451,0,10110,arrowtooth flounder,Atheresthes stomias,390,Male,504,7,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17260,201701,143,262,58.77556,-138.11428,58.78213,-138.13712,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,80,86,454,0,10110,arrowtooth flounder,Atheresthes stomias,510,Female,1334,9,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17266,201701,143,268,58.29836,-137.14337,58.28474,-137.14399,143,Yakutat,101,200,Fairweather Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,155,161,463,0,10110,arrowtooth flounder,Atheresthes stomias,480,Male,826,12,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17270,201701,143,272,57.49405,-136.25576,57.50619,-136.26782,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,107,113,471,0,10110,arrowtooth flounder,Atheresthes stomias,540,Female,1266,10,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17276,201701,143,278,56.22988,-135.30747,56.2387,-135.32427,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,185,192,479,0,10110,arrowtooth flounder,Atheresthes stomias,600,Female,1818,17,,,,1,1,6,5-Oct-20
GOA,2011,-667,-7799,201101,143,138,56.86533,-154.36625,56.87502,-154.38317,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,48,55,398,0,10110,arrowtooth flounder,Atheresthes stomias,120,Unknown,14,1,,,,6,1,3,5-Oct-20
GOA,2011,-667,-7815,201101,143,154,57.92748,-154.79413,57.92282,-154.81687,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,110,110,403,0,10110,arrowtooth flounder,Atheresthes stomias,550,Male,1126,22,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7826,201101,143,165,58.04942,-152.01312,58.04822,-151.98813,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,127,134,440,0,10110,arrowtooth flounder,Atheresthes stomias,510,Female,1280,7,,,,6,1,4,5-Oct-20
GOA,2011,-667,-7826,201101,143,165,58.04942,-152.01312,58.04822,-151.98813,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,127,134,443,0,10110,arrowtooth flounder,Atheresthes stomias,570,Female,1538,14,,,,6,1,4,5-Oct-20
GOA,2017,-715,-17290,201701,143,292,55.76023,-134.93693,55.77336,-134.93543,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,180,187,493,0,10110,arrowtooth flounder,Atheresthes stomias,490,Female,1042,6,,,,1,1,6,5-Oct-20
GOA,2017,-715,-17291,201701,143,293,55.76734,-134.52264,55.77682,-134.53962,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,162,168,496,0,10110,arrowtooth flounder,Atheresthes stomias,220,Male,80,2,,,,1,1,3,5-Oct-20
GOA,2017,-715,-17301,201701,143,303,55.01413,-134.28506,55.00532,-134.27557,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,,,6,Y,Unspecified problems,204,210,510,0,10110,arrowtooth flounder,Atheresthes stomias,290,Male,190,3,,,,1,1,3,5-Oct-20
GOA,2017,-715,-17303,201701,143,305,54.94576,-134.19969,54.95438,-134.20677,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,1.12,Y,Hauled back early due to hang(s),190,196,513,0,10110,arrowtooth flounder,Atheresthes stomias,310,Female,248,4,,,,1,1,3,5-Oct-20
GOA,2017,-715,-17306,201701,143,308,54.74148,-133.14219,54.7415,-133.16493,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,178,184,519,0,10110,arrowtooth flounder,Atheresthes stomias,370,Male,400,,,,,1,1,,5-Oct-20
GOA,2017,-716,-16399,201701,148,8,52.51158,-169.60627,52.50309,-169.62358,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,237,243,7,0,10110,arrowtooth flounder,Atheresthes stomias,490,Female,886,8,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16406,201701,148,15,53.35438,-166.35541,53.35821,-166.334,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,200,206,22,0,10110,arrowtooth flounder,Atheresthes stomias,280,Male,138,7,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16410,201701,148,20,53.66144,-165.19597,53.66311,-165.22055,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,357,363,31,0,10110,arrowtooth flounder,Atheresthes stomias,470,Male,712,12,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16410,201701,148,20,53.66144,-165.19597,53.66311,-165.22055,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,357,363,32,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1328,8,,,,1,1,6,5-Oct-20
GOA,2011,-667,-7990,201101,143,181,58.17263,-151.57402,58.16213,-151.58922,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,110,117,475,0,10110,arrowtooth flounder,Atheresthes stomias,540,Female,1396,9,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7990,201101,143,181,58.17263,-151.57402,58.16213,-151.58922,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,110,117,482,0,10110,arrowtooth flounder,Atheresthes stomias,220,Female,88,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7997,201101,143,188,58.03345,-153.23043,58.03613,-153.25638,35,Kodiak,1,100,Northern Kodiak Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,43,50,498,0,10110,arrowtooth flounder,Atheresthes stomias,250,Female,122,2,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8005,201101,143,196,58.48868,-153.3304,58.47573,-153.336,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,171,177,504,0,10110,arrowtooth flounder,Atheresthes stomias,510,Male,974,15,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8011,201101,143,202,58.9633,-153.26572,58.94985,-153.25753,32,Kodiak,1,100,Lower Cook Inlet,CENTRAL GOA,SHELF,,,0,Y,Good performance,86,93,508,0,10110,arrowtooth flounder,Atheresthes stomias,190,Female,52,2,,,,6,1,6,5-Oct-20
GOA,2017,-716,-16413,201701,148,22,53.76988,-164.47047,53.7673,-164.49484,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,103,110,33,0,10110,arrowtooth flounder,Atheresthes stomias,450,Female,758,6,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16421,201701,148,30,54.56812,-163.69567,54.57638,-163.71834,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,73,80,44,0,10110,arrowtooth flounder,Atheresthes stomias,340,Female,344,5,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16380,201701,148,37,55.00194,-163.00146,54.99022,-162.98947,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,86,93,58,0,10110,arrowtooth flounder,Atheresthes stomias,310,Male,224,4,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16381,201701,148,38,55.08218,-163.09573,55.0783,-163.07101,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,38,45,60,0,10110,arrowtooth flounder,Atheresthes stomias,440,Female,766,5,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16390,201701,148,47,55.08461,-160.25728,55.09838,-160.25609,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,67,75,77,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1204,13,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16594,201701,148,49,54.41896,-159.94585,54.41981,-159.9238,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,154,161,80,0,10110,arrowtooth flounder,Atheresthes stomias,360,Male,386,5,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16598,201701,148,53,54.88889,-160.1317,54.87514,-160.14191,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,48,56,89,0,10110,arrowtooth flounder,Atheresthes stomias,300,Male,214,3,,,,1,1,3,5-Oct-20
GOA,2017,-716,-16603,201701,148,59,54.51497,-158.7995,54.51824,-158.77802,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,385,392,94,0,10110,arrowtooth flounder,Atheresthes stomias,400,Female,514,4,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16603,201701,148,59,54.51497,-158.7995,54.51824,-158.77802,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,385,392,95,0,10110,arrowtooth flounder,Atheresthes stomias,450,Female,750,8,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16604,201701,148,60,54.54343,-158.69786,54.53709,-158.72044,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,363,369,96,0,10110,arrowtooth flounder,Atheresthes stomias,510,Male,1138,11,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16610,201701,148,67,55.38307,-160.44996,55.37601,-160.42743,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,54,61,108,0,10110,arrowtooth flounder,Atheresthes stomias,240,Male,96,4,,,,1,1,3,5-Oct-20
GOA,2011,-667,-8046,201101,143,237,58.3017,-151.09343,58.28987,-151.08108,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,113,119,521,0,10110,arrowtooth flounder,Atheresthes stomias,500,Male,918,16,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8058,201101,143,249,57.5985,-150.17003,57.61135,-150.16455,231,Kodiak,201,300,Kodiak Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,275,282,543,0,10110,arrowtooth flounder,Atheresthes stomias,420,Male,634,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8059,201101,143,250,57.6741,-150.25712,57.67408,-150.2819,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,138,145,551,0,10110,arrowtooth flounder,Atheresthes stomias,370,Male,384,6,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8059,201101,143,250,57.6741,-150.25712,57.67408,-150.2819,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,138,145,560,0,10110,arrowtooth flounder,Atheresthes stomias,430,Female,722,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8060,201101,143,251,58.15687,-150.47728,58.16133,-150.50088,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,114,121,566,0,10110,arrowtooth flounder,Atheresthes stomias,450,Female,772,8,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9908,201301,176,3,52.87386,-168.85008,52.88028,-168.83117,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,57,64,6,0,10110,arrowtooth flounder,Atheresthes stomias,590,Female,1610,12,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9942,201301,176,13,53.4361,-166.05452,53.43867,-166.03465,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,204,210,39,0,10110,arrowtooth flounder,Atheresthes stomias,410,Male,526,7,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9942,201301,176,13,53.4361,-166.05452,53.43867,-166.03465,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,204,210,46,0,10110,arrowtooth flounder,Atheresthes stomias,300,Male,228,4,,,,6,1,3,5-Oct-20
GOA,2013,-687,-9943,201301,176,14,53.5318,-166.15453,53.53639,-166.12917,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,113,119,49,0,10110,arrowtooth flounder,Atheresthes stomias,210,Male,64,2,,,,6,1,3,5-Oct-20
GOA,2013,-687,-9943,201301,176,14,53.5318,-166.15453,53.53639,-166.12917,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,113,119,52,0,10110,arrowtooth flounder,Atheresthes stomias,200,Male,58,2,,,,6,1,3,5-Oct-20
GOA,2013,-687,-9943,201301,176,14,53.5318,-166.15453,53.53639,-166.12917,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,113,119,68,0,10110,arrowtooth flounder,Atheresthes stomias,410,Female,666,6,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9946,201301,176,17,53.6077,-166.21951,53.61066,-166.19805,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,89,96,78,0,10110,arrowtooth flounder,Atheresthes stomias,220,Female,80,2,,,,6,1,3,5-Oct-20
GOA,2013,-687,-9946,201301,176,17,53.6077,-166.21951,53.61066,-166.19805,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,89,96,81,0,10110,arrowtooth flounder,Atheresthes stomias,170,Male,34,2,,,,6,1,3,5-Oct-20
GOA,2013,-687,-9974,201301,176,24,53.7503,-164.64719,53.74905,-164.62497,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,110,117,86,0,10110,arrowtooth flounder,Atheresthes stomias,510,Female,1318,8,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9974,201301,176,24,53.7503,-164.64719,53.74905,-164.62497,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,110,117,89,0,10110,arrowtooth flounder,Atheresthes stomias,490,Female,1138,7,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9974,201301,176,24,53.7503,-164.64719,53.74905,-164.62497,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,110,117,91,0,10110,arrowtooth flounder,Atheresthes stomias,570,Female,1458,13,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9974,201301,176,24,53.7503,-164.64719,53.74905,-164.62497,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,110,117,101,0,10110,arrowtooth flounder,Atheresthes stomias,410,Male,634,7,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9915,201301,176,29,54.23477,-164.38979,54.22699,-164.40817,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,86,93,109,0,10110,arrowtooth flounder,Atheresthes stomias,340,Male,350,,,,,6,1,,5-Oct-20
GOA,2013,-687,-9915,201301,176,29,54.23477,-164.38979,54.22699,-164.40817,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,86,93,116,0,10110,arrowtooth flounder,Atheresthes stomias,170,Male,40,2,,,,6,1,3,5-Oct-20
GOA,2013,-687,-9916,201301,176,30,54.44803,-164.31249,54.43624,-164.32433,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,61,68,126,0,10110,arrowtooth flounder,Atheresthes stomias,580,Female,1802,15,,,,6,1,6,5-Oct-20
GOA,2013,-687,-9917,201301,176,31,54.49263,-164.24582,54.48052,-164.25611,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,88,94,131,0,10110,arrowtooth flounder,Atheresthes stomias,340,Female,314,4,,,,6,1,3,5-Oct-20
GOA,2013,-687,-9917,201301,176,31,54.49263,-164.24582,54.48052,-164.25611,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,88,94,132,0,10110,arrowtooth flounder,Atheresthes stomias,270,Female,154,3,,,,6,1,6,5-Oct-20
GOA,2017,-716,-17128,201701,148,164,56.88858,-152.8022,56.87972,-152.7835,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,94,100,258,0,10110,arrowtooth flounder,Atheresthes stomias,470,Male,810,13,,,,1,1,6,5-Oct-20
GOA,2017,-716,-17133,201701,148,169,56.93383,-151.51837,56.92225,-151.53227,231,Kodiak,201,300,Kodiak Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,255,260,263,0,10110,arrowtooth flounder,Atheresthes stomias,510,Female,1278,7,,,,1,1,6,5-Oct-20
GOA,2017,-716,-17151,201701,148,187,57.28277,-151.2695,57.295,-151.27792,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,138,145,290,0,10110,arrowtooth flounder,Atheresthes stomias,220,Female,86,2,,,,1,1,3,5-Oct-20
GOA,2017,-716,-17151,201701,148,187,57.28277,-151.2695,57.295,-151.27792,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,138,145,291,0,10110,arrowtooth flounder,Atheresthes stomias,220,Female,78,2,,,,1,1,3,5-Oct-20
GOA,2017,-716,-17158,201701,148,194,58.12749,-150.01084,58.12674,-150.03766,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,241,246,301,0,10110,arrowtooth flounder,Atheresthes stomias,650,Female,2460,12,,,,1,1,6,5-Oct-20
GOA,2017,-716,-17162,201701,148,198,58.10522,-149.38249,58.09905,-149.36012,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,135,143,306,0,10110,arrowtooth flounder,Atheresthes stomias,460,Male,768,6,,,,1,1,3,5-Oct-20
GOA,2017,-716,-17164,201701,148,200,58.3652,-149.13061,58.36065,-149.10739,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,132,139,309,0,10110,arrowtooth flounder,Atheresthes stomias,390,Female,512,5,,,,1,1,6,5-Oct-20
GOA,2017,-716,-17168,201701,148,204,58.98469,-149.29746,58.97211,-149.28748,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,218,224,316,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1282,10,,,,1,1,6,5-Oct-20
GOA,2017,-716,-17179,201701,148,208,58.69955,-148.83519,58.71272,-148.8331,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,217,223,322,0,10110,arrowtooth flounder,Atheresthes stomias,600,Female,1720,10,,,,1,1,6,5-Oct-20
GOA,2011,-667,-8076,201101,143,267,58.7114,-150.48392,58.72402,-150.49305,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,200,207,586,0,10110,arrowtooth flounder,Atheresthes stomias,720,Female,3258,18,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8076,201101,143,267,58.7114,-150.48392,58.72402,-150.49305,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,200,207,587,0,10110,arrowtooth flounder,Atheresthes stomias,350,Female,362,4,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8077,201101,143,268,58.74552,-150.47523,58.75787,-150.464,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,201,208,593,0,10110,arrowtooth flounder,Atheresthes stomias,750,Female,4170,18,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8077,201101,143,268,58.74552,-150.47523,58.75787,-150.464,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,201,208,595,0,10110,arrowtooth flounder,Atheresthes stomias,650,Female,2204,13,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8083,201101,143,274,58.62378,-149.91248,58.62412,-149.9381,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,133,140,606,0,10110,arrowtooth flounder,Atheresthes stomias,690,Female,3102,14,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8083,201101,143,274,58.62378,-149.91248,58.62412,-149.9381,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,133,140,607,0,10110,arrowtooth flounder,Atheresthes stomias,660,Female,2570,14,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8084,201101,143,275,58.69198,-149.59615,58.68138,-149.61227,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,149,156,610,0,10110,arrowtooth flounder,Atheresthes stomias,210,Male,60,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8231,201101,143,293,59.9587,-147.19283,59.97085,-147.2015,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,183,190,633,0,10110,arrowtooth flounder,Atheresthes stomias,300,Male,200,3,,,,6,1,3,5-Oct-20
GOA,2011,-667,-8231,201101,143,293,59.9587,-147.19283,59.97085,-147.2015,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,183,190,640,0,10110,arrowtooth flounder,Atheresthes stomias,450,Male,798,6,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8231,201101,143,293,59.9587,-147.19283,59.97085,-147.2015,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,183,190,643,0,10110,arrowtooth flounder,Atheresthes stomias,460,Male,852,13,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8234,201101,143,296,60.30017,-146.0725,60.30093,-146.0432,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,34,42,667,0,10110,arrowtooth flounder,Atheresthes stomias,320,Female,240,4,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8245,201101,143,307,59.54442,-141.91902,59.55352,-141.93798,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,163,170,733,0,10110,arrowtooth flounder,Atheresthes stomias,480,Male,914,12,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8246,201101,143,308,59.50057,-141.32895,59.4979,-141.35452,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,158,165,742,0,10110,arrowtooth flounder,Atheresthes stomias,480,Female,988,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8246,201101,143,308,59.50057,-141.32895,59.4979,-141.35452,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,158,165,747,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1572,12,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8247,201101,143,309,59.38703,-140.9062,59.3985,-140.91915,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,153,160,754,0,10110,arrowtooth flounder,Atheresthes stomias,230,Female,102,4,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8247,201101,143,309,59.38703,-140.9062,59.3985,-140.91915,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,153,160,763,0,10110,arrowtooth flounder,Atheresthes stomias,270,Male,160,3,,,,6,1,3,5-Oct-20
GOA,2011,-667,-8247,201101,143,309,59.38703,-140.9062,59.3985,-140.91915,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,153,160,768,0,10110,arrowtooth flounder,Atheresthes stomias,220,Male,76,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8247,201101,143,309,59.38703,-140.9062,59.3985,-140.91915,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,153,160,771,0,10110,arrowtooth flounder,Atheresthes stomias,190,Male,56,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8248,201101,143,310,59.35315,-140.49725,59.35817,-140.5215,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,131,138,783,0,10110,arrowtooth flounder,Atheresthes stomias,140,Female,22,1,,,,6,1,6,5-Oct-20
